trade_date,scheme,group,hold_year,score_year,score_lag_years,holding_count,tradable_holding_count,daily_ret,nav,benchmark_ret,benchmark_nav,excess_nav
2023-01-11,方案B_LGBM打分,A,2023,2021,2,14,12,0.0011438954875741998,1228765.7737559825,-0.0018529999999999998,994832.8150594102,233932.95869657234
2023-01-12,方案B_LGBM打分,A,2023,2021,2,14,12,-0.004214861022196352,1223586.6967907695,0.001955,996777.7132128512,226808.98357791826
2023-01-13,方案B_LGBM打分,A,2023,2021,2,14,12,0.013299982726462184,1239860.3787224155,0.014064,1010796.3949714769,229063.98375093867
2023-01-16,方案B_LGBM打分,A,2023,2021,2,14,12,0.018580437545143085,1262897.5270539648,0.015607,1026571.8943077966,236325.63274616818
2023-01-17,方案B_LGBM打分,A,2023,2021,2,14,12,-0.002402538082470198,1259863.3676509603,-0.00017500000000000003,1026392.2442262927,233471.12342466763
2023-01-18,方案B_LGBM打分,A,2023,2021,2,14,12,-0.006852888233364847,1251229.6648031378,-0.001675,1024673.0372172137,226556.6275859241
2023-01-19,方案B_LGBM打分,A,2023,2021,2,14,12,0.0041162183495282905,1256379.9993088746,0.006221,1031047.528181742,225332.47112713265
2023-01-20,方案B_LGBM打分,A,2023,2021,2,14,12,0.007004404384636713,1265180.1928848035,0.00614,1037378.1600047778,227802.03288002568
2023-01-30,方案B_LGBM打分,A,2023,2021,2,14,12,-0.00601273917378764,1257572.9943771448,0.004739,1042294.2951050404,215278.69927210442
2023-01-31,方案B_LGBM打分,A,2023,2021,2,14,12,-0.004441922564934688,1251986.9525163686,-0.010589,1031257.4408141732,220729.5117021954
2023-02-01,方案B_LGBM打分,A,2023,2021,2,14,12,0.005634718643259966,1259041.5467388309,0.009399999999999999,1040951.2607578266,218090.28598100424
2023-02-02,方案B_LGBM打分,A,2023,2021,2,14,12,-0.0016041534624914495,1257021.8508822091,-0.003523,1037283.9894661767,219737.86141603242
2023-02-03,方案B_LGBM打分,A,2023,2021,2,14,12,-0.009064360981713288,1245627.7510639115,-0.009451000000000001,1027480.618481732,218147.1325821795
2023-02-06,方案B_LGBM打分,A,2023,2021,2,14,12,-0.004064294322483277,1240565.153267335,-0.01322,1013897.3247054035,226667.82856193138
2023-02-07,方案B_LGBM打分,A,2023,2021,2,14,12,0.004056017669519157,1245596.907449177,0.0018,1015722.3398898732,229874.56755930383
2023-02-08,方案B_LGBM打分,A,2023,2021,2,14,12,-3.313215461979898e-05,1245555.6381398456,-0.004419,1011233.8628698998,234321.77526994573
2023-02-09,方案B_LGBM打分,A,2023,2021,2,14,12,0.006418664544746803,1253550.4419528833,0.013423000000000001,1024807.6550112024,228742.78694168082
