scheme,group,period,交易日数,累计收益率,年化收益率,基准累计收益率,基准年化收益率,超额收益,最大回撤,年化波动率,夏普比率
方案A_传统规则,A,2018-2024,1699,0.8485028168937696,0.09540681402411044,-0.02380707128637205,-0.003567458929789158,0.8723098881801417,-0.2608371261133249,0.1865894701291889,0.5817792960394886
方案A_传统规则,B,2018-2024,1699,-0.042039859176106975,-0.006350073505454357,-0.02380707128637205,-0.003567458929789158,-0.018232787889734925,-0.3456116075664629,0.1832085568581419,0.05698818750869931
方案A_传统规则,C,2018-2024,1699,1.003201437319904,0.10854304947032678,-0.02380707128637205,-0.003567458929789158,1.0270085086062761,-0.3161120863469562,0.20879958726132197,0.5973459534313279
方案B_LGBM打分,A,2018-2024,1699,0.5768391555422381,0.06988310499250572,-0.02380707128637205,-0.003567458929789158,0.6006462268286101,-0.2876203912267089,0.17988653085789755,0.4654591607932799
方案B_LGBM打分,B,2018-2024,1699,0.5557773981743359,0.06775136431378126,-0.02380707128637205,-0.003567458929789158,0.579584469460708,-0.26957985733007217,0.18828580274150622,0.4424684789335028
方案B_LGBM打分,C,2018-2024,1699,0.44653498967368543,0.05628325846114102,-0.02380707128637205,-0.003567458929789158,0.4703420609600575,-0.2678786694918691,0.1972259085898272,0.3763504162085055
