ts_code,ann_date,end_date,total_revenue_ps,revenue_ps,or_yoy,tr_yoy,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,roe,roe_dt,roe_yearly,roe_avg,roa,fixed_assets,total_fa_trun,debt_to_assets,assets_to_eqt,ocfps,ocf_to_or,ocf_to_profit,q_dtprofit,netprofit_margin,profit_dedt,netprofit_yoy,dt_netprofit_yoy,eps,bps,cfps,grossprofit_margin,update_flag,end_date_dt,ann_date_dt,year,trade_date,adj_close,close,total_share,total_mv,circ_mv,pe,pb,div_yield,hs300_close,hs300_pct_chg,cash_div_tax,stk_div,net_profit,operating_cash_flow,fixed_asset_delta,fcff,F1_profit_cagr,F2_gross_margin,F3_net_margin,F4_light_asset,F5_low_debt,F6_roe,F7_low_expense,F8_ocf_profit,F9_dividend_payout,F10_dividend_yield,F11_fcff_yield,future_fcff_1y,future_fcff_3y,fcff_growth_1y,fcff_growth_3y_ann,future_adj_close_1y,price_return_1y,history_year_count,F1_profit_cagr_pos,F1_profit_cagr_z,F2_gross_margin_pos,F2_gross_margin_z,F3_net_margin_pos,F3_net_margin_z,F4_light_asset_pos,F4_light_asset_z,F5_low_debt_pos,F5_low_debt_z,F6_roe_pos,F6_roe_z,F7_low_expense_pos,F7_low_expense_z,F8_ocf_profit_pos,F8_ocf_profit_z,F9_dividend_payout_pos,F9_dividend_payout_z,F10_dividend_yield_pos,F10_dividend_yield_z,F11_fcff_yield_pos,F11_fcff_yield_z,value_equal_weight_score,target_fcff_growth_1y,target_fcff_growth_3y_ann,rule_profit_growth_positive,rule_net_margin_positive,rule_light_asset,rule_debt_control,rule_roe_quality,rule_expense_control,rule_cash_quality,rule_dividend_positive,rule_dividend_yield,rule_fcff_positive,traditional_rule_count,traditional_score,ml_score,group,scheme,score_col
600809.SH,20200428,20191231,13.6313,13.6313,25.7904,25.7904,21.7279,7.3876,-0.8644,28.3799,27.9517,28.3799,27.42,19.644,2144495773.46,5.8482,52.5473,2.1074,3.5301,0.259,108.1988,216568951.45,17.2858,1909253693.16,28.6296,30.47,2.2339,8.5447,2.5906,71.9218,1,2019-12-31,2020-04-28,2019,,,,,,,,,,,,0.9,0.0,1909253693.16,,226203310.25,,0.4685754034713212,71.9218,17.2858,,52.5473,27.42,28.2511,108.1988,0.4028828506199919,,,,10310230452.611,,,,,6,0.4685754034713212,0.1574481374166094,71.9218,2.5062081698650958,17.2858,0.17976251208598695,,0.2953180931416807,-52.5473,0.36237508725049195,27.42,1.7682653992617456,-28.2511,-0.7283277851705434,108.1988,-0.14952547963833812,0.4028828506199919,0.20922928413427047,,-0.1437027596389291,,0.06145522770028871,0.41077326240075984,,,True,True,False,True,True,True,True,True,False,False,7,7.004107732624008,1.5087697348089066,A,方案A_传统规则,traditional_score
600887.SH,20200429,20191231,14.7995,14.7644,13.9697,13.4121,23.3528,5.2981,0.0089,25.6585,23.1954,25.6585,23.85,15.0223,24994560328.12,4.2589,56.5439,2.3012,1.387,0.0939,102.1154,1004292332.22,7.7222,6268158933.7,7.6713,6.64,1.15,4.2863,-0.4098,37.3489,1,2019-12-31,2020-04-29,2019,2019-12-31,26.583931088963094,30.94,609637.8858,18862196.1867,18274994.6022,23.11646181648965,6.202069637907542,0.030469534294583295,4096.5821,0.3662,0.81,0.0,6268158933.7,8455677476.0460005,7620091986.399998,835585489.6460028,0.11458471484811028,37.3489,7.7222,0.4156584595216015,56.5439,23.85,28.6598,102.1154,0.7043478260869567,0.030469534294583295,0.004429948036672346,5557375072.486799,9252438046.207804,5.650875513457265,1.2288889545723602,39.1616045142182,0.47313068120602386,6,0.11458471484811028,-0.1675137985521114,37.3489,0.5782027079048525,7.7222,-0.4958608663551793,-0.4156584595216015,-0.9088292816770447,-56.5439,0.18423813912145084,23.85,1.3799137062759752,-28.6598,-0.7567005598648485,102.1154,-0.18267256276094732,0.7043478260869567,1.2169300235490799,0.030469534294583295,0.18236142674391773,0.004429948036672346,-0.4394745613186505,0.053690397551499486,5.650875513457265,1.2288889545723602,True,True,False,True,True,True,True,True,False,True,8,8.000536903975515,2.1075494057283732,A,方案A_传统规则,traditional_score
600893.SH,20200418,20191231,11.2054,11.2054,9.1268,9.1268,1.2959,9.127,1.6689,3.9094,2.8348,3.9094,2.88,2.983,19499587657.69,1.347,42.0972,1.727,2.2644,0.2021,378.0286,537398958.01,4.3985,781249851.05,1.2687,8.73,0.48,12.752,1.6386,16.6868,1,2019-12-31,2020-04-18,2019,2019-12-31,21.292278246306598,21.68,224984.445,4877662.7676,4222671.1604,44.358913013138746,1.669720690582387,0.006763015133196398,4096.5821,0.3662,0.144,0.0,781249851.05,5094547772.580001,1566025090.7700005,3528522681.8100004,0.02497907436001201,16.6868,4.3985,0.39355215361961643,42.0972,2.88,12.091800000000001,378.0286,0.3,0.006763015133196398,0.07234043946720349,3013530415.2143974,-12298538444.0436,-0.14595124164865256,-1.4951546348697322,58.54773311800945,1.749716702023902,6,0.02497907436001201,-0.24977139272776888,16.6868,-0.5740478020485716,4.3985,-0.7306646455727234,-0.39355215361961643,-0.799395493785936,-42.0972,0.8281582333354871,2.88,-0.9012445575648121,-12.091800000000001,0.39348326968065345,378.0286,1.3207166233890801,0.3,-0.13467509308990963,0.006763015133196398,-0.9827792185366182,0.07234043946720349,-0.052481389926645625,-0.17115467880434224,-0.14595124164865256,-1.4951546348697322,True,True,False,True,False,True,True,True,False,True,7,6.9982884532119565,-1.2822632542787062,B,方案A_传统规则,traditional_score
600900.SH,20200430,20191231,2.267,2.267,-2.6162,-2.6162,0.0557,1.7137,10.4482,14.7703,14.487,14.7703,14.49,10.7289,233200157488.2,0.2088,49.4015,1.9763,1.6575,0.7311,135.3907,3940807255.6,43.2438,21130274030.69,-4.7209,-4.19,0.9792,6.7959,0.0902,62.511,1,2019-12-31,2020-04-30,2019,,,,,,,,,,,,0.68,0.0,21130274030.69,,0.0,,0.010230003431832335,62.511,43.2438,,49.4015,14.49,12.217600000000001,135.3907,0.6944444444444445,,,,30913009251.339,,,,,6,0.010230003431832335,-0.26331097666768094,62.511,1.98140192562711,43.2438,2.0135731751810346,,0.2953180931416807,-49.4015,0.5025900728443311,14.49,0.3617143095401731,-12.217600000000001,0.3847499810666491,135.3907,-0.0013629110810058334,0.6944444444444445,1.1838261945274557,,-0.1437027596389291,,0.06145522770028871,0.5796593029310098,,,True,True,False,True,True,True,True,True,False,False,7,7.00579659302931,-0.0880845803871164,A,方案A_传统规则,traditional_score
601006.SH,20200429,20191231,5.3755,5.3755,2.0069,2.0069,0.2477,0.9092,0.178,12.4054,12.4693,12.4054,12.55,13.4944,81765671692.0,0.9625,17.4413,1.2113,1.0105,0.188,75.2079,1663529073.0,18.9829,13739687369.0,-6.0152,-6.31,0.92,7.6601,-0.2105,22.7895,1,2019-12-31,2020-04-29,2019,2019-03-29,5.491183267400415,8.34,1486679.1491,12398904.1035,12398904.1035,20.337715805186722,0.739423840593622,0.0,3872.3412,3.8608,0.48,0.0,13739687369.0,15022892801.655499,0.0,15022892801.655499,0.23684007384911476,22.7895,18.9829,0.5927445941324133,17.4413,12.55,1.3349,75.2079,0.5217391304347826,0.0,0.12116306954430586,,,,,,,6,0.23684007384911476,-0.055283902624525615,22.7895,-0.23372231784838093,18.9829,0.29965464847317436,-0.5927445941324133,-1.7854663181579193,-17.4413,1.927124049122612,12.55,0.15067725508852184,-1.3349,1.140248868186086,75.2079,-0.32928549946108293,0.5217391304347826,0.6065277128088908,0.0,-1.3151714926908593,0.12116306954430586,0.2257381318473077,0.05736737588580225,,,True,True,False,True,True,True,True,True,False,True,8,8.000573673758858,-0.969572131328097,A,方案A_传统规则,traditional_score
601088.SH,20200328,20191231,12.1604,12.1604,-8.4172,-8.4172,0.2646,8.0287,1.0398,12.7264,12.0993,12.7264,12.1,12.0088,260607000000.0,0.9052,25.5809,1.3437,3.17,0.2609,94.7125,5750000000.0,21.3089,41119000000.0,-1.4065,-10.7,2.174,17.6937,-1.0073,40.7147,1,2019-12-31,2020-03-28,2019,2019-12-31,12.339333951538121,18.25,1988962.0455,36298557.3304,30096144.2679,5.675866583044214,0.6973857334270459,0.10211248070184037,4096.5821,0.3662,1.26,0.0,41119000000.0,63050096842.35,0.0,63050096842.35,0.20717389372097816,40.7147,21.3089,0.5511103972136743,25.5809,12.1,9.3331,94.7125,0.5795768169273229,0.10211248070184037,0.17369863013686668,81348547660.95,103459230151.59999,0.2902208201892744,0.1794906291281153,13.19871668749748,0.06964579606440058,6,0.20717389372097816,-0.08251732891811188,40.7147,0.7659011880400389,21.3089,0.46397561319923497,-0.5511103972136743,-1.5793627794290537,-25.5809,1.564324794007979,12.1,0.10172536101468509,-9.3331,0.5849977633170113,94.7125,-0.22300930564294796,0.5795768169273229,0.7998605514057964,0.10211248070184037,3.092421882139199,0.17369863013686668,0.5251160744347118,0.5466758012335039,0.2902208201892744,0.1794906291281153,True,True,False,True,True,True,True,True,False,True,8,8.005466758012336,0.3820973452306722,A,方案A_传统规则,traditional_score
601111.SH,20200401,20191231,9.3757,9.3757,-0.4341,-0.4341,4.8738,3.6251,4.53,6.8643,6.6129,6.8643,6.83,5.164,124317578000.0,0.859,65.5479,2.9026,2.6396,0.2815,417.725,-382919000.0,5.3253,6173872000.0,-12.646,-6.74,0.47,6.4377,0.1495,16.8415,1,2019-12-31,2020-04-01,2019,2019-12-31,9.635856469355684,9.69,1452481.5185,14074545.9143,9155744.7599,20.50182227522486,1.4967855708336335,0.004609865261200825,4096.5821,0.3662,0.04442,0.0,6173872000.0,38339702162.326004,0.0,38339702162.326004,0.00012059091283744827,16.8415,5.3253,0.4580406264293414,65.5479,6.83,13.0289,417.725,0.09451063829787235,0.004609865261200825,0.2724045407629965,-270238408.5734999,,-1.0070485265490416,,6.474193294918806,-0.32811439071261783,6,0.00012059091283744827,-0.27259137406021167,16.8415,-0.5654207431392743,5.3253,-0.6651905827575415,-0.4580406264293414,-1.1186355281078735,-65.5479,-0.2170892594057686,6.83,-0.47155570958335724,-13.0289,0.32842790592720766,417.725,1.537013409802655,0.09451063829787235,-0.8215601330795805,0.004609865261200825,-1.0886033766158365,0.2724045407629965,1.0875993164742257,-0.2061460067768505,-1.0070485265490416,,True,True,False,True,False,True,True,True,False,True,7,6.997938539932232,-0.738122097620466,B,方案A_传统规则,traditional_score
601166.SH,20200429,20191231,8.7276,8.7276,14.5438,14.5438,,25.6784,,13.078,12.9966,13.078,13.93,,28104000000.0,6.7609,92.3079,13.0004,-28.31,-3.2431,-791.7607,10752000000.0,36.7893,65458000000.0,8.6572,9.01,3.1,23.3714,8.7876,,1,2019-12-31,2020-04-29,2019,2019-12-31,15.103432968333827,19.8,2077419.0751,41132897.687,37723626.767,4.872075151075428,0.6462356969772383,0.05045210592834259,4096.5821,0.3662,0.762,0.0,65458000000.0,-588117340160.8099,2574000000.0,-590691340160.8099,0.0769939020068704,,36.7893,0.004452486161491107,92.3079,13.93,25.6784,-791.7607,0.2458064516129032,0.05045210592834259,-1.4360557446150874,-34522414739.149994,-346951708839.27,0.9415559152606645,0.1375448364483015,16.649599918614978,0.10237188813449749,6,0.0769939020068704,-0.20202200373411122,,-0.30494156111317583,36.7893,1.5575930948610182,-0.004452486161491107,1.1267811666614227,-92.3079,-1.409839279906479,13.93,0.3007963969149541,-25.6784,-0.5497257850334288,-791.7607,-3.5979897210301677,0.2458064516129032,-0.3158267465999011,0.05045210592834259,1.1644755131360403,-1.4360557446150874,-4.079301484097802,-0.5736364009037845,0.9415559152606645,0.1375448364483015,True,True,True,False,True,True,False,True,False,False,6,5.994263635990962,9.137498401080535,C,方案A_传统规则,traditional_score
601169.SH,20200428,20191231,2.9858,2.9858,13.7705,13.7705,,23.2334,,10.7318,10.8359,10.7318,11.45,,18167000000.0,3.6752,92.3654,13.0983,0.96,0.3199,79.6655,3360000000.0,34.2014,21649000000.0,7.1943,7.93,0.98,8.9528,-0.4196,,0,2019-12-31,2020-04-28,2019,2019-03-29,4.294440894568689,6.2,2114298.4272,13108650.2486,11313766.7096,14.314802981895632,0.5049669458831533,0.0,3872.3412,3.8608,0.305,0.0,21649000000.0,20297264901.119995,1980000000.0,18317264901.119995,0.0668306859309582,,34.2014,0.007327285497646829,92.3654,11.45,23.2334,79.6655,0.3112244897959184,0.0,0.13973417974956098,,,,,,,6,0.0668306859309582,-0.2113517925614445,,-0.30494156111317583,34.2014,1.3747701264110732,-0.007327285497646829,1.1125499250339324,-92.3654,-1.4124021769983617,11.45,0.031017069574698797,-23.2334,-0.3799889753256336,79.6655,-0.30499703614659723,0.3112244897959184,-0.09715522316345966,0.0,-1.3151714926908593,0.13973417974956098,0.3315670352053981,-0.10691855470676631,,,True,True,True,False,True,True,True,True,False,True,8,7.998930814452932,3.0892048859888357,A,方案A_传统规则,traditional_score
601186.SH,20200331,20191231,61.1547,61.1547,13.7414,13.7414,0.6542,4.1759,0.4374,10.6344,9.6431,10.6344,10.84,3.0754,61864328000.0,13.5875,75.7665,4.1265,2.946,0.0482,144.7977,4678991000.0,2.7243,18314645000.0,12.6126,9.7,1.4,12.5019,0.7516,9.6438,1,2019-12-31,2020-03-31,2019,2019-12-31,8.676164383561645,10.14,1357954.15,13769655.081,11664290.937,6.197260273972604,0.6939876645599186,0.024204244031830236,4096.5821,0.3662,0.21,0.0,18314645000.0,40005329259.0,1491267000.0,38514062259.0,0.12309541443251626,9.6438,2.7243,0.08830744569357377,75.7665,10.84,5.267500000000001,144.7977,0.15,0.024204244031830236,0.2797024473920445,31055947728.550003,,-0.193646530461927,,6.9215876361081845,-0.20222954175208818,6,0.12309541443251626,-0.15970101278604137,9.6438,-0.9668104128965479,2.7243,-0.8489390046201742,-0.08830744569357377,0.7116703880565091,-75.7665,-0.6725539589382257,10.84,-0.03533994239205747,-5.267500000000001,0.8672398792875684,144.7977,0.049893723520431435,0.15,-0.6360769911979217,0.024204244031830236,-0.12556840006524472,0.2797024473920445,1.1291870000766489,-0.062454430177732334,-0.193646530461927,,True,True,True,True,True,True,True,True,False,True,9,8.999375455698223,-0.4571050700120531,A,方案A_传统规则,traditional_score
601318.SH,20200221,20191231,63.9424,63.9424,19.659,19.659,,14.7914,,24.3004,22.6492,24.3004,22.7,,97117000000.0,12.3509,89.6342,9.6471,14.04,0.2134,134.8147,19868000000.0,14.0619,139255000000.0,39.1075,29.4,8.41,36.825,-0.2493,,1,2019-12-31,2020-02-21,2019,2019-12-31,68.64188282423636,85.46,1828024.141,156222943.0899,92575950.7999,8.161936126544157,1.8640022491306547,0.018938874438056506,4096.5821,0.3662,2.05,0.0,139255000000.0,256654589396.4,4957000000.0,251697589396.4,0.3130287529428366,,14.0619,0.014954565377194272,89.6342,22.7,14.7914,134.8147,0.24375743162901306,0.018938874438056506,0.16111435645631014,320943063300.6,469838920854.4,0.2751137747097962,0.2312794884032663,71.82274411617428,0.04633994816375875,6,0.3130287529428366,0.014656978457655666,,-0.30494156111317583,14.0619,-0.04799086632344834,-0.014954565377194272,1.0747922765048055,-89.6342,-1.2906667937400835,22.7,1.2548144214206147,-14.7914,0.2060716167206682,134.8147,-0.0045014059816573734,0.24375743162901306,-0.3226759633277929,0.018938874438056506,-0.3843535926262234,0.16111435645631014,0.4534036206044329,0.05896443005416323,0.2751137747097962,0.2312794884032663,True,True,True,False,True,True,True,True,False,True,8,8.000589644300542,-0.14686431211608442,A,方案A_传统规则,traditional_score
601328.SH,20200328,20191231,3.1304,3.1304,9.3194,9.3194,,28.6314,,10.3618,10.273,10.3618,11.1,,179073000000.0,1.3664,91.9146,12.368,-1.1115,-0.3551,-93.6436,16668000000.0,33.5791,76619000000.0,4.9586,4.56,1.0,9.3368,-1.0201,,1,2019-12-31,2020-03-28,2019,2019-12-31,4.1080596070990945,5.63,7426272.6645,41809915.1011,22098236.4404,4.1080596070990945,0.4399858203130724,0.07667853685853336,4096.5821,0.3662,0.315,0.0,76619000000.0,-82543020665.9175,17888000000.0,-100431020665.9175,0.047559682208716536,,33.5791,0.020881499682987092,91.9146,11.1,28.6314,-93.6436,0.315,0.07667853685853336,-0.24020862138338855,149394327191.7465,345202303796.568,2.487531702866038,1.4790693204406071,3.4665591525356736,-0.15615655952383234,6,0.047559682208716536,-0.2290424914382891,,-0.30494156111317583,33.5791,1.3308075570434774,-0.020881499682987092,1.0454519211084559,-91.9146,-1.3923090637979985,11.1,-0.007056625816062993,-28.6314,-0.7547289748359317,-93.6436,-1.2493194781370267,0.315,-0.08453490327910837,0.07667853685853336,2.4534661257764574,-0.24020862138338855,-1.8335663110671923,-0.09325216414149043,2.487531702866038,1.4790693204406071,True,True,True,False,True,True,False,True,False,False,6,5.999067478358585,8.394434079579321,C,方案A_传统规则,traditional_score
601390.SH,20200331,20191231,34.6297,34.5303,15.0094,14.9166,0.5413,4.5417,0.6897,11.4595,8.6601,11.4595,9.48,3.5829,78790219000.0,11.0716,76.7584,4.3026,0.9034,0.0262,69.6247,3130038000.0,2.9912,17893515000.0,37.6752,12.8,0.95,7.7296,0.831,9.7667,1,2019-12-31,2020-03-31,2019,2019-12-31,5.070997577626074,5.94,2457092.9283,14595131.9941,11070325.4565,5.337892186974815,0.6560491587696743,0.033326775927807736,4096.5821,0.3662,0.169,0.0,17893515000.0,22197377514.262196,3874711000.0,18322666514.262196,0.183481774282245,9.7667,2.9912,0.09641902434760914,76.7584,9.48,5.7726999999999995,69.6247,0.17789473684210527,0.033326775927807736,0.12553957389127438,23883340197.5762,-768820167.911499,0.30348604985991673,-0.3473200196654975,4.6359597739117655,-0.08578939292610877,6,0.183481774282245,-0.1042665930864917,9.7667,-0.9599567248554834,2.9912,-0.8300837744028976,-0.09641902434760914,0.6715152946716826,-76.7584,-0.716765048076292,9.48,-0.1832834444818748,-5.7726999999999995,0.8321678808154302,69.6247,-0.35970710489392493,0.17789473684210527,-0.5428338311988878,0.033326775927807736,0.32279066216199404,0.12553957389127438,0.25067797930190583,-0.14724951854953083,0.30348604985991673,-0.3473200196654975,True,True,True,True,True,True,True,True,False,True,9,8.998527504814504,-0.09664658507151351,A,方案A_传统规则,traditional_score
601398.SH,20200328,20191231,2.3994,2.3994,10.5164,10.5164,,23.2762,,12.4735,12.4047,12.4735,12.98,,284616000000.0,2.9837,91.0593,11.1848,1.9487,0.8121,177.8233,59994000000.0,36.6434,310502000000.0,4.8872,5.063,0.86,6.9304,-0.1658,,1,2019-12-31,2020-03-28,2019,2019-12-31,4.436793134214216,5.88,35640625.7089,209566879.1683,158531980.9729,5.159061783970019,0.6401929375236951,0.05923197049089905,4096.5821,0.3662,0.2628,0.0,310502000000.0,694528873189.3344,0.0,694528873189.3344,0.04005921810920077,,36.6434,0.0103021404591991,91.0593,12.98,23.2762,177.8233,0.3055813953488372,0.05923197049089905,0.331411564625901,1557602265356.057,1400956340439.1667,1.2426746035818752,0.26350829860046665,3.9621918681225305,-0.10696943754979482,6,0.04005921810920077,-0.2359278853561977,,-0.30494156111317583,36.6434,1.5472859457838333,-0.0103021404591991,1.097823373781419,-91.0593,-1.3541865267077795,12.98,0.1974535094257435,-23.2762,-0.38296023727062073,177.8233,0.22984281586583696,0.3055813953488372,-0.11601827827658819,0.05923197049089905,1.5959929785324352,0.331411564625901,1.4238553914647656,0.33620177510269744,1.2426746035818752,0.26350829860046665,True,True,True,False,True,True,True,True,False,True,8,8.003362017751027,0.7889608655252742,A,方案A_传统规则,traditional_score
601601.SH,20200323,20191231,42.5391,42.5391,8.7836,8.7836,,11.7874,,16.9151,13.9724,16.9151,13.97,,26648000000.0,14.3748,88.0052,8.3369,12.34,0.29,398.3147,4837000000.0,7.3553,22915000000.0,53.9542,26.7,3.06,19.6896,0.4883,,1,2019-12-31,2020-03-23,2019,2019-12-31,30.832235459004902,37.84,906200.0,34290608.0,23788872.8,10.075893940851275,1.565914770183493,0.03892030474389512,4096.5821,0.3662,1.2,0.0,22915000000.0,111825080000.0,0.0,111825080000.0,0.23844344182586852,,7.3553,0.01791426837840355,88.0052,13.97,11.7874,398.3147,0.39215686274509803,0.03892030474389512,0.32610993657505283,111114943805.25,143734851577.9,-0.006350419733659032,0.08727888919177684,32.594865260877874,0.05716840753297303,6,0.23844344182586852,-0.05381201768929574,,-0.30494156111317583,7.3553,-0.5217806264403004,-0.01791426837840355,1.06014073264709,-88.0052,-1.2180588048239527,13.97,0.30514767638818413,-11.7874,0.41461532893425385,398.3147,1.4312510355489845,0.39215686274509803,0.1733757462705684,0.03892030474389512,0.5977043991726388,0.32610993657505283,1.3936436552555334,0.2979350512864116,-0.006350419733659032,0.08727888919177684,True,True,True,False,True,True,True,True,False,True,8,8.002979350512865,-0.5079758447545154,A,方案A_传统规则,traditional_score
601628.SH,20200326,20191231,26.3635,26.3635,15.8706,15.8706,,5.6374,,16.143,14.7485,16.143,15.04,,62861000000.0,12.5159,89.0161,9.1042,10.12,0.3839,476.7995,645000000.0,7.9196,53252000000.0,411.5138,359.5,2.05,14.0093,0.0883,,1,2019-12-31,2020-03-26,2019,2019-12-31,31.73594375992138,34.87,2826470.5,98559026.335,72611649.11,15.480948175571406,2.265348287203599,0.02300230947982397,4096.5821,0.3662,0.73,0.0,53252000000.0,286038814600.0,6647000000.0,279391814600.0,0.4028176837149149,,7.9196,0.017437274457456017,89.0161,15.04,5.6374,476.7995,0.3560975609756098,0.02300230947982397,0.2834766383043936,301002225800.0,351635577250.0,0.07734804697460167,0.0796749955361653,35.583806788117016,0.12124621398702562,6,0.4028176837149149,0.09708283232895104,,-0.30494156111317583,7.9196,-0.48191548439605447,-0.017437274457456017,1.0625020159751033,-89.0161,-1.2631167643054233,15.04,0.4215444022970844,-5.6374,0.8415606785060089,476.7995,1.8588971198869126,0.3560975609756098,0.052841063926095055,0.02300230947982397,-0.18464172036064078,0.2834766383043936,1.1506945179850265,0.29550064552089883,0.07734804697460167,0.0796749955361653,True,True,True,False,True,True,True,True,False,True,8,8.00295500645521,-0.689112427267276,A,方案A_传统规则,traditional_score
601699.SH,20200430,20191231,8.956,8.956,0.4084,0.4084,1.5945,10.9044,4.7532,9.7361,8.9396,9.7361,8.72,6.1362,35464967910.92,0.8899,68.3805,3.1626,1.4909,0.1665,144.7703,90300600.36,8.5751,2184118155.0,1.3871,-7.14,0.8,8.3449,-1.0766,38.7387,1,2019-12-31,2020-04-30,2019,,,,,,,,,,,,0.239,0.0,2184118155.0,,10716405939.529999,,0.3916667586675351,38.7387,8.5751,,68.3805,8.72,17.2521,144.7703,0.29874999999999996,,,,,,,,,6,0.3916667586675351,0.08684633089629432,38.7387,0.655706822139769,8.5751,-0.43560749111233443,,0.2953180931416807,-68.3805,-0.34334425597042895,8.72,-0.2659577544732433,-17.2521,0.03524488148632393,144.7703,0.04974442706161573,0.29874999999999996,-0.1388534422408098,,-0.1437027596389291,,0.06145522770028871,-0.013013629182706642,,,True,True,False,True,True,True,True,True,False,False,7,6.999869863708173,0.35815033634603155,B,方案A_传统规则,traditional_score
601727.SH,20200416,20191231,8.4151,8.3582,26.4472,26.0499,2.7788,9.6309,1.153,5.8043,1.6518,5.8043,1.6,3.3682,25173728000.0,6.0478,67.3506,3.0628,0.6933,0.0829,151.6362,-513305000.0,4.5896,996307000.0,16.0619,-47.59,0.23,4.1806,0.6989,18.4566,1,2019-12-31,2020-04-16,2019,,,,,,,,,,,,,,996307000.0,,8180585000.0,,-0.10388098070617668,18.4566,4.5896,,67.3506,1.6,13.562700000000001,151.6362,0.0,,,,,,,,,6,-0.10388098070617668,-0.3680643713544359,18.4566,-0.47535246360206473,4.5896,-0.7171643289952727,,0.2953180931416807,-67.3506,-0.297439426145553,1.6,-1.0404855007081697,-13.562700000000001,0.2913704380245405,151.6362,0.08715517730186334,0.0,-1.1374788893059338,,-0.1437027596389291,,0.06145522770028871,-0.3131262548710896,,,False,True,False,True,False,True,True,False,False,False,4,3.996868737451289,-0.4571050700120531,C,方案A_传统规则,traditional_score
601766.SH,20200331,20191231,7.9798,7.9798,4.5317,4.5317,3.7188,11.5549,0.163,8.9237,5.7339,8.9237,5.73,4.5623,67444212000.0,3.4134,58.5923,2.415,0.7851,0.0984,142.3937,-136988000.0,6.0363,7578865000.0,4.3333,-6.94,0.41,4.7352,0.1927,23.0823,1,2019-12-31,2020-03-31,2019,2019-12-31,6.160259333143346,7.14,2869886.4088,20490988.9588,16363232.2972,15.025022763764259,1.3009501886178716,0.024349624242760687,4096.5821,0.3662,0.15,0.0,7578865000.0,22531478195.4888,706740000.0,21824738195.4888,-0.05580496816768099,23.0823,6.0363,0.2055060043125918,58.5923,5.73,15.4367,142.3937,0.36585365853658536,0.024349624242760687,0.10650895493316838,-2298780577.4304,23952071967.8448,-1.1053291249975021,0.031489191905368585,4.697133086349387,-0.23751049552769088,6,-0.05580496816768099,-0.32393079775980643,23.0823,-0.21739392192955553,6.0363,-0.6149617753971679,-0.2055060043125918,0.13149737036993206,-58.5923,0.09293660167774175,5.73,-0.5912158950971801,-15.4367,0.16127359491926108,142.3937,0.03679486633090712,0.36585365853658536,0.08545256949409569,0.024349624242760687,-0.11842317593422066,0.10650895493316838,0.14223052988705406,-0.11052182122172174,-1.1053291249975021,0.031489191905368585,False,True,True,True,False,True,True,True,False,True,7,6.998894781787783,0.1615825766077053,B,方案A_传统规则,traditional_score
601857.SH,20200327,20191231,13.7515,13.7515,5.9739,5.9739,2.9445,3.0762,1.1052,3.7364,4.3751,3.7364,,5.0328,951410000000.0,2.7108,47.1468,1.892,1.9649,0.1429,311.2967,12827000000.0,2.6625,53485000000.0,-13.8657,-19.7,0.25,6.7229,0.0025,20.4388,1,2019-12-31,2020-03-27,2019,2019-12-31,4.592088105726873,5.83,18302097.7818,106701230.0679,94400571.3679,18.368352422907492,0.6830516749805698,0.014374724195225648,4096.5821,0.3662,0.14366,0.0,53485000000.0,359617919314.58826,45968000000.0,313649919314.58826,1.7281740678605066,20.4388,2.6625,0.40868533787679373,47.1468,3.7364,7.1259,311.2967,0.57464,0.014374724195225648,0.293951549682225,318566313990.01086,376374633775.42706,0.01567478380407777,0.06265361000762293,3.394346549192365,-0.26082721606338166,6,1.7281740678605066,1.3137543163037277,20.4388,-0.364812346148869,2.6625,-0.8533048840785021,-0.40868533787679373,-0.8743099405261439,-47.1468,0.6030868393324832,3.7364,-0.8080836640429595,-7.1259,0.7382260195080321,311.2967,0.9571094569641138,0.57464,0.7833583555526534,0.014374724195225648,-0.6086748826007972,0.293951549682225,1.2103866080990244,0.19061235257843298,0.01567478380407777,0.06265361000762293,True,True,False,True,False,True,True,True,False,True,7,7.001906123525784,-3.0692180088021126,B,方案A_传统规则,traditional_score
