natural_week,natural_week_start,natural_week_end,price_week_close_date,open,high,low,close,volume,trading_days,Ret_t
2013-10-21/2013-10-27,2013-10-21,2013-10-27,2013-10-25,2431.92,2474.37,2353.99,2368.56,408789180.0,5,-0.02369695595721455
2013-10-28/2013-11-03,2013-10-28,2013-11-03,2013-11-01,2372.57,2408.62,2327.9,2384.96,407584832.0,5,0.006924038234201513
2013-11-04/2013-11-10,2013-11-04,2013-11-10,2013-11-08,2397.21,2404.9,2306.04,2307.95,286269868.0,5,-0.03228984972494309
2013-11-11/2013-11-17,2013-11-11,2013-11-17,2013-11-15,2305.94,2377.21,2279.01,2350.73,301977956.0,5,0.018535930154466085
2013-11-18/2013-11-24,2013-11-18,2013-11-24,2013-11-22,2367.88,2435.43,2361.04,2397.96,423682080.0,5,0.02009163111033585
2013-11-25/2013-12-01,2013-11-25,2013-12-01,2013-11-29,2385.78,2460.56,2380.41,2438.94,353088840.0,5,0.017089526097182617
2013-12-02/2013-12-08,2013-12-02,2013-12-08,2013-12-06,2423.97,2486.64,2397.01,2452.29,440584120.0,5,0.005473689389652758
2013-12-09/2013-12-15,2013-12-09,2013-12-15,2013-12-13,2460.03,2468.95,2386.25,2406.64,293830368.0,5,-0.018615253497751172
2013-12-16/2013-12-22,2013-12-16,2013-12-22,2013-12-20,2408.68,2412.73,2278.1,2278.14,266380660.0,5,-0.05339394342319581
2013-12-23/2013-12-29,2013-12-23,2013-12-29,2013-12-27,2283.8,2315.18,2259.57,2303.48,240071500.0,5,0.011123109203121873
2013-12-30/2014-01-05,2013-12-30,2014-01-05,2014-01-03,2313.38,2333.07,2280.89,2290.78,210022316.0,4,-0.00551339712087795
2014-01-06/2014-01-12,2014-01-06,2014-01-12,2014-01-10,2286.37,2286.37,2200.22,2204.85,271558696.0,5,-0.037511240712770455
2014-01-13/2014-01-19,2014-01-13,2014-01-19,2014-01-17,2207.0,2227.26,2175.88,2178.49,255707176.0,5,-0.011955461822799829
2014-01-20/2014-01-26,2014-01-20,2014-01-26,2014-01-24,2173.65,2257.36,2156.46,2245.68,269021400.0,5,0.03084246427571391
2014-01-27/2014-02-02,2014-01-27,2014-02-02,2014-01-30,2233.01,2233.26,2200.22,2202.45,217468396.0,4,-0.019250293897616788
2014-02-03/2014-02-09,2014-02-03,2014-02-09,2014-02-07,2187.34,2212.5,2177.12,2212.48,50459316.0,1,0.004554019387500441
2014-02-10/2014-02-16,2014-02-10,2014-02-16,2014-02-14,2221.54,2307.47,2221.54,2295.57,422188492.0,5,0.037555141741394404
2014-02-17/2014-02-23,2014-02-17,2014-02-23,2014-02-21,2308.79,2331.7,2250.65,2264.29,457042496.0,5,-0.013626245333403064
2014-02-24/2014-03-02,2014-02-24,2014-03-02,2014-02-28,2246.72,2246.72,2133.55,2178.97,427219136.0,5,-0.03768068577788186
2014-03-03/2014-03-09,2014-03-03,2014-03-09,2014-03-07,2173.91,2194.22,2136.45,2168.36,349832520.0,5,-0.004869273096921756
2014-03-10/2014-03-16,2014-03-10,2014-03-16,2014-03-14,2149.68,2149.68,2088.73,2122.84,326951164.0,5,-0.02099282406980385
2014-03-17/2014-03-23,2014-03-17,2014-03-23,2014-03-21,2132.79,2163.23,2077.76,2158.8,338723576.0,5,0.01693957151740122
2014-03-24/2014-03-30,2014-03-24,2014-03-30,2014-03-28,2161.9,2191.49,2144.58,2151.96,391006880.0,5,-0.003168426903835564
2014-03-31/2014-04-06,2014-03-31,2014-04-06,2014-04-04,2156.05,2196.14,2134.42,2185.47,288845068.0,5,0.015571850777895468
2014-04-07/2014-04-13,2014-04-07,2014-04-13,2014-04-11,2179.92,2290.74,2178.9,2270.67,368737692.0,4,0.03898474927589968
2014-04-14/2014-04-20,2014-04-14,2014-04-20,2014-04-18,2267.94,2275.83,2203.05,2224.48,281252760.0,5,-0.020342013590702313
2014-04-21/2014-04-27,2014-04-21,2014-04-27,2014-04-25,2209.94,2231.71,2165.07,2167.83,266440804.0,5,-0.025466625908077467
2014-04-28/2014-05-04,2014-04-28,2014-05-04,2014-04-30,2165.77,2171.39,2131.78,2158.66,154024744.0,3,-0.004230036488101052
2014-05-05/2014-05-11,2014-05-05,2014-05-11,2014-05-09,2152.59,2173.62,2120.6,2133.91,239551652.0,5,-0.011465446156411874
2014-05-12/2014-05-18,2014-05-12,2014-05-18,2014-05-16,2150.31,2185.05,2132.19,2145.95,285886516.0,5,0.005642224836098997
2014-05-19/2014-05-25,2014-05-19,2014-05-25,2014-05-23,2139.36,2160.91,2096.51,2148.41,203015172.0,5,0.0011463454414128993
2014-05-26/2014-06-01,2014-05-26,2014-06-01,2014-05-30,2161.89,2178.09,2142.01,2156.46,214319508.0,5,0.0037469570519594875
2014-06-02/2014-06-08,2014-06-02,2014-06-08,2014-06-06,2157.64,2168.99,2117.31,2134.72,156015680.0,4,-0.010081337006019209
2014-06-09/2014-06-15,2014-06-09,2014-06-15,2014-06-13,2128.22,2183.64,2126.67,2176.24,234661404.0,5,0.01944985759256479
2014-06-16/2014-06-22,2014-06-16,2014-06-22,2014-06-20,2176.44,2196.34,2119.5,2136.73,258250800.0,5,-0.01815516670955397
2014-06-23/2014-06-29,2014-06-23,2014-06-29,2014-06-27,2137.93,2159.53,2126.03,2150.26,216083776.0,5,0.006332105600614035
2014-06-30/2014-07-06,2014-06-30,2014-07-06,2014-07-04,2152.31,2184.96,2152.31,2178.69,283854580.0,5,0.01322165691590782
2014-07-07/2014-07-13,2014-07-07,2014-07-13,2014-07-11,2178.55,2186.2,2134.79,2148.01,280114752.0,5,-0.014081856528464276
2014-07-14/2014-07-20,2014-07-14,2014-07-20,2014-07-18,2149.54,2183.25,2145.28,2164.14,344461656.0,5,0.007509276027578782
2014-07-21/2014-07-27,2014-07-21,2014-07-27,2014-07-25,2164.22,2260.89,2158.96,2260.45,435337092.0,5,0.04450266618610632
2014-07-28/2014-08-03,2014-07-28,2014-08-03,2014-08-01,2272.38,2371.5,2272.38,2329.4,674466968.0,5,0.03050277599593021
2014-08-04/2014-08-10,2014-08-04,2014-08-10,2014-08-08,2336.63,2380.77,2319.29,2331.13,548386280.0,5,0.00074268051858839
2014-08-11/2014-08-17,2014-08-11,2014-08-17,2014-08-15,2338.01,2370.51,2333.12,2360.63,485433608.0,5,0.012654806896226223
2014-08-18/2014-08-24,2014-08-18,2014-08-24,2014-08-22,2366.27,2379.8,2333.3,2365.36,512161800.0,5,0.002003702401477625
2014-08-25/2014-08-31,2014-08-25,2014-08-31,2014-08-29,2367.02,2367.61,2309.64,2338.29,392596248.0,5,-0.011444346737917388
2014-09-01/2014-09-07,2014-09-01,2014-09-07,2014-09-05,2340.92,2450.63,2338.53,2449.26,566315872.0,5,0.0474577575920867
2014-09-08/2014-09-14,2014-09-08,2014-09-14,2014-09-12,2452.23,2461.47,2412.62,2438.36,469512616.0,4,-0.004450323771261533
2014-09-15/2014-09-21,2014-09-15,2014-09-21,2014-09-19,2433.0,2442.92,2379.09,2425.21,651998920.0,5,-0.005392969044767826
2014-09-22/2014-09-28,2014-09-22,2014-09-28,2014-09-26,2419.33,2462.67,2374.11,2437.2,567949136.0,5,0.004943901765207981
2014-09-29/2014-10-05,2014-09-29,2014-10-05,2014-09-30,2443.91,2454.89,2435.61,2450.99,239205960.0,2,0.005658132282947648
2014-10-06/2014-10-12,2014-10-06,2014-10-12,2014-10-10,2460.87,2488.11,2445.27,2466.79,407511824.0,3,0.006446374730211035
2014-10-13/2014-10-19,2014-10-13,2014-10-19,2014-10-17,2457.41,2480.3,2410.4,2441.73,685715544.0,5,-0.01015895151188384
2014-10-20/2014-10-26,2014-10-20,2014-10-26,2014-10-24,2448.45,2459.25,2385.73,2390.71,454800216.0,5,-0.020895021153034876
2014-10-27/2014-11-02,2014-10-27,2014-11-02,2014-10-31,2377.54,2512.19,2361.68,2508.33,762768336.0,5,0.049198773586089484
2014-11-03/2014-11-09,2014-11-03,2014-11-09,2014-11-07,2515.82,2541.55,2482.98,2502.15,972952128.0,5,-0.0024637906495555972
2014-11-10/2014-11-16,2014-11-10,2014-11-16,2014-11-14,2529.83,2607.52,2514.71,2581.09,1119863216.0,5,0.03154886797354273
2014-11-17/2014-11-23,2014-11-17,2014-11-23,2014-11-21,2613.51,2614.09,2522.84,2583.46,680744440.0,5,0.0009182167223924509
2014-11-24/2014-11-30,2014-11-24,2014-11-30,2014-11-28,2614.16,2809.54,2602.94,2808.82,1387202272.0,5,0.0872318518575863
2014-12-01/2014-12-07,2014-12-01,2014-12-07,2014-12-05,2825.61,3195.8,2804.29,3124.88,2144803584.0,5,0.1125241204491565
2014-12-08/2014-12-14,2014-12-08,2014-12-14,2014-12-12,3108.27,3387.83,3058.19,3193.23,2210512608.0,5,0.02187283991705269
2014-12-15/2014-12-21,2014-12-15,2014-12-21,2014-12-19,3176.83,3397.18,3143.3,3383.17,1863640224.0,5,0.059482091800465486
2014-12-22/2014-12-28,2014-12-22,2014-12-28,2014-12-26,3396.25,3455.21,3188.49,3445.84,1931401024.0,5,0.01852404697369625
2014-12-29/2015-01-04,2014-12-29,2015-01-04,2014-12-31,3502.18,3542.34,3405.84,3533.71,1099183680.0,3,0.02550031342140091
2015-01-05/2015-01-11,2015-01-05,2015-01-11,2015-01-09,3566.09,3689.75,3536.4,3546.72,1837337216.0,5,0.003681682990398061
2015-01-12/2015-01-18,2015-01-12,2015-01-18,2015-01-16,3531.51,3662.16,3461.32,3635.15,1170227584.0,5,0.024932895745928718
2015-01-19/2015-01-25,2015-01-19,2015-01-25,2015-01-23,3414.01,3627.81,3325.68,3571.73,1514302496.0,5,-0.01744632271020452
2015-01-26/2015-02-01,2015-01-26,2015-02-01,2015-01-30,3580.12,3616.26,3431.94,3434.39,1151753616.0,5,-0.038451954655027154
2015-02-02/2015-02-08,2015-02-02,2015-02-08,2015-02-06,3360.19,3487.95,3285.93,3312.42,1022428944.0,5,-0.03551431258534987
2015-02-09/2015-02-15,2015-02-09,2015-02-15,2015-02-13,3305.73,3509.5,3298.6,3469.83,833448352.0,5,0.047521147680547715
2015-02-16/2015-02-22,2015-02-16,2015-02-22,2015-02-17,3473.29,3536.82,3466.61,3522.32,330969664.0,2,0.015127542271523353
2015-02-23/2015-03-01,2015-02-23,2015-03-01,2015-02-27,3529.55,3594.81,3456.87,3572.84,617654208.0,3,0.014342819505326121
2015-03-02/2015-03-08,2015-03-02,2015-03-08,2015-03-06,3603.45,3608.69,3467.68,3478.52,1108733456.0,5,-0.026399167049182215
2015-03-09/2015-03-15,2015-03-09,2015-03-15,2015-03-13,3449.7,3641.39,3417.49,3617.66,1129685296.0,5,0.03999977001713373
2015-03-16/2015-03-22,2015-03-16,2015-03-22,2015-03-20,3641.77,3916.86,3621.12,3892.57,1855619136.0,5,0.07599111027570316
2015-03-23/2015-03-29,2015-03-23,2015-03-29,2015-03-27,3923.08,3993.03,3883.78,3971.7,1885182496.0,5,0.020328471934994097
2015-03-30/2015-04-05,2015-03-30,2015-04-05,2015-04-03,3999.02,4170.56,3999.02,4170.54,1854249792.0,5,0.05006420424503366
2015-04-06/2015-04-12,2015-04-06,2015-04-12,2015-04-10,4213.89,4351.69,4197.02,4344.42,1661929440.0,4,0.04169244270526118
2015-04-13/2015-04-19,2015-04-13,2015-04-19,2015-04-17,4394.05,4630.27,4335.63,4596.14,2316145728.0,5,0.057940990972327855
2015-04-20/2015-04-26,2015-04-20,2015-04-26,2015-04-24,4615.03,4782.04,4492.6,4702.64,2670551744.0,5,0.023171617922865817
2015-04-27/2015-05-03,2015-04-27,2015-05-03,2015-04-30,4753.87,4839.08,4695.79,4749.89,1916499520.0,4,0.01004754776040695
2015-05-04/2015-05-10,2015-05-04,2015-05-10,2015-05-08,4757.64,4795.92,4445.59,4558.4,1814504320.0,5,-0.040314617812202136
2015-05-11/2015-05-17,2015-05-11,2015-05-17,2015-05-15,4582.09,4758.0,4535.15,4617.47,1787779072.0,5,0.012958494208494375
2015-05-18/2015-05-24,2015-05-18,2015-05-24,2015-05-22,4582.06,4951.99,4565.06,4951.33,1708048416.0,5,0.07230366412775813
2015-05-25/2015-05-31,2015-05-25,2015-05-31,2015-05-29,4949.11,5226.84,4665.52,4840.83,2424192544.0,5,-0.022317235974980476
2015-06-01/2015-06-07,2015-06-01,2015-06-07,2015-06-05,4862.76,5288.34,4835.77,5230.55,2273463680.0,5,0.08050685522937195
2015-06-08/2015-06-14,2015-06-08,2015-06-14,2015-06-12,5259.41,5380.43,5202.59,5335.12,2472376288.0,5,0.01999216143617777
2015-06-15/2015-06-21,2015-06-15,2015-06-21,2015-06-19,5354.01,5362.45,4634.69,4637.05,2007046080.0,5,-0.13084429216212567
2015-06-22/2015-06-28,2015-06-22,2015-06-28,2015-06-26,4641.42,4919.26,4278.68,4336.19,1692502400.0,4,-0.0648817675030462
2015-06-29/2015-07-05,2015-06-29,2015-07-05,2015-07-03,4446.84,4526.13,3785.9,3885.92,2370792256.0,5,-0.10384000701076279
2015-07-06/2015-07-12,2015-07-06,2015-07-12,2015-07-10,4218.27,4218.27,3537.83,4106.56,2913519040.0,5,0.05677934697574849
2015-07-13/2015-07-19,2015-07-13,2015-07-19,2015-07-17,4132.23,4278.16,3856.32,4151.5,2040109056.0,5,0.010943466064053498
2015-07-20/2015-07-26,2015-07-20,2015-07-26,2015-07-24,4157.06,4299.65,4081.7,4176.28,1736511520.0,5,0.005968926893893611
2015-07-27/2015-08-02,2015-07-27,2015-08-02,2015-07-31,4097.8,4156.31,3627.42,3816.7,1519480000.0,5,-0.08610054881377682
2015-08-03/2015-08-09,2015-08-03,2015-08-09,2015-08-07,3766.07,3962.28,3742.58,3906.94,997153696.0,5,0.023643461629156093
2015-08-10/2015-08-16,2015-08-10,2015-08-16,2015-08-14,3947.47,4113.16,3932.84,4073.54,1380190880.0,5,0.042642067705160436
2015-08-17/2015-08-23,2015-08-17,2015-08-23,2015-08-21,4058.11,4103.05,3578.17,3589.54,1276024880.0,5,-0.1188155756418251
2015-08-24/2015-08-30,2015-08-24,2015-08-30,2015-08-28,3454.6,3468.15,2952.01,3342.29,1406581952.0,5,-0.0688806922335452
2015-08-31/2015-09-06,2015-08-31,2015-09-06,2015-09-02,3307.4,3387.02,3190.58,3365.83,980498336.0,3,0.007043075256784936
2015-09-07/2015-09-13,2015-09-07,2015-09-13,2015-09-11,3347.29,3426.65,3170.81,3347.19,832721968.0,5,-0.005538009941084332
2015-09-14/2015-09-20,2015-09-14,2015-09-20,2015-09-18,3367.64,3373.92,3131.37,3251.27,785028264.0,5,-0.02865687337737033
2015-09-21/2015-09-27,2015-09-21,2015-09-27,2015-09-25,3222.6,3371.41,3201.91,3231.95,615612616.0,5,-0.005942293319226022
2015-09-28/2015-10-04,2015-09-28,2015-10-04,2015-09-30,3226.61,3246.55,3159.04,3202.95,239929456.0,3,-0.00897291109082754
2015-10-05/2015-10-11,2015-10-05,2015-10-11,2015-10-09,3324.98,3352.38,3293.97,3340.12,256434264.0,2,0.0428261446479028
2015-10-12/2015-10-18,2015-10-12,2015-10-18,2015-10-16,3351.14,3537.54,3347.25,3534.07,899131200.0,5,0.05806677604397459
2015-10-19/2015-10-25,2015-10-19,2015-10-25,2015-10-23,3548.95,3601.24,3417.41,3571.24,1051307984.0,5,0.010517618496520997
2015-10-26/2015-11-01,2015-10-26,2015-11-01,2015-10-30,3614.7,3620.76,3486.1,3534.08,833434480.0,5,-0.010405349402448416
2015-11-02/2015-11-08,2015-11-02,2015-11-08,2015-11-06,3489.23,3801.71,3452.62,3793.37,1133627960.0,5,0.07336845798623681
2015-11-09/2015-11-15,2015-11-09,2015-11-15,2015-11-13,3796.38,3891.77,3727.58,3746.24,1296586288.0,5,-0.012424308728123057
2015-11-16/2015-11-22,2015-11-16,2015-11-22,2015-11-20,3682.73,3852.77,3680.07,3774.38,937497136.0,5,0.007511531562313323
2015-11-23/2015-11-29,2015-11-23,2015-11-29,2015-11-27,3774.44,3805.84,3534.39,3556.99,853419872.0,5,-0.05759621447760965
2015-11-30/2015-12-06,2015-11-30,2015-12-06,2015-12-04,3554.89,3758.45,3455.07,3677.59,872238240.0,5,0.03390507142274801
2015-12-07/2015-12-13,2015-12-07,2015-12-13,2015-12-11,3681.58,3699.34,3578.15,3608.06,583527760.0,5,-0.018906403378299408
2015-12-14/2015-12-20,2015-12-14,2015-12-20,2015-12-18,3573.88,3810.22,3571.0,3767.91,740983616.0,5,0.04430358696917458
2015-12-21/2015-12-27,2015-12-21,2015-12-27,2015-12-25,3762.1,3926.69,3759.99,3838.2,871561504.0,5,0.01865490417764759
2015-12-28/2016-01-03,2015-12-28,2016-01-03,2015-12-31,3847.53,3853.39,3710.48,3731.0,463377504.0,4,-0.027929758741076505
2016-01-04/2016-01-10,2016-01-04,2016-01-10,2016-01-08,3725.86,3726.24,3237.93,3361.56,653515904.0,5,-0.09901902975073706
2016-01-11/2016-01-17,2016-01-11,2016-01-17,2016-01-15,3303.12,3342.48,3072.04,3118.73,682670112.0,5,-0.07223729458941675
2016-01-18/2016-01-24,2016-01-18,2016-01-24,2016-01-22,3068.23,3227.91,3053.96,3113.46,560573608.0,5,-0.0016897903954494753
2016-01-25/2016-01-31,2016-01-25,2016-01-31,2016-01-29,3129.03,3149.33,2839.29,2946.09,553230360.0,5,-0.053756913530284556
2016-02-01/2016-02-07,2016-02-01,2016-02-07,2016-02-05,2939.04,2999.21,2869.56,2963.79,421416840.0,5,0.006007963096850366
2016-02-15/2016-02-21,2016-02-15,2016-02-21,2016-02-19,2888.43,3093.51,2886.02,3051.58,525530160.0,5,0.029620857078268115
2016-02-22/2016-02-28,2016-02-22,2016-02-28,2016-02-26,3083.93,3128.21,2902.95,2948.03,630076504.0,5,-0.03393324114065488
2016-02-29/2016-03-06,2016-02-29,2016-03-06,2016-03-04,2939.58,3101.66,2821.21,3093.89,813637568.0,5,0.04947710844190856
2016-03-07/2016-03-13,2016-03-07,2016-03-13,2016-03-11,3109.0,3130.9,2982.17,3018.28,529569800.0,5,-0.024438490056207463
2016-03-14/2016-03-20,2016-03-14,2016-03-20,2016-03-18,3039.57,3197.67,3028.58,3171.96,659121384.0,5,0.050916415972010576
2016-03-21/2016-03-27,2016-03-21,2016-03-27,2016-03-25,3203.29,3267.78,3174.32,3197.82,750496104.0,5,0.008152687927968971
2016-03-28/2016-04-03,2016-03-28,2016-04-03,2016-04-01,3206.95,3241.93,3122.76,3221.89,558213400.0,5,0.007527002770637337
2016-04-04/2016-04-10,2016-04-04,2016-04-10,2016-04-08,3211.3,3271.93,3163.3,3185.73,479659168.0,4,-0.011223226118830865
2016-04-11/2016-04-17,2016-04-11,2016-04-17,2016-04-15,3213.51,3296.52,3198.9,3272.21,626660880.0,5,0.027146054436502753
2016-04-18/2016-04-24,2016-04-18,2016-04-24,2016-04-22,3252.67,3252.67,3107.37,3174.9,522000512.0,5,-0.02973831141644334
2016-04-25/2016-05-01,2016-04-25,2016-05-01,2016-04-29,3164.74,3188.83,3135.64,3156.75,314444668.0,5,-0.005716715487101953
2016-05-02/2016-05-08,2016-05-02,2016-05-08,2016-05-06,3159.82,3222.88,3130.15,3130.35,372441160.0,4,-0.008363031598954684
2016-05-09/2016-05-15,2016-05-09,2016-05-15,2016-05-13,3115.43,3115.43,3035.02,3074.94,391270156.0,5,-0.017700896065935057
2016-05-16/2016-05-22,2016-05-16,2016-05-22,2016-05-20,3064.53,3105.2,3039.46,3078.22,323980356.0,5,0.0010666874800808746
2016-05-23/2016-05-29,2016-05-23,2016-05-29,2016-05-27,3078.51,3098.48,3027.44,3062.5,295946136.0,5,-0.005106847463793973
2016-05-30/2016-06-05,2016-05-30,2016-06-05,2016-06-03,3056.31,3201.75,3037.66,3189.33,502605372.0,5,0.04141387755102044
2016-06-06/2016-06-12,2016-06-06,2016-06-12,2016-06-08,3192.78,3197.22,3148.35,3163.99,221913840.0,3,-0.007945242417686571
2016-06-13/2016-06-19,2016-06-13,2016-06-19,2016-06-17,3134.05,3145.61,3042.23,3110.36,415026344.0,5,-0.016950116782922686
2016-06-20/2016-06-26,2016-06-20,2016-06-26,2016-06-24,3114.91,3155.49,3033.97,3077.16,390583540.0,5,-0.010674005581347568
2016-06-27/2016-07-03,2016-06-27,2016-07-03,2016-07-01,3065.13,3170.26,3064.97,3154.2,430454456.0,5,0.025036072222438754
2016-07-04/2016-07-10,2016-07-04,2016-07-10,2016-07-08,3136.39,3220.54,3134.02,3192.28,596764936.0,5,0.012072791833111607
2016-07-11/2016-07-17,2016-07-11,2016-07-17,2016-07-15,3199.04,3300.99,3197.63,3276.28,696450648.0,5,0.02631348127357258
2016-07-18/2016-07-24,2016-07-18,2016-07-24,2016-07-22,3269.71,3281.64,3220.89,3225.16,443934592.0,5,-0.015603062009352131
2016-07-25/2016-07-31,2016-07-25,2016-07-31,2016-07-29,3220.17,3276.51,3157.41,3203.93,512267752.0,5,-0.006582619156879077
2016-08-01/2016-08-07,2016-08-01,2016-08-07,2016-08-05,3196.43,3224.87,3156.75,3205.11,372735984.0,5,0.00036829768440638233
2016-08-08/2016-08-14,2016-08-08,2016-08-14,2016-08-12,3199.57,3294.23,3187.25,3294.23,485466936.0,5,0.02780559793579629
2016-08-15/2016-08-21,2016-08-15,2016-08-21,2016-08-19,3303.47,3418.69,3302.38,3365.02,818122528.0,5,0.021489088497160136
2016-08-22/2016-08-28,2016-08-22,2016-08-28,2016-08-26,3364.68,3372.83,3279.81,3307.09,464186792.0,5,-0.017215350874586144
2016-08-29/2016-09-04,2016-08-29,2016-09-04,2016-09-02,3306.57,3333.97,3295.76,3314.11,400072144.0,5,0.0021227121124614
2016-09-05/2016-09-11,2016-09-05,2016-09-11,2016-09-09,3321.01,3357.36,3300.13,3318.04,434089784.0,5,0.0011858387319672037
2016-09-12/2016-09-18,2016-09-12,2016-09-18,2016-09-14,3271.87,3276.72,3231.34,3238.73,260530664.0,3,-0.023902665428988223
2016-09-19/2016-09-25,2016-09-19,2016-09-25,2016-09-23,3242.74,3303.2,3242.74,3275.67,304505796.0,5,0.011405705322765414
2016-09-26/2016-10-02,2016-09-26,2016-10-02,2016-09-30,3267.69,3267.69,3214.44,3253.28,274070812.0,5,-0.006835242866344848
2016-10-10/2016-10-16,2016-10-10,2016-10-16,2016-10-14,3265.36,3308.0,3258.96,3305.85,400442680.0,5,0.016159076378301274
2016-10-17/2016-10-23,2016-10-17,2016-10-23,2016-10-21,3305.96,3341.56,3271.54,3327.74,479166000.0,5,0.006621595051196971
2016-10-24/2016-10-30,2016-10-24,2016-10-30,2016-10-28,3332.51,3382.83,3330.97,3340.13,532993992.0,5,0.0037232476094888334
2016-10-31/2016-11-06,2016-10-31,2016-11-06,2016-11-04,3332.41,3379.99,3317.33,3354.17,467781328.0,5,0.004203429207845222
2016-11-07/2016-11-13,2016-11-07,2016-11-13,2016-11-11,3353.44,3422.67,3322.08,3417.22,675623368.0,5,0.018797496847207995
2016-11-14/2016-11-20,2016-11-14,2016-11-20,2016-11-18,3409.22,3452.62,3408.14,3417.46,715134872.0,5,7.023252819560177e-05
2016-11-21/2016-11-27,2016-11-21,2016-11-27,2016-11-25,3412.65,3521.3,3412.08,3521.3,776714288.0,5,0.03038513984070046
2016-11-28/2016-12-04,2016-11-28,2016-12-04,2016-12-02,3538.68,3583.72,3516.79,3528.95,999380272.0,5,0.0021724931133386693
2016-12-05/2016-12-11,2016-12-05,2016-12-11,2016-12-09,3473.69,3507.93,3445.76,3493.7,678413776.0,5,-0.009988806868898692
2016-12-12/2016-12-18,2016-12-12,2016-12-18,2016-12-16,3489.27,3495.8,3327.14,3346.03,638316664.0,5,-0.04226751008958973
2016-12-19/2016-12-25,2016-12-19,2016-12-25,2016-12-23,3342.35,3344.86,3289.27,3307.6,467187224.0,5,-0.011485252672570279
2016-12-26/2017-01-01,2016-12-26,2017-01-01,2016-12-30,3293.22,3330.23,3267.05,3310.08,376112816.0,5,0.0007497883661868876
