natural_week,natural_week_start,natural_week_end,price_week_close_date,open,high,low,close,volume,trading_days,Ret_t
2010-01-11/2010-01-17,2010-01-11,2010-01-17,2010-01-15,3593.11,3594.53,3411.81,3482.74,452077712.0,5,0.0007499719838051089
2010-01-18/2010-01-24,2010-01-18,2010-01-24,2010-01-22,3471.78,3528.39,3293.19,3366.2,409761160.0,5,-0.03346215910461303
2010-01-25/2010-01-31,2010-01-25,2010-01-31,2010-01-29,3340.01,3372.43,3168.46,3204.16,268546124.0,5,-0.04813736557542625
2010-02-01/2010-02-07,2010-02-01,2010-02-07,2010-02-05,3198.23,3242.52,3094.57,3153.09,290008880.0,5,-0.015938654748826386
2010-02-08/2010-02-14,2010-02-08,2010-02-14,2010-02-12,3152.25,3253.2,3133.81,3251.28,177378300.0,5,0.031140880850213604
2010-02-22/2010-02-28,2010-02-22,2010-02-28,2010-02-26,3248.95,3301.15,3152.93,3281.67,250710008.0,5,0.009347087916143693
2010-03-01/2010-03-07,2010-03-01,2010-03-07,2010-03-05,3290.01,3345.91,3239.68,3259.76,293137572.0,5,-0.006676478744054082
2010-03-08/2010-03-14,2010-03-08,2010-03-14,2010-03-12,3268.4,3322.51,3232.12,3233.13,229606540.0,5,-0.008169313078263518
2010-03-15/2010-03-21,2010-03-15,2010-03-21,2010-03-19,3231.22,3296.41,3169.1,3293.87,207503220.0,5,0.018786748445005275
2010-03-22/2010-03-28,2010-03-22,2010-03-28,2010-03-26,3297.82,3313.92,3220.59,3275.0,232956216.0,5,-0.00572882354191262
2010-03-29/2010-04-04,2010-03-29,2010-04-04,2010-04-02,3295.76,3412.2,3293.67,3407.35,331132308.0,5,0.04041221374045789
2010-04-05/2010-04-11,2010-04-05,2010-04-11,2010-04-09,3422.85,3436.29,3336.16,3379.17,232668828.0,4,-0.008270356728836137
2010-04-12/2010-04-18,2010-04-12,2010-04-18,2010-04-16,3388.35,3412.94,3324.05,3356.33,322971032.0,5,-0.006759056217947035
2010-04-19/2010-04-25,2010-04-19,2010-04-25,2010-04-23,3313.5,3313.5,3130.96,3190.0,351816864.0,5,-0.04955710552895576
2010-04-26/2010-05-02,2010-04-26,2010-05-02,2010-04-30,3195.46,3207.72,3014.07,3067.36,264925036.0,5,-0.038445141065830635
2010-05-03/2010-05-09,2010-05-03,2010-05-09,2010-05-07,3005.49,3056.08,2817.15,2836.79,220808860.0,4,-0.07516887486307444
2010-05-10/2010-05-16,2010-05-10,2010-05-16,2010-05-14,2842.37,2922.13,2756.42,2868.02,259219428.0,5,0.011008922056267911
2010-05-17/2010-05-23,2010-05-17,2010-05-23,2010-05-21,2828.88,2828.88,2647.6,2768.79,248902928.0,5,-0.03459878243526893
2010-05-24/2010-05-30,2010-05-24,2010-05-30,2010-05-28,2787.75,2893.69,2771.59,2850.3,274509424.0,5,0.0294388523506659
2010-05-31/2010-06-06,2010-05-31,2010-06-06,2010-06-04,2835.33,2857.42,2700.07,2744.39,202988848.0,5,-0.037157492193804265
2010-06-07/2010-06-13,2010-06-07,2010-06-13,2010-06-11,2692.83,2787.82,2672.06,2758.87,218356628.0,5,0.005276218030236146
2010-06-14/2010-06-20,2010-06-14,2010-06-20,2010-06-18,2778.53,2784.92,2686.61,2696.17,74420700.0,2,-0.022726696074842123
2010-06-21/2010-06-27,2010-06-21,2010-06-27,2010-06-25,2698.98,2795.32,2686.32,2736.29,189850348.0,5,0.01488036733588749
2010-06-28/2010-07-04,2010-06-28,2010-07-04,2010-07-02,2734.51,2751.46,2462.2,2534.1,189939134.0,5,-0.07389202167898867
2010-07-05/2010-07-11,2010-07-05,2010-07-11,2010-07-09,2507.35,2662.16,2476.49,2647.1,200164254.0,5,0.04459176828065181
2010-07-12/2010-07-18,2010-07-12,2010-07-18,2010-07-16,2647.42,2689.81,2573.79,2616.13,223883620.0,5,-0.011699595784065542
2010-07-19/2010-07-25,2010-07-19,2010-07-25,2010-07-23,2592.09,2806.98,2585.01,2793.08,323336876.0,5,0.0676380760894908
2010-07-26/2010-08-01,2010-07-26,2010-08-01,2010-07-30,2798.76,2888.6,2775.78,2868.85,341906860.0,5,0.02712775860340555
2010-08-02/2010-08-08,2010-08-02,2010-08-08,2010-08-06,2868.28,2929.61,2818.25,2897.66,366882184.0,5,0.010042351464872645
2010-08-09/2010-08-15,2010-08-09,2010-08-15,2010-08-13,2894.1,2925.3,2799.22,2855.55,326541504.0,5,-0.014532415811378763
2010-08-16/2010-08-22,2010-08-16,2010-08-22,2010-08-20,2851.22,2975.19,2843.02,2898.33,376856720.0,5,0.014981352103797807
2010-08-23/2010-08-29,2010-08-23,2010-08-29,2010-08-27,2895.71,2933.12,2833.42,2858.57,263079956.0,5,-0.01371824464432958
2010-08-30/2010-09-05,2010-08-30,2010-09-05,2010-09-03,2874.25,2931.76,2859.17,2920.21,351833432.0,5,0.021563229167031128
2010-09-06/2010-09-12,2010-09-06,2010-09-12,2010-09-10,2935.89,2991.44,2890.03,2932.55,386729296.0,5,0.004225723492488509
2010-09-13/2010-09-19,2010-09-13,2010-09-19,2010-09-17,2933.59,2984.47,2834.03,2861.37,335018604.0,5,-0.024272390922576048
2010-09-20/2010-09-26,2010-09-20,2010-09-26,2010-09-21,2865.04,2872.22,2829.76,2857.48,86034984.0,2,-0.0013594886365622116
2010-09-27/2010-10-03,2010-09-27,2010-10-03,2010-09-30,2869.93,2935.59,2857.42,2935.57,227515132.0,4,0.027328275263518886
2010-10-04/2010-10-10,2010-10-04,2010-10-10,2010-10-08,2965.65,3055.84,2963.24,3044.23,99994720.0,1,0.037014957912773205
2010-10-11/2010-10-17,2010-10-11,2010-10-17,2010-10-15,3069.19,3327.68,3069.19,3327.68,803730376.0,5,0.09311057311701143
2010-10-18/2010-10-24,2010-10-18,2010-10-24,2010-10-22,3345.8,3439.23,3280.0,3378.66,755097408.0,5,0.015319982690643386
2010-10-25/2010-10-31,2010-10-25,2010-10-31,2010-10-29,3386.85,3499.82,3351.6,3379.98,610640088.0,5,0.0003906874322956444
2010-11-01/2010-11-07,2010-11-01,2010-11-07,2010-11-05,3390.41,3554.47,3390.41,3520.8,662027424.0,5,0.041662968419931445
2010-11-08/2010-11-14,2010-11-08,2010-11-14,2010-11-12,3534.19,3557.99,3284.35,3291.83,668713968.0,5,-0.06503351511020228
2010-11-15/2010-11-21,2010-11-15,2010-11-21,2010-11-19,3298.74,3319.98,3076.21,3178.85,442925828.0,5,-0.03432133494135481
2010-11-22/2010-11-28,2010-11-22,2010-11-28,2010-11-26,3148.22,3227.05,3061.62,3194.85,383854368.0,5,0.005033266747408671
2010-11-29/2010-12-05,2010-11-29,2010-12-05,2010-12-03,3183.54,3206.76,3060.44,3158.16,305139172.0,5,-0.011484107235081531
2010-12-06/2010-12-12,2010-12-06,2010-12-12,2010-12-10,3168.88,3215.28,3101.08,3161.98,297623016.0,5,0.0012095650632013566
2010-12-13/2010-12-19,2010-12-13,2010-12-19,2010-12-17,3176.33,3282.77,3173.56,3225.66,353806532.0,5,0.020139279818341516
2010-12-20/2010-12-26,2010-12-20,2010-12-26,2010-12-24,3239.02,3263.45,3118.0,3162.96,341001984.0,5,-0.019437882479864554
2010-12-27/2011-01-02,2010-12-27,2011-01-02,2010-12-31,3176.11,3219.66,3025.22,3128.26,288383136.0,5,-0.010970736272352455
2011-01-03/2011-01-09,2011-01-03,2011-01-09,2011-01-07,3155.56,3209.9,3141.13,3166.62,308453572.0,4,0.012262407856124424
2011-01-10/2011-01-16,2011-01-10,2011-01-16,2011-01-14,3162.08,3182.78,3083.51,3091.86,286267272.0,5,-0.023608768971332128
2011-01-17/2011-01-23,2011-01-17,2011-01-23,2011-01-21,3067.43,3078.88,2935.14,2983.46,300493680.0,5,-0.035059802190267386
2011-01-24/2011-01-30,2011-01-24,2011-01-30,2011-01-28,2986.09,3047.27,2919.16,3036.74,303429720.0,5,0.017858459640819557
2011-01-31/2011-02-06,2011-01-31,2011-02-06,2011-02-01,3035.42,3087.23,3032.45,3077.28,116968440.0,2,0.01334984226506064
2011-02-07/2011-02-13,2011-02-07,2011-02-13,2011-02-11,3055.4,3133.5,3024.35,3120.96,202973360.0,3,0.014194353454999087
2011-02-14/2011-02-20,2011-02-14,2011-02-20,2011-02-18,3123.25,3265.26,3123.25,3211.88,486534432.0,5,0.029132061929662667
2011-02-21/2011-02-27,2011-02-21,2011-02-27,2011-02-25,3192.15,3269.05,3145.99,3197.62,386694544.0,5,-0.004439767363662472
2011-02-28/2011-03-06,2011-02-28,2011-03-06,2011-03-04,3200.68,3273.66,3178.83,3270.67,427342168.0,5,0.022845116055066006
2011-03-07/2011-03-13,2011-03-07,2011-03-13,2011-03-11,3287.41,3355.49,3240.18,3247.38,426513192.0,5,-0.007120865143839028
2011-03-14/2011-03-20,2011-03-14,2011-03-20,2011-03-18,3238.91,3263.91,3147.96,3215.69,385610552.0,5,-0.009758636192869319
2011-03-21/2011-03-27,2011-03-21,2011-03-27,2011-03-25,3220.68,3304.26,3175.93,3294.48,336631524.0,5,0.024501739906520825
2011-03-28/2011-04-03,2011-03-28,2011-04-03,2011-04-01,3307.41,3328.07,3210.17,3272.73,408899400.0,5,-0.006601952356669383
2011-04-04/2011-04-10,2011-04-04,2011-04-10,2011-04-08,3269.19,3353.89,3268.76,3353.36,264434640.0,3,0.024636923913674558
2011-04-11/2011-04-17,2011-04-11,2011-04-17,2011-04-15,3363.37,3380.53,3296.51,3358.94,460882496.0,5,0.0016640026719469958
2011-04-18/2011-04-24,2011-04-18,2011-04-24,2011-04-22,3346.15,3372.9,3281.83,3299.94,384444760.0,5,-0.017565065169368954
2011-04-25/2011-05-01,2011-04-25,2011-05-01,2011-04-29,3292.48,3292.48,3147.14,3192.72,314695116.0,5,-0.032491499845451854
2011-05-02/2011-05-08,2011-05-02,2011-05-08,2011-05-06,3192.84,3212.05,3083.91,3121.4,229635184.0,4,-0.02233831967726574
2011-05-09/2011-05-15,2011-05-09,2011-05-15,2011-05-13,3126.26,3164.65,3080.19,3128.09,230344384.0,5,0.0021432690459408654
2011-05-16/2011-05-22,2011-05-16,2011-05-22,2011-05-20,3120.44,3154.94,3076.95,3121.6,217618616.0,5,-0.002074748488694489
2011-05-23/2011-05-29,2011-05-23,2011-05-29,2011-05-27,3115.31,3115.31,2962.07,2963.31,216575772.0,5,-0.05070797027165552
2011-05-30/2011-06-05,2011-05-30,2011-06-05,2011-06-03,2956.58,3006.56,2923.02,2986.35,204473920.0,5,0.00777508934266069
2011-06-06/2011-06-12,2011-06-06,2011-06-12,2011-06-10,2977.68,3012.81,2925.87,2961.93,169459608.0,4,-0.008177206288613181
2011-06-13/2011-06-19,2011-06-13,2011-06-19,2011-06-17,2940.39,3000.53,2891.01,2892.16,221037344.0,5,-0.02355558706654104
2011-06-20/2011-06-26,2011-06-20,2011-06-26,2011-06-24,2888.94,3047.94,2862.41,3027.47,248750064.0,5,0.046785101792431893
2011-06-27/2011-07-03,2011-06-27,2011-07-03,2011-07-01,3028.5,3071.21,2999.95,3049.75,294128076.0,5,0.007359280191050699
2011-07-04/2011-07-10,2011-07-04,2011-07-10,2011-07-08,3064.94,3140.1,3064.94,3109.18,332876128.0,5,0.019486843183867508
2011-07-11/2011-07-17,2011-07-11,2011-07-17,2011-07-15,3097.87,3130.78,3054.8,3128.89,281008268.0,5,0.006339292031982691
2011-07-18/2011-07-24,2011-07-18,2011-07-24,2011-07-22,3131.8,3137.92,3058.25,3067.99,239540300.0,5,-0.019463771497240212
2011-07-25/2011-07-31,2011-07-25,2011-07-31,2011-07-29,3050.9,3050.9,2948.08,2972.08,253519296.0,5,-0.031261509978846025
2011-08-01/2011-08-07,2011-08-01,2011-08-07,2011-08-05,2969.11,2991.05,2868.16,2897.42,193836240.0,5,-0.025120454361928335
2011-08-08/2011-08-14,2011-08-08,2011-08-14,2011-08-12,2864.51,2894.22,2697.06,2875.37,316214848.0,5,-0.007610218746333053
2011-08-15/2011-08-21,2011-08-15,2011-08-21,2011-08-19,2883.17,2932.14,2782.56,2807.66,234044868.0,5,-0.023548273787373453
2011-08-22/2011-08-28,2011-08-22,2011-08-28,2011-08-26,2809.33,2907.4,2768.42,2901.22,219952714.0,5,0.03332312317018449
2011-08-29/2011-09-04,2011-08-29,2011-09-04,2011-09-02,2875.78,2901.73,2790.77,2803.85,178949438.0,5,-0.03356174299087966
2011-09-05/2011-09-11,2011-09-05,2011-09-11,2011-09-09,2780.83,2796.35,2711.07,2751.1,148897262.0,5,-0.01881341726554564
2011-09-12/2011-09-18,2011-09-12,2011-09-18,2011-09-16,2712.44,2755.89,2677.13,2733.99,115866400.0,4,-0.006219330449638405
2011-09-19/2011-09-25,2011-09-19,2011-09-25,2011-09-23,2718.32,2778.35,2631.43,2669.48,200578676.0,5,-0.023595550824984657
2011-09-26/2011-10-02,2011-09-26,2011-10-02,2011-09-30,2645.25,2679.56,2572.19,2581.35,177511070.0,5,-0.03301392031406869
2011-10-10/2011-10-16,2011-10-10,2011-10-16,2011-10-14,2588.35,2672.91,2523.34,2653.78,238063798.0,5,0.028058961396168813
2011-10-17/2011-10-23,2011-10-17,2011-10-23,2011-10-21,2658.95,2687.1,2500.49,2507.88,176333898.0,5,-0.054978182064828296
2011-10-24/2011-10-30,2011-10-24,2011-10-30,2011-10-28,2517.06,2729.14,2501.96,2709.02,297874912.0,5,0.08020319951512822
2011-10-31/2011-11-06,2011-10-31,2011-11-06,2011-11-04,2704.54,2781.99,2653.72,2763.75,316754324.0,5,0.02020287779344554
2011-11-07/2011-11-13,2011-11-07,2011-11-13,2011-11-11,2750.99,2769.3,2685.1,2695.0,227947668.0,5,-0.02487562189054726
2011-11-14/2011-11-20,2011-11-14,2011-11-20,2011-11-18,2717.54,2754.0,2601.18,2606.5,221762420.0,5,-0.032838589981447175
2011-11-21/2011-11-27,2011-11-21,2011-11-27,2011-11-25,2608.56,2617.09,2557.7,2569.97,139805752.0,5,-0.014014962593516311
2011-11-28/2011-12-04,2011-11-28,2011-12-04,2011-12-02,2578.34,2630.66,2507.18,2557.31,193749414.0,5,-0.0049261275423447826
2011-12-05/2011-12-11,2011-12-05,2011-12-11,2011-12-09,2561.2,2561.2,2494.69,2503.46,133429612.0,5,-0.021057282847992576
2011-12-12/2011-12-18,2011-12-12,2011-12-18,2011-12-16,2497.92,2502.05,2332.14,2390.13,155992064.0,5,-0.04526934722344278
2011-12-19/2011-12-25,2011-12-19,2011-12-25,2011-12-23,2370.42,2412.57,2294.61,2359.16,171367364.0,5,-0.012957454197052187
2011-12-26/2012-01-01,2011-12-26,2012-01-01,2011-12-30,2345.56,2369.82,2267.11,2345.74,157136366.0,5,-0.005688465385984887
2012-01-02/2012-01-08,2012-01-02,2012-01-08,2012-01-06,2361.5,2365.99,2254.57,2290.6,112560040.0,3,-0.023506441464100858
2012-01-09/2012-01-15,2012-01-09,2012-01-15,2012-01-13,2291.18,2464.38,2271.72,2394.33,287223276.0,5,0.04528507814546412
2012-01-16/2012-01-22,2012-01-16,2012-01-22,2012-01-20,2376.95,2510.34,2329.25,2504.09,268770664.0,5,0.04584163419411702
2012-01-30/2012-02-05,2012-01-30,2012-02-05,2012-02-03,2508.88,2514.65,2423.45,2506.09,201250248.0,5,0.000798693337699552
2012-02-06/2012-02-12,2012-02-06,2012-02-12,2012-02-10,2511.17,2560.03,2441.7,2533.62,261821152.0,5,0.010985239955468407
2012-02-13/2012-02-19,2012-02-13,2012-02-19,2012-02-17,2504.41,2562.07,2496.31,2537.09,243824588.0,5,0.001369581863104985
2012-02-20/2012-02-26,2012-02-20,2012-02-26,2012-02-24,2571.91,2648.02,2520.79,2648.02,336801632.0,5,0.0437233208124268
2012-02-27/2012-03-04,2012-02-27,2012-03-04,2012-03-02,2658.12,2693.84,2621.86,2679.93,344497248.0,5,0.012050513213646363
2012-03-05/2012-03-11,2012-03-05,2012-03-11,2012-03-09,2687.74,2694.61,2594.13,2664.3,303599668.0,5,-0.00583224188691478
2012-03-12/2012-03-18,2012-03-12,2012-03-18,2012-03-16,2663.24,2705.75,2575.44,2623.52,359815448.0,5,-0.01530608414968293
2012-03-19/2012-03-25,2012-03-19,2012-03-25,2012-03-23,2617.66,2631.05,2544.53,2552.94,262019264.0,5,-0.02690278709520033
2012-03-26/2012-04-01,2012-03-26,2012-04-01,2012-03-30,2551.43,2571.9,2429.73,2454.9,200925000.0,5,-0.03840278267409336
2012-04-02/2012-04-08,2012-04-02,2012-04-08,2012-04-06,2449.21,2525.53,2441.27,2519.83,96700264.0,2,0.026449142531263847
2012-04-09/2012-04-15,2012-04-09,2012-04-15,2012-04-13,2510.53,2593.79,2459.35,2580.45,228798252.0,5,0.024057178460451745
2012-04-16/2012-04-22,2012-04-16,2012-04-22,2012-04-20,2564.23,2627.38,2541.54,2626.84,245238064.0,5,0.017977484547269107
2012-04-23/2012-04-29,2012-04-23,2012-04-29,2012-04-27,2624.75,2643.77,2559.46,2626.16,299471800.0,5,-0.0002588661661921954
2012-04-30/2012-05-06,2012-04-30,2012-05-06,2012-05-04,2660.67,2716.03,2643.53,2715.88,202727832.0,3,0.034163950406677523
2012-05-07/2012-05-13,2012-05-07,2012-05-13,2012-05-11,2699.45,2717.82,2636.52,2636.92,278027156.0,5,-0.02907344948966817
2012-05-14/2012-05-20,2012-05-14,2012-05-20,2012-05-18,2653.81,2656.28,2567.3,2573.98,228280540.0,5,-0.02386875597287752
2012-05-21/2012-05-27,2012-05-21,2012-05-27,2012-05-25,2572.37,2635.78,2563.97,2573.1,207212216.0,5,-0.0003418829983139471
2012-05-28/2012-06-03,2012-05-28,2012-06-03,2012-06-01,2562.6,2658.25,2545.34,2633.0,268628876.0,5,0.02327931289106533
2012-06-04/2012-06-10,2012-06-04,2012-06-10,2012-06-08,2598.73,2608.32,2520.41,2524.33,202813720.0,5,-0.04127231295100653
2012-06-11/2012-06-17,2012-06-11,2012-06-17,2012-06-15,2529.6,2584.71,2523.77,2568.05,206083520.0,5,0.017319447140429434
2012-06-18/2012-06-24,2012-06-18,2012-06-24,2012-06-21,2576.63,2593.22,2502.42,2512.19,133641552.0,4,-0.021751912930044193
2012-06-25/2012-07-01,2012-06-25,2012-07-01,2012-06-29,2501.16,2501.16,2417.49,2461.61,170386348.0,5,-0.020133827457318065
2012-07-02/2012-07-08,2012-07-02,2012-07-08,2012-07-06,2473.54,2490.55,2420.0,2472.61,197992324.0,5,0.004468620130727352
2012-07-09/2012-07-15,2012-07-09,2012-07-15,2012-07-13,2455.89,2470.21,2402.15,2450.63,215840548.0,5,-0.008889392180732147
2012-07-16/2012-07-22,2012-07-16,2012-07-22,2012-07-20,2452.6,2452.6,2373.65,2398.46,202516792.0,5,-0.021288403390148702
2012-07-23/2012-07-29,2012-07-23,2012-07-29,2012-07-27,2379.89,2392.35,2341.29,2349.11,150001566.0,5,-0.020575702742593127
2012-07-30/2012-08-05,2012-07-30,2012-08-05,2012-08-03,2350.78,2371.12,2325.61,2353.74,155291368.0,5,0.0019709592143406507
2012-08-06/2012-08-12,2012-08-06,2012-08-12,2012-08-10,2350.12,2413.42,2348.12,2399.75,188278552.0,5,0.019547613585187973
2012-08-13/2012-08-19,2012-08-13,2012-08-19,2012-08-17,2394.5,2394.5,2295.16,2313.48,167182404.0,5,-0.03594957808105015
2012-08-20/2012-08-26,2012-08-20,2012-08-26,2012-08-24,2294.9,2327.38,2274.57,2275.68,157210478.0,5,-0.016339021733492443
2012-08-27/2012-09-02,2012-08-27,2012-09-02,2012-08-31,2268.49,2268.49,2188.72,2204.87,161626754.0,5,-0.03111597412641498
2012-09-03/2012-09-09,2012-09-03,2012-09-09,2012-09-07,2201.12,2341.52,2186.96,2317.18,234378748.0,5,0.05093724346560102
2012-09-10/2012-09-16,2012-09-10,2012-09-16,2012-09-14,2320.56,2337.2,2294.82,2315.54,264835456.0,5,-0.0007077568423686786
2012-09-17/2012-09-23,2012-09-17,2012-09-23,2012-09-21,2312.05,2314.99,2186.53,2199.06,197229508.0,5,-0.05030360088791386
2012-09-24/2012-09-30,2012-09-24,2012-09-30,2012-09-28,2183.97,2297.03,2172.88,2293.11,203726058.0,5,0.04276827371695191
2012-10-08/2012-10-14,2012-10-08,2012-10-14,2012-10-12,2291.96,2332.15,2258.11,2304.53,208944352.0,5,0.0049801361469794525
2012-10-15/2012-10-21,2012-10-15,2012-10-21,2012-10-19,2306.01,2342.53,2278.46,2332.47,180603666.0,5,0.012123947182288708
2012-10-22/2012-10-28,2012-10-22,2012-10-28,2012-10-26,2320.47,2347.9,2237.06,2247.91,194384056.0,5,-0.036253413763092324
2012-10-29/2012-11-04,2012-10-29,2012-11-04,2012-11-02,2241.8,2309.67,2227.65,2306.77,189429260.0,5,0.02618432232607182
2012-11-05/2012-11-11,2012-11-05,2012-11-11,2012-11-09,2302.74,2318.23,2235.23,2240.92,177791848.0,5,-0.028546409048149535
2012-11-12/2012-11-18,2012-11-12,2012-11-18,2012-11-16,2242.96,2254.7,2162.98,2177.24,154131116.0,5,-0.028416900201702955
2012-11-19/2012-11-25,2012-11-19,2012-11-25,2012-11-23,2175.18,2202.47,2149.54,2192.68,133015908.0,5,0.007091547096323758
2012-11-26/2012-12-02,2012-11-26,2012-12-02,2012-11-30,2187.24,2191.36,2109.96,2139.66,152776318.0,5,-0.024180454968349196
2012-12-03/2012-12-09,2012-12-03,2012-12-09,2012-12-07,2136.7,2250.53,2102.14,2246.76,283644212.0,5,0.05005468158492499
2012-12-10/2012-12-16,2012-12-10,2012-12-16,2012-12-14,2254.92,2357.11,2242.56,2355.87,322685292.0,5,0.04856326443411829
2012-12-17/2012-12-23,2012-12-17,2012-12-23,2012-12-21,2359.2,2414.22,2346.55,2372.0,377535192.0,5,0.006846727535899655
2012-12-24/2012-12-30,2012-12-24,2012-12-30,2012-12-28,2368.01,2481.59,2365.41,2480.05,360602564.0,5,0.04555227655986527
2012-12-31/2013-01-06,2012-12-31,2013-01-06,2013-01-04,2485.56,2558.53,2485.56,2524.41,179990480.0,2,0.017886736154512972
2013-01-07/2013-01-13,2013-01-07,2013-01-13,2013-01-11,2518.05,2553.35,2473.7,2483.23,362561304.0,5,-0.01631272257676042
2013-01-14/2013-01-20,2013-01-14,2013-01-20,2013-01-18,2474.18,2607.45,2474.0,2595.44,433566520.0,5,0.04518711516855056
2013-01-21/2013-01-27,2013-01-21,2013-01-27,2013-01-25,2605.65,2663.4,2564.21,2571.67,435403984.0,5,-0.009158370064420662
2013-01-28/2013-02-03,2013-01-28,2013-02-03,2013-02-01,2577.27,2744.32,2577.27,2743.32,492809632.0,5,0.06674651102202067
2013-02-04/2013-02-10,2013-02-04,2013-02-10,2013-02-08,2753.69,2791.3,2722.87,2771.73,494257056.0,5,0.010356064914045726
2013-02-18/2013-02-24,2013-02-18,2013-02-24,2013-02-22,2784.06,2787.74,2584.76,2596.6,387946868.0,5,-0.06318436499947688
2013-02-25/2013-03-03,2013-02-25,2013-03-03,2013-03-01,2607.15,2680.85,2564.67,2668.84,356658096.0,5,0.027820996687976773
2013-03-04/2013-03-10,2013-03-04,2013-03-10,2013-03-08,2619.42,2658.97,2528.69,2606.93,449622124.0,5,-0.02319734416450603
2013-03-11/2013-03-17,2013-03-11,2013-03-17,2013-03-15,2600.28,2619.51,2504.46,2539.87,308289980.0,5,-0.025723744020744732
2013-03-18/2013-03-24,2013-03-18,2013-03-24,2013-03-22,2526.08,2626.54,2491.85,2618.31,330249768.0,5,0.030883470413840097
2013-03-25/2013-03-31,2013-03-25,2013-03-31,2013-03-29,2628.41,2641.61,2482.49,2495.08,317111420.0,5,-0.04706470967914422
2013-04-01/2013-04-07,2013-04-01,2013-04-07,2013-04-03,2486.43,2524.46,2474.93,2483.55,148594396.0,3,-0.004621094313609131
2013-04-08/2013-04-14,2013-04-08,2013-04-14,2013-04-12,2443.24,2508.59,2429.5,2462.11,236098748.0,5,-0.00863280384932863
2013-04-15/2013-04-21,2013-04-15,2013-04-21,2013-04-19,2453.97,2542.45,2416.62,2533.83,264894100.0,5,0.029129486497353918
2013-04-22/2013-04-28,2013-04-22,2013-04-28,2013-04-26,2525.11,2539.05,2439.8,2447.31,293898088.0,5,-0.03414593717810588
2013-04-29/2013-05-05,2013-04-29,2013-05-05,2013-05-03,2434.6,2521.12,2423.08,2492.91,109346180.0,2,0.018632702845164717
2013-05-06/2013-05-12,2013-05-06,2013-05-12,2013-05-10,2502.98,2562.01,2500.46,2540.84,283520592.0,5,0.019226526428952617
2013-05-13/2013-05-19,2013-05-13,2013-05-19,2013-05-17,2542.41,2598.71,2479.87,2592.05,305808856.0,5,0.020154751971788842
2013-05-20/2013-05-26,2013-05-20,2013-05-26,2013-05-24,2597.15,2630.07,2572.88,2597.23,377600644.0,5,0.0019984182403887107
2013-05-27/2013-06-02,2013-05-27,2013-06-02,2013-05-31,2593.52,2661.23,2585.9,2606.43,360343804.0,5,0.003542235381541081
2013-06-03/2013-06-09,2013-06-03,2013-06-09,2013-06-07,2605.97,2625.94,2475.69,2484.16,285254836.0,5,-0.04691090879095161
2013-06-10/2013-06-16,2013-06-10,2013-06-16,2013-06-14,2448.72,2448.72,2375.2,2416.77,125694600.0,2,-0.027127882262012015
2013-06-17/2013-06-23,2013-06-17,2013-06-23,2013-06-21,2422.76,2427.53,2269.57,2317.39,267279172.0,5,-0.04112100034343369
2013-06-24/2013-06-30,2013-06-24,2013-06-30,2013-06-28,2308.07,2308.07,2023.17,2200.64,428266640.0,5,-0.05037995330954226
2013-07-01/2013-07-07,2013-07-01,2013-07-07,2013-07-05,2187.09,2252.03,2166.35,2226.85,319804020.0,5,0.011910171586447582
2013-07-08/2013-07-14,2013-07-08,2013-07-14,2013-07-12,2194.42,2351.22,2149.79,2275.37,372952976.0,5,0.021788625188045918
2013-07-15/2013-07-21,2013-07-15,2013-07-21,2013-07-19,2289.76,2336.04,2188.75,2190.48,335716864.0,5,-0.037308218004104776
2013-07-22/2013-07-28,2013-07-22,2013-07-28,2013-07-26,2170.09,2276.74,2159.81,2224.01,312400940.0,5,0.015307147291917955
2013-07-29/2013-08-04,2013-07-29,2013-08-04,2013-08-02,2205.08,2274.71,2162.98,2247.26,281616492.0,5,0.010454089684848622
2013-08-05/2013-08-11,2013-08-05,2013-08-11,2013-08-09,2249.98,2313.88,2243.22,2286.01,319836192.0,5,0.017243220633126555
2013-08-12/2013-08-18,2013-08-12,2013-08-18,2013-08-16,2296.22,2423.08,2293.18,2304.14,434520388.0,5,0.00793084894641738
2013-08-19/2013-08-25,2013-08-19,2013-08-25,2013-08-23,2286.2,2353.41,2251.92,2286.93,324882192.0,5,-0.007469164200092027
2013-08-26/2013-09-01,2013-08-26,2013-09-01,2013-08-30,2294.76,2345.36,2288.5,2313.91,379357476.0,5,0.011797475217868447
2013-09-02/2013-09-08,2013-09-02,2013-09-08,2013-09-06,2319.96,2361.18,2297.45,2357.78,375081512.0,5,0.0189592507919496
2013-09-09/2013-09-15,2013-09-09,2013-09-15,2013-09-13,2374.26,2527.38,2372.69,2488.9,727608824.0,5,0.05561163467329422
2013-09-16/2013-09-22,2013-09-16,2013-09-22,2013-09-18,2501.08,2503.69,2407.24,2432.51,275884024.0,3,-0.022656595283056746
2013-09-23/2013-09-29,2013-09-23,2013-09-29,2013-09-27,2441.52,2473.16,2379.86,2394.97,420708060.0,5,-0.015432618982039292
2013-09-30/2013-10-06,2013-09-30,2013-10-06,2013-09-30,2406.21,2415.07,2397.22,2409.04,59513992.0,1,0.005874812628133164
2013-10-07/2013-10-13,2013-10-07,2013-10-13,2013-10-11,2406.42,2471.16,2392.57,2468.51,344781120.0,4,0.02468618204762074
2013-10-14/2013-10-20,2013-10-14,2013-10-20,2013-10-18,2472.27,2483.13,2407.78,2426.05,409748736.0,5,-0.017200659507152105
