natural_week,natural_week_end,price_week_close_date,H3t,P_t,Ret_t,actual_return,predicted_return,residual
2015-08-17/2015-08-23,2015-08-23,2015-08-21,0.0358404484506292,0.8009950248756219,-0.1188155756418251,-0.1188155756418251,0.025881425467102162,-0.14469700110892725
2015-08-24/2015-08-30,2015-08-30,2015-08-28,0.0724877645133353,0.7731481481481481,-0.0688806922335452,-0.0688806922335452,0.009321182786439836,-0.07820187501998505
2015-08-31/2015-09-06,2015-09-06,2015-09-02,0.000818214634147,0.6947368421052632,0.007043075256784936,0.007043075256784936,-0.006998016385493469,0.014041091642278406
2015-09-07/2015-09-13,2015-09-13,2015-09-11,0.0236689089263437,0.7480916030534351,-0.005538009941084332,-0.005538009941084332,-0.006998016385493469,0.001460006444409137
2015-09-14/2015-09-20,2015-09-20,2015-09-18,0.8646874107907507,0.9032258064516128,-0.02865687337737033,-0.02865687337737033,-0.006998016385493469,-0.02165885699187686
2015-09-21/2015-09-27,2015-09-27,2015-09-25,0.1958138653189015,0.8323699421965318,-0.005942293319226022,-0.005942293319226022,0.05561390234885278,-0.0615561956680788
2015-09-28/2015-10-04,2015-10-04,2015-09-30,0.0609224071896562,0.8148148148148148,-0.00897291109082754,-0.00897291109082754,-0.005563071035834917,-0.0034098400549926232
2015-10-12/2015-10-18,2015-10-18,2015-10-16,0.1000607506883103,0.7817460317460317,0.05806677604397459,0.05806677604397459,0.06041960281345147,-0.0023528267694768804
2015-10-19/2015-10-25,2015-10-25,2015-10-23,0.1066859613040669,0.7920353982300885,0.010517618496520997,0.010517618496520997,0.010510635310580241,6.983185940756184e-06
