trade_date,week,week_start,week_end,week_id,P_t,E_P_t,H1t,H1t_abs,H1t_formula_norm,H1t_norm,H2t_formula_raw,H2t_formula_norm,H2t,H2t_norm,H2t_strength,H3t_formula_raw,H3t,WeekPositive,WeekNeutral,WeekNegative,NewsCount,PositiveNegativeTotal
2015-02-04,2015-02-04,2015-01-29,2015-02-04,291,0.6944444444444444,0.8292669289350408,-0.13482248449059642,0.13482248449059642,0.0,0.9034748765630538,0.3888888888888889,0.0,0.6111111111111112,1.0,0.0,0.0,0.0,150,419,66,635,216
2015-02-11,2015-02-11,2015-02-05,2015-02-11,292,0.83125,0.7858121717826789,0.04543782821732112,0.04543782821732112,0.6351546564941517,0.29418033904722324,0.6625,0.5665929203539822,0.3375,0.4334070796460177,0.5665929203539823,0.3598741316994518,0.16668049741149088,133,409,27,569,160
2015-02-25,2015-02-25,2015-02-12,2015-02-25,293,0.7763975155279503,0.7720606907400249,0.0043368247879254085,0.0043368247879254085,0.49033357345818424,0.014013496995634967,0.5527950310559007,0.33941625900071465,0.44720496894409933,0.6605837409992853,0.3394162590007147,0.16642718716562901,0.004756408725776175,125,353,36,514,161
2015-03-04,2015-03-04,2015-02-26,2015-03-04,294,0.8056872037914692,0.7714364515315602,0.034250752259909034,0.034250752259909034,0.5957365323371311,0.21792313164927057,0.6113744075829384,0.46072222455227946,0.3886255924170616,0.5392777754477205,0.4607222245522795,0.274469060425424,0.1004020299948512,170,355,41,566,211
2015-03-11,2015-03-11,2015-03-05,2015-03-11,295,0.848314606741573,0.776944790940966,0.07136981580060697,0.07136981580060697,0.7265270857229904,0.47094690100746034,0.6966292134831461,0.637267574823506,0.3033707865168539,0.3627324251764939,0.6372675748235062,0.4629921539622796,0.30011918947567007,151,356,27,534,178
2015-03-18,2015-03-18,2015-03-12,2015-03-18,296,0.8131313131313131,0.8154123315152482,-0.0022810183839350184,0.0022810183839350184,0.4670153297282622,0.0,0.6262626262626263,0.49155269509251814,0.3737373737373737,0.5084473049074818,0.4915526950925182,0.2295626439774483,0.0,161,387,37,585,198
2015-03-25,2015-03-25,2015-03-19,2015-03-25,297,0.8669527896995708,0.8108826597980765,0.05607012990149429,0.05607012990149429,0.6726180105874933,0.3666559026113018,0.7339055793991416,0.7144593414106117,0.2660944206008584,0.2855406585893882,0.7144593414106117,0.4805582208652563,0.2619607347039841,202,353,31,586,233
2015-04-01,2015-04-01,2015-03-26,2015-04-01,298,0.7842465753424658,0.8335214783409816,-0.04927490299851578,0.04927490299851578,0.30143043646301926,0.3203359322071273,0.5684931506849316,0.3719238695599468,0.43150684931506844,0.6280761304400532,0.37192386955994683,0.1121091743324698,0.11914057946556758,229,390,63,682,292
2015-04-09,2015-04-09,2015-04-02,2015-04-09,299,0.8221153846153846,0.8281613212287307,-0.00604593661334607,0.00604593661334607,0.45374948485754535,0.02566373477300916,0.6442307692307693,0.5287610619469028,0.3557692307692307,0.47123893805309724,0.5287610619469028,0.23992505947113574,0.013569983652099979,171,306,37,514,208
2015-04-16,2015-04-16,2015-04-10,2015-04-16,300,0.784688995215311,0.8216115156971836,-0.03692252048187261,0.03692252048187261,0.3449545664081142,0.23613536013481554,0.569377990430622,0.3737561925731464,0.430622009569378,0.6262438074268535,0.3737561925731465,0.12892890535141735,0.08825705313587742,164,369,45,578,209
2015-04-23,2015-04-23,2015-04-17,2015-04-23,301,0.7848101265822784,0.814500936218183,-0.029690809635904536,0.029690809635904536,0.37043579824020645,0.18684007726354565,0.569620253164557,0.3742578693850118,0.430379746835443,0.6257421306149881,0.37425786938501193,0.13863851259331578,0.0699263692323856,186,333,51,570,237
2015-04-30,2015-04-30,2015-04-24,2015-04-30,302,0.7309644670050761,0.79396527043886,-0.06300080343378389,0.06300080343378389,0.25306665940599254,0.41389915106794056,0.4619289340101523,0.15125106688827994,0.5380710659898478,0.8487489331117201,0.15125106688827994,0.03827660222900934,0.06260268818317936,144,379,53,576,197
2015-05-08,2015-05-08,2015-05-04,2015-05-08,303,0.8571428571428571,0.7806447433545125,0.07649811378834459,0.07649811378834459,0.7445968554791264,0.5059041753424312,0.7142857142857143,0.6738305941845765,0.2857142857142857,0.3261694058154235,0.6738305941845766,0.501732141555467,0.3408937110714486,108,460,18,586,126
2015-05-15,2015-05-15,2015-05-11,2015-05-15,304,0.8769230769230769,0.7894016114863807,0.08752146543669626,0.08752146543669626,0.7834380902714341,0.5810453486096032,0.7538461538461538,0.7557522123893805,0.24615384615384617,0.2442477876106195,0.7557522123893805,0.5920850699927475,0.4391263077102665,114,464,16,594,130
2015-05-22,2015-05-22,2015-05-18,2015-05-22,305,0.859504132231405,0.8124601319133221,0.04704400031808287,0.04704400031808287,0.6408140702253529,0.30512888355258544,0.71900826446281,0.6836100343743144,0.28099173553719003,0.31638996562568555,0.6836100343743144,0.4380669285742978,0.20858916657397913,104,424,17,545,121
2015-05-29,2015-05-29,2015-05-25,2015-05-29,306,0.9,0.8311336333256037,0.06886636667439627,0.06886636667439627,0.7177060793354924,0.4538820272232445,0.8,0.8513274336283186,0.19999999999999996,0.14867256637168133,0.8513274336283186,0.6110028746201271,0.3864022214059834,90,468,10,568,100
2015-06-05,2015-06-05,2015-06-01,2015-06-05,307,0.8976377952755905,0.8733925165743347,0.024245278701255812,0.024245278701255812,0.5604818330317716,0.14972037025017365,0.7952755905511811,0.8415441432652777,0.20472440944881887,0.15845585673472226,0.8415441432652777,0.4716702039944746,0.12599630071154255,114,457,13,584,127
2015-06-12,2015-06-12,2015-06-08,2015-06-12,308,0.9358974358974359,0.8835162511075181,0.05238118478991782,0.05238118478991782,0.6596198601351213,0.34151004201966373,0.8717948717948718,1.0,0.1282051282051282,0.0,1.0,0.6596198601351213,0.34151004201966373,146,531,10,687,156
2015-06-19,2015-06-19,2015-06-15,2015-06-19,309,0.8775510204081632,0.8982598408511079,-0.020708820442944642,0.020708820442944642,0.40208420811361306,0.12561394316548416,0.7551020408163265,0.7583528986815964,0.24489795918367352,0.24164710131840356,0.7583528986815964,0.3049217247370527,0.09525969791437022,86,414,12,512,98
2015-06-29,2015-06-29,2015-06-23,2015-06-29,310,0.8629032258064516,0.9027715628952974,-0.03986833708884574,0.03986833708884574,0.33457485993257674,0.2562156517864912,0.7258064516129032,0.6976876962603483,0.27419354838709675,0.3023123037396517,0.6976876962603483,0.2334287632529882,0.17875850784076064,107,418,17,542,124
2015-07-06,2015-07-06,2015-06-30,2015-07-06,311,0.8974358974358975,0.8934973693469104,0.003938528088987092,0.003938528088987092,0.48893015859000505,0.011298489598484398,0.7948717948717948,0.8407079646017698,0.20512820512820518,0.1592920353982302,0.8407079646017698,0.41104747846062367,0.009498730193416086,105,380,12,497,117
2015-07-13,2015-07-13,2015-07-07,2015-07-13,312,0.8787878787878788,0.893446894886987,-0.014659016099108246,0.014659016099108246,0.4234009435732507,0.08437517922741491,0.7575757575757576,0.7634754625905068,0.24242424242424243,0.23652453740949317,0.7634754625905068,0.32325623125584463,0.06441837899180752,203,505,28,736,231
2015-07-20,2015-07-20,2015-07-14,2015-07-20,313,0.8295454545454546,0.8791695056095978,-0.04962405106414325,0.04962405106414325,0.30020019883412674,0.3227159157304811,0.6590909090909091,0.5595333869670152,0.34090909090909094,0.44046661303298473,0.5595333869670153,0.16797203402183034,0.18057032935683795,146,481,30,657,176
2015-07-27,2015-07-27,2015-07-21,2015-07-27,314,0.8208092485549133,0.8671681141439207,-0.04635886558900737,0.04635886558900737,0.3117052147064227,0.3004586317969393,0.6416184971098265,0.5233515780858354,0.35838150289017345,0.47664842191416446,0.5233515780858355,0.16313141601419048,0.1572454991004392,142,339,31,512,173
2015-08-03,2015-08-03,2015-07-28,2015-08-03,315,0.8152866242038217,0.856644619831036,-0.04135799562721432,0.04135799562721432,0.3293259865504243,0.2663699763432346,0.6305732484076433,0.5004791161715799,0.3694267515923567,0.4995208838284201,0.5004791161715799,0.16482077868108996,0.1333126103349067,128,393,29,550,157
2015-08-10,2015-08-10,2015-08-04,2015-08-10,316,0.7951219512195122,0.836107301523017,-0.04098535030350481,0.04098535030350481,0.3306390177385948,0.26382982270128447,0.5902439024390244,0.4169652492985106,0.40975609756097564,0.5830347507014894,0.41696524929851064,0.13786498045918782,0.11000786779502295,163,345,42,550,205
2015-08-17,2015-08-17,2015-08-11,2015-08-17,317,0.8009950248756219,0.8151908196309255,-0.014195794755303637,0.014195794755303637,0.4250331231089742,0.08121761006276985,0.6019900497512438,0.44128912957337213,0.3980099502487562,0.5587108704266278,0.4412891295733722,0.18756249693661114,0.03584044845062926,161,347,40,548,201
2015-08-24,2015-08-24,2015-08-18,2015-08-24,318,0.7731481481481481,0.8080532122134674,-0.034905064065319236,0.034905064065319236,0.3520631574118599,0.22238327755674836,0.5462962962962963,0.3259587020648967,0.4537037037037037,0.6740412979351033,0.32595870206489674,0.11475804983483927,0.07248776451333537,167,404,49,620,216
2015-08-31,2015-08-31,2015-08-25,2015-08-31,319,0.6947368421052632,0.7961379371117759,-0.10140109500651273,0.10140109500651273,0.11776164613514534,0.6756564690437132,0.3894736842105263,0.001210992081974814,0.6105263157894737,0.998789007918025,0.0012109920819749487,0.00014260842102998097,0.0008182146341470887,132,349,58,539,190
2015-09-09,2015-09-09,2015-09-01,2015-09-09,320,0.7480916030534351,0.7660004915871363,-0.017908888533701206,0.017908888533701206,0.41194988383172926,0.10652808113002919,0.4961832061068702,0.22218469229210291,0.5038167938931297,0.7778153077078969,0.22218469229210314,0.0915289581789203,0.023668908926343733,98,458,33,589,131
2015-09-16,2015-09-16,2015-09-10,2015-09-16,321,0.9032258064516129,0.754242904545617,0.14898290190599583,0.14898290190599583,1.0,1.0,0.8064516129032258,0.8646874107907506,0.19354838709677424,0.13531258920924932,0.8646874107907507,0.8646874107907506,0.8646874107907507,112,429,12,553,124
2015-09-23,2015-09-23,2015-09-17,2015-09-23,322,0.8323699421965318,0.7798005999396148,0.05256934225691701,0.05256934225691701,0.6602828407409096,0.34279262587258946,0.6647398843930635,0.5712312650263439,0.33526011560693647,0.42876873497365603,0.571231265026344,0.37717420239161775,0.19581386531890155,144,481,29,654,173
2015-09-30,2015-09-30,2015-09-24,2015-09-30,323,0.8148148148148148,0.7946060484517108,0.02020876636310398,0.02020876636310398,0.5462590151021951,0.12220530199581939,0.6296296296296297,0.4985250737463127,0.37037037037037035,0.5014749262536873,0.4985250737463127,0.27232381578841,0.060922407189656275,110,462,25,597,135
2015-10-14,2015-10-14,2015-10-08,2015-10-14,324,0.7817460317460317,0.8246255416290986,-0.04287950988306688,0.04287950988306688,0.3239648682320905,0.2767414468337533,0.5634920634920635,0.36156763590391905,0.4365079365079365,0.6384323640960808,0.36156763590391916,0.1171352115226016,0.10006075068831032,197,447,55,699,252
2015-10-21,2015-10-21,2015-10-15,2015-10-21,325,0.7920353982300885,0.8330391488022478,-0.041003750572159325,0.041003750572159325,0.330574183632068,0.2639552489617575,0.584070796460177,0.4041820032892161,0.415929203539823,0.5958179967107838,0.40418200328921616,0.13361213577610642,0.10668596130406693,179,468,47,694,226
