code,obs_train,alpha_daily_train,alpha_annual_train,alpha_t_train,alpha_pvalue_train,beta_train,beta_pvalue_train,r2_train,stock_total_return_train,market_total_return_train,alpha_rank_train,obs_test,alpha_daily_test,alpha_annual_test,alpha_t_test,alpha_pvalue_test,beta_test,beta_pvalue_test,r2_test,stock_total_return_test,market_total_return_test,alpha_rank_test,is_train_top20,is_future_top20,rank_change,alpha_change
sh.601138,729,-0.0004931044579225898,-0.12426232339649262,-0.6714607996039891,0.5021403180192993,1.0484530775389609,1.6115162971638782e-62,0.31839586349750293,0.02758620689655289,0.6636858295995842,38,726,0.0016281906924418303,0.41030405449534124,1.5534001151968369,0.1207645737852372,1.2434437475714648,1.119455237411262e-39,0.2134949118455982,0.80369127516779,-0.20351951946627433,1,False,True,-37,0.5345663778918339
sh.601727,729,-0.00038043520214721144,-0.09586967094109729,-0.5126057165831376,0.6083828574218244,0.7472029615074675,7.159862321456e-35,0.18851182431614155,-0.018181818181817744,0.6636858295995842,30,726,0.0011717256559261049,0.29527486529337843,1.5016296727676783,0.13362876756443764,0.8519982041768689,1.9703482356510648e-34,0.18695718338246248,0.6687242798353876,-0.20351951946627433,2,False,True,-28,0.3911445362344757
sh.601088,729,5.150485771896488e-05,0.01297922414517915,0.07405434560898941,0.9409875130652965,0.5774796251501549,5.521552917411437e-25,0.1364407013563652,0.26730444569499445,0.6636858295995842,20,726,0.0011582316587766003,0.2918743780117033,1.666793723972825,0.0959879282451752,0.4087753958887997,8.076606869866434e-12,0.06256900253398057,0.9307282415630567,-0.20351951946627433,3,True,True,-17,0.27889515386652414
sh.601857,729,-0.0007662423148230568,-0.19309306333541032,-1.6062752167405048,0.10864768405089181,0.39388612454518535,9.604219224690852e-25,0.13513586847870118,-0.31424581005586893,0.6636858295995842,48,726,0.001150029401302771,0.28980740912829833,1.6291066058399175,0.10372545045651865,0.5930227138692437,7.340444989191121e-22,0.11980628889059952,0.820773930753568,-0.20351951946627433,4,False,True,-44,0.48290047246370865
sh.601899,729,0.0011852896541586842,0.29869299284798845,1.3081930533735633,0.19122129501367297,1.0321819915680401,4.8216925737214755e-43,0.2292439652882804,2.2225913621262494,0.6636858295995842,8,726,0.0010677255413500384,0.2690668364202097,1.4834343928633218,0.13839421070001567,0.898589947380771,2.9210850708072493e-43,0.23113601855372323,0.5587628865979353,-0.20351951946627433,5,True,True,-3,-0.02962615642777877
sh.601319,729,-0.0007132695152527082,-0.17974391784368246,-1.070071781289825,0.2849421367930807,1.0241698178547758,2.6668245071890647e-70,0.35109114533447916,-0.10984848484848742,0.6636858295995842,45,726,0.0010249088138182647,0.2582770210822027,2.173753984568249,0.03004695492609992,0.9219140441183807,6.495477092242927e-89,0.4244304726530431,0.6212765957446769,-0.20351951946627433,6,False,True,-39,0.4380209389258851
sh.601628,729,-9.332883646167949e-05,-0.02351886678834323,-0.1310036012393855,0.8958087009553564,1.2609172177050374,1.7188664264720776e-87,0.41790385191559487,0.5082706766917253,0.6636858295995842,24,726,0.0009758198818817577,0.24590661023420293,1.5780470043833146,0.11499160775188254,1.1532192216852144,9.31663118660457e-83,0.4014891950070675,0.3931538717181777,-0.20351951946627433,7,False,True,-17,0.26942547702254616
sh.600919,729,-0.0004108188279351522,-0.10352634463965836,-0.8261371972418279,0.40899730131220546,0.6179473375391633,8.491914752102762e-50,0.26139291338213155,-0.018518518518513938,0.6636858295995842,31,726,0.0009404130481855508,0.2369840881427588,1.8557075477733165,0.06390143512022406,0.5503725976067452,4.075083713540498e-34,0.18533311341897019,0.6843910806174953,-0.20351951946627433,8,False,True,-23,0.34051043278241716
sh.601988,729,-0.00048505788723598455,-0.12223458758346811,-1.840691857921392,0.0660740830429087,0.3558308826154486,4.126895043728957e-57,0.294714261202216,-0.13841807909604587,0.6636858295995842,37,726,0.0008946216886906385,0.22544466555004092,1.9999188492365576,0.045882157715112205,0.21082876550867985,3.604104919158404e-08,0.04108318850197734,0.8065573770491772,-0.20351951946627433,9,False,True,-28,0.347679253133509
sh.601288,729,-0.0005123906609618988,-0.1291224465623985,-1.8025032211057843,0.07188031708783532,0.3390532114380469,1.6810414216755245e-46,0.24586992394239449,-0.16477272727272652,0.6636858295995842,39,726,0.0008830352248870927,0.22252487667154736,2.0568849573801593,0.04005504845324176,0.16907017159116267,3.875474413714379e-06,0.02904520990142423,0.816326530612246,-0.20351951946627433,10,False,True,-29,0.3516473232339459
sh.601601,729,-0.0006013500251281588,-0.15154020633229603,-0.956332233170018,0.3392223056081626,1.0553558295363057,1.105505290560026e-80,0.392302969107458,-0.010218978102193743,0.6636858295995842,43,726,0.0008671428385203623,0.2185199953071313,1.3849232293199365,0.16650253849377417,1.2157924545014864,5.482439736643021e-88,0.4210353874815752,0.25663716814159554,-0.20351951946627433,11,False,True,-32,0.3700602016394273
sh.600050,729,-0.0008202577829224305,-0.20670496129645247,-1.5634376926062283,0.11838484627797279,0.731267677185369,3.8725999476722224e-60,0.30806984124941394,-0.23984526112185678,0.6636858295995842,49,726,0.000814956742257968,0.20536909904900794,1.1486665977142356,0.2510728389086659,0.7860317173940662,2.650360033549515e-35,0.19142437338613139,0.3511450381679331,-0.20351951946627433,12,False,True,-37,0.4120740603454604
sh.600028,729,-0.00047872421256861243,-0.12063850156729033,-1.0624147978634446,0.2884001995750757,0.3772271618417846,2.410633681987146e-25,0.13839085164037646,-0.15568862275449236,0.6636858295995842,36,726,0.0008108097108959359,0.20432404714577584,1.5342011358952516,0.12541703037973856,0.4204716225633117,6.900768286960925e-20,0.10880534889599891,0.579196217494087,-0.20351951946627433,13,False,True,-23,0.3249625487130662
sh.601668,729,-0.0005957666785973241,-0.1501332030065257,-1.3815893100592314,0.1675222636169659,0.6717050744956737,7.760748829904798e-72,0.35735910931714965,-0.10714285714285665,0.6636858295995842,42,726,0.0006293170934263549,0.15858790754344143,1.0529302296652785,0.2927242476278526,0.8530444523202976,4.4290897814093445e-54,0.282072908556953,0.19999999999999774,-0.20351951946627433,14,False,True,-28,0.3087211105499671
sh.601398,729,-0.0004547677215973663,-0.1146014658425363,-1.3842564996804905,0.16670468281011658,0.3987701376221315,6.952719734667351e-48,0.25242294600475557,-0.109615384615386,0.6636858295995842,32,726,0.0006118971518343744,0.15419808226226236,1.509768132311357,0.1315388783928485,0.18388201355727637,1.111489915514586e-07,0.03818656227909334,0.494600431965442,-0.20351951946627433,15,False,True,-17,0.26879954810479867
sh.600030,729,-7.668491608487357e-05,-0.01932459885338814,-0.14161231758754536,0.8874254688645491,1.3185873623862803,1.2981397352889092e-137,0.5760658446762059,0.6495940037476542,0.6636858295995842,23,726,0.0006102830694045362,0.15379133348994314,1.2518073845689581,0.2110443306023714,1.1670361140487293,3.764862974731434e-119,0.5249958933755803,0.10450586898901792,-0.20351951946627433,16,False,True,-7,0.17311593234333128
sh.601390,729,-0.0006434598590183727,-0.16215188447262993,-1.3040960140794065,0.19261358577827617,0.65389716300189,2.1934115282318727e-55,0.2869889218693179,-0.15720524017467408,0.6636858295995842,44,726,0.0005900759519843788,0.14869913990006348,0.8342248217740618,0.4044294646260326,0.9121954339679775,1.089090594054505e-45,0.2428701398871933,0.1036269430051795,-0.20351951946627433,17,False,True,-27,0.3108510243726934
