week,week_start,week_end,week_id,open,high,low,close,volume,return
2010-07-30,2010-07-26,2010-07-30,72,2798.76,2888.6,2775.78,2868.85,341906860.0,0.02712775860340555
2010-08-06,2010-08-02,2010-08-06,73,2868.28,2929.61,2818.25,2897.66,366882184.0,0.010042351464872645
2010-08-13,2010-08-09,2010-08-13,74,2894.1,2925.3,2799.22,2855.55,326541504.0,-0.014532415811378763
2010-08-20,2010-08-16,2010-08-20,75,2851.22,2975.19,2843.02,2898.33,376856720.0,0.014981352103797807
2010-08-27,2010-08-23,2010-08-27,76,2895.71,2933.12,2833.42,2858.57,263079956.0,-0.01371824464432958
2010-09-03,2010-08-30,2010-09-03,77,2874.25,2931.76,2859.17,2920.21,351833432.0,0.021563229167031128
2010-09-10,2010-09-06,2010-09-10,78,2935.89,2991.44,2890.03,2932.55,386729296.0,0.004225723492488509
2010-09-17,2010-09-13,2010-09-17,79,2933.59,2984.47,2834.03,2861.37,335018604.0,-0.024272390922576048
2010-09-29,2010-09-20,2010-09-29,80,2865.04,2908.73,2829.76,2874.81,250549868.0,0.004697050713469375
2010-10-13,2010-09-30,2010-10-13,81,2859.06,3221.65,2857.42,3217.58,593699360.0,0.11923222752112306
2010-10-20,2010-10-14,2010-10-20,82,3245.13,3439.23,3199.12,3396.88,887878288.0,0.055725110175970816
2010-10-27,2010-10-21,2010-10-27,83,3404.72,3499.82,3344.96,3403.87,652076768.0,0.0020577706601350165
2010-11-03,2010-10-28,2010-11-03,84,3390.43,3522.18,3351.6,3420.34,606348336.0,0.004838610170188717
2010-11-10,2010-11-04,2010-11-10,85,3426.46,3554.47,3419.64,3499.11,623491384.0,0.023029874223030378
2010-11-17,2010-11-11,2010-11-17,86,3490.74,3557.99,3087.51,3103.91,593590976.0,-0.11294300550711478
2010-11-24,2010-11-18,2010-11-24,87,3134.94,3200.47,3061.62,3177.04,384989396.0,0.02356060581653474
2010-12-01,2010-11-25,2010-12-01,88,3197.97,3227.05,3060.44,3136.02,341549832.0,-0.01291138921763657
2010-12-08,2010-12-02,2010-12-08,89,3185.76,3215.28,3112.22,3171.88,285861208.0,0.011434876053086462
2010-12-15,2010-12-09,2010-12-15,90,3156.0,3282.77,3101.08,3247.64,375348828.0,0.02388488845731862
2010-12-22,2010-12-16,2010-12-22,91,3246.01,3263.45,3118.0,3215.45,326267140.0,-0.009911812885664673
2010-12-29,2010-12-23,2010-12-29,92,3210.67,3237.64,3025.22,3061.83,287989244.0,-0.04777558351086164
2011-01-06,2010-12-30,2011-01-06,93,3063.05,3198.05,3027.9,3159.64,341207848.0,0.031944947955961034
2011-01-13,2011-01-07,2011-01-13,94,3156.36,3209.9,3084.51,3141.28,317009064.0,-0.005810788570849712
2011-01-20,2011-01-14,2011-01-20,95,3129.67,3129.67,2944.5,2944.71,280742152.0,-0.06257640197626446
2011-01-27,2011-01-21,2011-01-27,96,2935.23,3037.16,2919.16,3026.47,313519100.0,0.02776504307724692
2011-02-10,2011-01-28,2011-02-10,97,3020.12,3105.32,3011.38,3104.16,306979836.0,0.02567017019828377
2011-02-17,2011-02-11,2011-02-17,98,3100.27,3265.26,3092.58,3245.91,487131296.0,0.04566452760167006
2011-02-24,2011-02-18,2011-02-24,99,3240.05,3269.05,3145.99,3190.94,400453956.0,-0.016935158399339456
2011-03-03,2011-02-25,2011-03-03,100,3190.87,3273.51,3159.85,3221.72,408947532.0,0.009646060408531554
2011-03-10,2011-03-04,2011-03-10,101,3223.51,3355.49,3217.48,3280.26,439318768.0,0.018170418285884615
2011-03-17,2011-03-11,2011-03-17,102,3263.08,3290.7,3147.96,3197.1,391478728.0,-0.025351648954656136
2011-03-24,2011-03-18,2011-03-24,103,3228.92,3273.37,3175.93,3251.36,311075708.0,0.01697163054017703
2011-03-31,2011-03-25,2011-03-31,104,3256.18,3328.07,3210.17,3223.29,432700656.0,-0.00863331036858428
2011-04-11,2011-04-01,2011-04-11,105,3227.56,3380.53,3220.91,3333.43,431949904.0,0.03417005606073298
2011-04-18,2011-04-12,2011-04-18,106,3324.75,3378.7,3296.51,3359.44,443044576.0,0.007802773719562284
2011-04-25,2011-04-19,2011-04-25,107,3334.91,3334.91,3247.69,3249.57,372283968.0,-0.032704855571166536
2011-05-03,2011-04-26,2011-05-03,108,3242.53,3257.8,3147.14,3211.13,295272196.0,-0.011829257409441851
2011-05-10,2011-05-04,2011-05-10,109,3192.84,3193.45,3083.91,3153.22,261596672.0,-0.018034149972128266
2011-05-17,2011-05-11,2011-05-17,110,3153.65,3164.65,3076.95,3116.03,239782036.0,-0.011794292818134933
2011-05-24,2011-05-18,2011-05-24,111,3109.29,3154.94,2999.89,3026.22,218731980.0,-0.028821930469218993
2011-05-31,2011-05-25,2011-05-31,112,3020.32,3030.99,2942.36,3001.56,193424916.0,-0.008148779665721584
2011-06-08,2011-06-01,2011-06-08,113,2996.09,3012.81,2923.02,3008.65,209874452.0,0.002362105038713258
2011-06-15,2011-06-09,2011-06-15,114,3000.4,3004.06,2921.75,2963.12,228423852.0,-0.015133033087929904
2011-06-22,2011-06-16,2011-06-22,115,2939.68,2946.82,2862.41,2908.58,199661716.0,-0.018406274467453243
2011-06-29,2011-06-23,2011-06-29,116,2899.01,3056.02,2888.68,3000.17,306259232.0,0.03148959285974606
2011-07-06,2011-06-30,2011-07-06,117,3003.23,3128.53,3003.23,3113.71,329052376.0,0.03784452214374512
2011-07-13,2011-07-07,2011-07-13,118,3123.29,3140.1,3054.8,3106.25,282235964.0,-0.0023958557476451148
2011-07-20,2011-07-14,2011-07-20,119,3112.59,3137.92,3071.85,3091.57,280063608.0,-0.004725955734406373
2011-07-27,2011-07-21,2011-07-27,120,3092.27,3099.28,2951.52,3000.05,240424008.0,-0.029603081929246322
2011-08-03,2011-07-28,2011-08-03,121,2973.64,2995.97,2919.01,2954.87,205970900.0,-0.015059749004183387
2011-08-10,2011-08-04,2011-08-10,122,2962.91,2983.01,2697.06,2824.12,282322328.0,-0.04424898557296941
2011-08-17,2011-08-11,2011-08-17,123,2779.72,2932.14,2777.76,2886.01,266211432.0,0.021914791156183222
2011-08-24,2011-08-18,2011-08-24,124,2887.1,2890.0,2768.42,2810.02,186160294.0,-0.026330470095391245
2011-08-31,2011-08-25,2011-08-31,125,2818.7,2907.4,2815.91,2846.78,237334572.0,0.013081757425214224
2011-09-07,2011-09-01,2011-09-07,126,2852.39,2869.25,2711.07,2779.09,154420840.0,-0.02377774186976167
2011-09-15,2011-09-08,2011-09-15,127,2788.83,2796.35,2677.13,2729.05,142222708.0,-0.01800589401566699
2011-09-22,2011-09-16,2011-09-22,128,2744.22,2778.35,2664.1,2685.69,185542384.0,-0.015888312782836533
2011-09-29,2011-09-23,2011-09-29,129,2644.29,2681.23,2577.29,2588.19,188052472.0,-0.03630351976587021
2011-10-13,2011-09-30,2011-10-13,130,2595.58,2672.91,2523.34,2662.6,231777672.0,0.02874982130369097
2011-10-20,2011-10-14,2011-10-20,131,2655.36,2687.1,2500.49,2520.53,184827342.0,-0.05335762037106573
2011-10-27,2011-10-21,2011-10-27,132,2522.26,2679.66,2501.96,2657.48,256075312.0,0.05433381074615262
2011-11-03,2011-10-28,2011-11-03,133,2694.54,2781.04,2653.72,2744.3,326439212.0,0.03267004831645015
2011-11-10,2011-11-04,2011-11-10,134,2770.57,2781.99,2698.31,2699.59,253269188.0,-0.016291950588492532
2011-11-17,2011-11-11,2011-11-17,135,2705.24,2754.0,2659.15,2662.02,215984396.0,-0.013916928126122885
2011-11-24,2011-11-18,2011-11-24,136,2643.67,2646.21,2557.7,2588.92,158306706.0,-0.027460349659281236
2011-12-01,2011-11-25,2011-12-01,137,2585.14,2630.66,2507.18,2583.61,185479476.0,-0.002051048313582493
2011-12-08,2011-12-02,2011-12-08,138,2570.56,2575.69,2494.69,2525.0,141584256.0,-0.022685312411703018
2011-12-15,2011-12-09,2011-12-15,139,2506.62,2525.16,2340.45,2340.79,143718784.0,-0.07295445544554457
2011-12-22,2011-12-16,2011-12-22,140,2339.98,2412.57,2294.61,2341.34,174507800.0,0.000234963409789124
2011-12-29,2011-12-23,2011-12-29,141,2337.38,2382.71,2267.11,2311.36,154433026.0,-0.01280463324421055
2012-01-09,2011-12-30,2012-01-09,142,2318.67,2368.89,2254.57,2368.57,203152624.0,0.024751661359545984
2012-01-16,2012-01-10,2012-01-16,143,2365.77,2464.38,2345.63,2345.65,263023080.0,-0.009676724774864143
2012-01-30,2012-01-17,2012-01-30,144,2347.57,2510.34,2329.25,2460.72,281760668.0,0.049056764649457296
2012-02-06,2012-01-31,2012-02-06,145,2462.34,2520.76,2423.45,2504.32,202813004.0,0.017718391365129094
2012-02-13,2012-02-07,2012-02-13,146,2489.03,2560.03,2441.7,2531.98,268655220.0,0.011044914387937643
2012-02-20,2012-02-14,2012-02-20,147,2528.97,2574.75,2506.54,2540.71,248063944.0,0.003447894533132212
2012-02-27,2012-02-21,2012-02-27,148,2544.84,2693.84,2520.79,2656.57,382162336.0,0.045601426372942955
2012-03-05,2012-02-28,2012-03-05,149,2652.34,2694.61,2621.86,2662.7,314378672.0,0.0023074867215995276
2012-03-12,2012-03-06,2012-03-12,150,2654.8,2666.43,2594.13,2654.4,294531428.0,-0.0031171367409019712
2012-03-19,2012-03-13,2012-03-19,151,2653.68,2705.75,2575.44,2630.01,355134856.0,-0.00918851717902347
2012-03-26,2012-03-20,2012-03-26,152,2622.66,2622.66,2540.7,2555.44,236188852.0,-0.028353504359299064
2012-04-05,2012-03-27,2012-04-05,153,2565.55,2571.9,2429.73,2512.83,223440476.0,-0.01667423222615283
2012-04-12,2012-04-06,2012-04-12,154,2509.45,2570.84,2459.35,2570.44,218074184.0,0.022926342012790313
2012-04-19,2012-04-13,2012-04-19,155,2575.05,2606.86,2541.54,2596.06,236884328.0,0.00996716515460383
2012-04-26,2012-04-20,2012-04-26,156,2591.51,2643.77,2559.46,2631.49,312684596.0,0.013647604446738404
2012-05-07,2012-04-27,2012-05-07,157,2630.55,2717.78,2623.6,2717.78,319508728.0,0.03279130834622235
2012-05-14,2012-05-08,2012-05-14,158,2717.41,2717.82,2613.35,2615.53,261562328.0,-0.0376226184606554
2012-05-21,2012-05-15,2012-05-21,159,2597.64,2619.59,2563.97,2587.23,214800144.0,-0.010819986771323675
2012-05-28,2012-05-22,2012-05-28,160,2598.17,2635.78,2545.34,2614.69,224949404.0,0.010613667899645574
2012-06-04,2012-05-29,2012-06-04,161,2615.15,2658.25,2558.92,2559.03,264768104.0,-0.021287418393767465
2012-06-11,2012-06-05,2012-06-11,162,2565.19,2584.04,2520.41,2558.26,190433476.0,-0.0003008952610950022
2012-06-18,2012-06-12,2012-06-18,163,2543.76,2593.22,2529.95,2581.21,201678888.0,0.0089709411865877
2012-06-26,2012-06-19,2012-06-26,164,2577.36,2577.36,2434.64,2454.92,169788668.0,-0.04892666617594077
2012-07-03,2012-06-27,2012-07-03,165,2452.67,2490.55,2417.49,2468.72,177749036.0,0.005621364443647803
2012-07-10,2012-07-04,2012-07-10,166,2474.53,2481.34,2402.37,2406.71,203562180.0,-0.02511827991833815
2012-07-17,2012-07-11,2012-07-17,167,2402.18,2467.99,2391.28,2414.2,207263460.0,0.003112132330027162
2012-07-24,2012-07-18,2012-07-24,168,2412.06,2444.06,2352.8,2375.99,189021040.0,-0.015827189130975028
