模型类型,特征数量,AUC,KS值,准确率,精确率,召回率,F1分数,交叉验证AUC均值,交叉验证AUC标准差
逻辑回归,11,0.7058376935952562,0.3006150773049291,0.63041875,0.3079268723088868,0.6832905206440699,0.4245355547553938,0.7072222244081979,0.002110914326594851
