name,cumulative_return,annualized_return,max_drawdown,sharpe,benchmark_annualized,excess_cumulative,monthly_win_rate_vs_bench,total_turnover,total_cost,target_return_ok,target_dd_ok
Top3_2025,0.20743827785428381,0.21589752491918413,-0.14141194479248953,1.0166521266969035,0.18374109463903987,0.030806934054349755,0.5,12.899999999999997,0.0038699999999999997,False,False
Top5_2025,0.29623730386194036,0.3087539825582264,-0.1627171902278084,1.3451867598206386,0.18374109463903987,0.1196059600620063,0.5,14.2,0.004259999999999999,False,False
