name,cumulative_return,annualized_return,max_drawdown,sharpe,benchmark_annualized,excess_cumulative,monthly_win_rate_vs_bench,target_return_ok,target_dd_ok,beat_hs300
in_sample_2024,0.08652373081663889,0.09025588606338064,-0.1904067056219062,0.45195334828963324,0.15334427168671194,-0.060309514017633736,0.3333333333333333,False,False,False
out_sample_2025,0.2824496824073299,0.29432049534944116,-0.1627171902278084,1.2954507765996488,0.18374109463903987,0.10581833860739587,0.5,False,False,True
