signal_date,industry,mom_mid,pb,mom_short,flow,fwd_date,fwd_return,mom_mid_z,pb_z,mom_short_z,flow_z,industry_name,score
2023-01-31,801010.SI,0.10344726951998928,3.2,0.045733215737733035,0.007454088139633191,2023-02-28,0.005809733434031461,-0.4860258089217553,0.5787082503872373,-0.5193942675648576,-0.3824143510310287,农林牧渔,-0.4953851177965161
2023-01-31,801030.SI,0.12807899553974256,2.43,0.07634971747381969,0.014629061454618501,2023-02-28,0.02641310210536907,-0.18023655238254024,0.010006482715629544,0.32436179864541,0.44129236506972985,基础化工,0.1379197032815759
2023-01-31,801040.SI,0.13548515548311824,1.06,0.0725866766971226,0.0018645482581629302,2023-02-28,0.0454710418255293,-0.08829317248787995,-1.001839519505283,0.22065666243801646,-1.0241089383354998,钢铁,0.0507859474036296
2023-01-31,801050.SI,0.15972619123803122,2.86,0.14007019888237116,0.01623773106044002,2023-02-28,-0.03579902767603149,0.21264588047539354,0.327593184142631,2.080426001987538,0.6259720705029002,有色金属,0.7780463761523025
2023-01-31,801080.SI,0.07990101809954764,2.84,0.08184074386768136,0.024526304051218018,2023-02-28,-0.0036558570968409088,-0.7783394986066817,0.3128217096576542,0.4756882587837547,1.5775230992901292,电子,0.180616801495046
2023-01-31,801110.SI,0.24175346224635375,2.59,0.07935441931086618,0.004997481137064765,2023-02-28,0.0030968039559355898,1.2309690867931495,0.1281782785954439,0.4071679736948903,-0.6644396071542159,家用电器,0.31558753161023045
2023-01-31,801120.SI,0.35835286782902065,6.95,0.05636346371545953,0.019375831327908155,2023-02-28,0.010498487611337426,2.6784862245465053,3.3483597163203913,-0.2264366888760325,0.9862346321367453,食品饮料,0.17787561763516124
2023-01-31,801130.SI,0.17186555219633637,1.82,0.05076669898453834,0.004095874642997717,2023-02-28,0.04727592800558478,0.36334933338504416,-0.4405234890761636,-0.38067717766774856,-0.767946518168366,纺织服饰,-0.08040221792908472
2023-01-31,801140.SI,0.1902450908736537,2.08,0.05418200492838299,0.0059786440756388745,2023-02-28,0.06677747120037347,0.5915211416928939,-0.2484943207714649,-0.2865552190938087,-0.5517993969941724,轻工制造,0.016092669725194006
2023-01-31,801150.SI,0.10326092597611525,3.33,0.06718689863285698,0.033137890527184445,2023-02-28,0.00116765155688614,-0.48833916096604274,0.6747228345395865,0.07184490278021302,2.566156966641388,医药生物,0.25248970338387045
2023-01-31,801160.SI,0.05345892772536853,1.64,0.04941236944788452,0.00758655643845749,2023-02-28,0.011332819756956658,-1.1066034274267196,-0.5734667594409552,-0.4180009637766139,-0.36720662514525776,公用事业,-0.39552223234575
2023-01-31,801170.SI,0.09732358990226242,1.46,0.01750973583504556,0.008005174031455228,2023-02-28,-0.004776891785985282,-0.5620479048190284,-0.7064100298057465,-1.297201365930628,-0.31914817144899116,交通运输,-0.4872906472490841
2023-01-31,801180.SI,0.20525276354028033,0.91,0.024762061855670092,0.008687167571359034,2023-02-28,-0.02015252824090319,0.7778330982091113,-1.112625578142609,-1.0973354855376363,-0.24085343298873446,房地产,0.048706293121131394
2023-01-31,801200.SI,0.16985550099732816,2.34,-0.0024930894237371604,0.008079632098966701,2023-02-28,-0.02508145737211287,0.33839565936083804,-0.05646515246676638,-1.848456545210269,-0.3106001800370942,商贸零售,-0.5444655780427526
2023-01-31,801210.SI,0.20540516324130587,3.61,-0.011591855027423104,0.007301625563585455,2023-02-28,0.027019844905346924,0.7797250562162775,0.8815234773292618,-2.0992082064977686,-0.39991747506108644,社会服务,-0.7123097499930648
2023-01-31,801230.SI,0.12417855321113547,1.95,-0.010192039129037989,0.0008228282551219111,2023-02-28,0.00037756720861903403,-0.22865838684441908,-0.34450890492381436,-2.0606308678448717,-1.1437012664364645,综合,-0.8745188792087389
2023-01-31,801710.SI,0.268496164423216,1.73,0.0812985393570802,0.0038997430524211982,2023-02-28,0.0005629063004428669,1.5629649448972205,-0.5069951242585594,0.4607457173761884,-0.7904629654504747,建筑材料,0.5312258537962582
2023-01-31,801720.SI,0.1166929392969549,0.9,0.055998353727702455,0.006959313098636908,2023-02-28,0.02453480358373561,-0.32158814384647455,-1.1200113153850977,-0.23649870607380014,-0.43921588970385944,建筑装饰,-0.020565601974058906
2023-01-31,801730.SI,0.08787885410520024,4.1,0.11253335206476822,0.03438624412733804,2023-02-28,-0.06020091205386224,-0.6792990765508372,1.2434246022111939,1.3215417327481886,2.7094714013261085,电力设备,0.5087026671117485
2023-01-31,801740.SI,-0.03844555024391427,3.45,0.07806556410766063,0.00817841756952568,2023-02-28,0.013026644542350807,-2.2475466958080865,0.7633516814494475,0.3716485859625692,-0.29925933569100316,国防军工,-0.7236447999936777
2023-01-31,801750.SI,0.10997157221647802,3.48,0.13128799726575058,0.023661225640618486,2023-02-28,0.05686434723299838,-0.40503019905681287,0.7855088931769126,1.8383984851739081,1.478209712956502,计算机,0.6020912506979677
2023-01-31,801760.SI,0.23082599071140253,2.03,0.06862375640639118,0.012098898481179695,2023-02-28,0.041612300313855544,1.0953105708675313,-0.28542300698390716,0.11144307350367913,0.15082268071588964,传媒,0.42906392981079744
2023-01-31,801770.SI,0.05956595838983536,1.95,0.09007312028748693,0.0075750527042413975,2023-02-28,0.08588715701409311,-1.0307880190768584,-0.34450890492381436,0.7025632167202506,-0.3685272855460767,通信,-0.06461326230078296
2023-01-31,801780.SI,0.19186197274662975,0.52,0.06260012764239287,0.00621574121723335,2023-02-28,-0.03796122365804255,0.6115938359674475,-1.4006693305996571,-0.054561303940648224,-0.5245799915238034,银行,0.33838816747134437
2023-01-31,801790.SI,0.24376477885025394,1.24,0.11173710872261844,0.015791741782649048,2023-02-28,-0.025855996808517245,1.2559384701192873,-0.8688962491404916,1.2995981692441145,0.5747712719357347,非银金融,1.0561629037944695
2023-01-31,801880.SI,0.12105100837998872,2.33,0.08606606958899876,0.01529644361981468,2023-02-28,-0.0067308130477857775,-0.26748512630808774,-0.06385088970925464,0.5921334437956567,0.5179096774337807,汽车,0.22926632014357007
2023-01-31,801890.SI,0.0976932155502308,2.49,0.09189808391498944,0.015500658985539753,2023-02-28,0.033284896033571654,-0.5574592068122612,0.054320906170560054,0.7528571446350585,0.5413541643878146,机械设备,0.18000122472874636
2023-01-31,801950.SI,0.005942876781968032,1.38,0.04232185980257963,0.0038335550677457727,2023-02-28,0.029332422255913038,-1.6964889222560198,-0.7654959277456539,-0.6134073683789022,-0.7980615285543199,煤炭,-0.6672726045400851
2023-01-31,801960.SI,0.12311368897961206,1.31,0.08363756893338214,0.00342024948141816,2023-02-28,0.020036970871032178,-0.2418780873806955,-0.8171960884430726,0.5252067198467553,-0.8455101492410316,石油石化,0.10217349737491349
2023-01-31,801970.SI,0.08093725316098066,1.57,0.06296208100875389,0.0024089661719407505,2023-02-28,0.017879145086702186,-0.7654752133843892,-0.6251669201383739,-0.044586279648686895,-0.9616082610148243,环保,-0.28770179354530906
2023-01-31,801980.SI,0.19357412830883391,5.36,0.05103324610573745,0.0023327623236711094,2023-02-28,0.02348980721297278,0.6328493004048982,2.1740274947647342,-0.3733314412939044,-0.9703566728704236,美容护理,-0.5815039738190465
2023-02-28,801010.SI,0.07587464244176889,3.21,0.005809733434031461,0.007243453397623248,2023-03-31,-0.01950226138581468,-0.07995101421248624,0.5614844331667973,-0.19365149727432937,-0.46490210660422887,农林牧渔,-0.29111152370519067
2023-02-28,801030.SI,0.07822636019225881,2.51,0.02641310210536907,0.01876679469497149,2023-03-31,-0.07197425991694584,-0.041734616567844086,0.04716564043908497,0.4524466846894799,0.6214919604824956,基础化工,0.2451071155425636
2023-02-28,801040.SI,0.08442917990212462,1.11,0.0454710418255293,0.0028504109782775244,2023-03-31,-0.0744040189715428,0.059063799611509024,-0.981471945016339,1.0500819744128083,-0.8790680240830223,钢铁,0.3805673629184904
2023-02-28,801050.SI,0.060699177155440376,2.75,-0.03579902767603149,0.018286157042503755,2023-03-31,-0.03984757198592548,-0.32655867608176237,0.22350351223144357,-1.4984548687917703,0.5761785500240552,有色金属,-0.501398104931562
2023-02-28,801080.SI,0.05662541519935127,2.84,-0.0036558570968409088,0.029893673275876272,2023-03-31,0.058519096770462964,-0.39275901274677394,0.28963021415357787,-0.49048163853750776,1.6705084361353555,电子,0.003066260031733825
2023-02-28,801110.SI,0.12384586425385558,2.59,0.0030968039559355898,0.005538355817460626,2023-03-31,-0.008153161337209225,0.6996014162984093,0.10594493103653783,-0.27872587669036164,-0.6256547778211163,家用电器,-0.03886050160663497
2023-02-28,801120.SI,0.2277607940916233,7.02,0.010498487611337426,0.017419105346974318,2023-03-31,-0.017446050390955925,2.3882625147945644,3.3608481478704877,-0.04661750502009446,0.494434913905473,食品饮料,0.055083675928364495
2023-02-28,801130.SI,0.1363878880494278,1.91,0.04727592800558478,0.003827608741262767,2023-03-31,-0.053807318444497265,0.9034145518416945,-0.39367903904181106,1.1066811499256803,-0.7869400705074489,纺织服饰,0.530789670843057
2023-02-28,801140.SI,0.1517816889580368,2.22,0.06677747120037347,0.007329709786422986,2023-03-31,-0.07357647763118513,1.1535702589469783,-0.1659092879766812,1.7182273395140872,-0.4567700530077668,轻工制造,0.8134162212145992
2023-02-28,801150.SI,0.05001315616366253,3.34,0.00116765155688614,0.02766805491195269,2023-03-31,-0.0353405628679242,-0.5002109893220307,0.657000780387658,-0.3392218993379072,1.460682264734683,医药生物,-0.095595502527448
2023-02-28,801160.SI,-0.015799965331946608,1.69,0.011332819756956658,0.0069760972776112635,2023-03-31,-0.017075125267486668,-1.569701756565411,-0.5553220881848063,-0.020453798927291076,-0.49010782559540256,公用事业,-0.42567751361867534
2023-02-28,801170.SI,0.033666103914002266,1.45,-0.004776891785985282,0.006846939130969838,2023-03-31,-0.008028865584207234,-0.7658574296572335,-0.7316599599771647,-0.5256360099477593,-0.5022845580731129,交通运输,-0.328897789151255
2023-02-28,801180.SI,-0.018920774494667003,0.89,-0.02015252824090319,0.006804128264287801,2023-03-31,-0.07611763275739147,-1.6204162115252885,-1.1431149941593344,-1.007798462046132,-0.5063206679452477,房地产,-0.6366393622523149
2023-02-28,801200.SI,0.043946988425453304,2.27,-0.02508145737211287,0.005753028527292809,2023-03-31,-0.014976174268209519,-0.5987887537728063,-0.1291722313532733,-1.1623640673848963,-0.6054159293561505,商贸零售,-0.6297659443620386
2023-02-28,801210.SI,0.14698923704647626,3.7,0.027019844905346924,0.004854149325164569,2023-03-31,-0.003402616060782071,1.0756909097321896,0.9215075880761959,0.47147344804253666,-0.6901601894645003,社会服务,0.12432338946749855
2023-02-28,801230.SI,0.05058364405364779,1.94,0.00037756720861903403,0.0007915896493764451,2023-03-31,-0.012325896300906858,-0.490940322359302,-0.37163680506776625,-0.36399804488752224,-1.073168955331535,综合,-0.3872384629912878
2023-02-28,801710.SI,0.07779908226810872,1.73,0.0005629063004428669,0.004500652126032999,2023-03-31,-0.06512354924103614,-0.04867806165205772,-0.5259324428860799,-0.35818602200017813,-0.7234870909211712,建筑材料,-0.1616511501406478
2023-02-28,801720.SI,0.022935213834209822,0.92,0.02453480358373561,0.00836701012006749,2023-03-31,0.028331253450363247,-0.9402388843555536,-1.1210727601852897,0.3935453817340588,-0.35897576755014554,建筑装饰,0.023976078389808364
2023-02-28,801730.SI,0.01782219454807854,3.87,-0.06020091205386224,0.03473861817539573,2023-03-31,-0.05185550125559468,-1.0233275875652863,1.046413580595783,-2.263670178215439,2.1272786782361663,电力设备,-0.8039467114172054
2023-02-28,801740.SI,0.031600209761687426,3.49,0.013026644542350807,0.011992270947527084,2023-03-31,-0.03685782781689695,-0.7994290742137102,0.7672119502578822,0.03266261770659864,-0.01719452954235234,国防军工,-0.37370495857257346
2023-02-28,801750.SI,0.19242240740405991,3.69,0.05686434723299838,0.044733323461482524,2023-03-31,0.14741576829622183,1.8139989419271547,0.9141601767515142,1.4073630592562174,3.0695564642446143,计算机,1.3691542844345164
2023-02-28,801760.SI,0.15243854857588768,2.11,0.041612300313855544,0.016653731240331843,2023-03-31,0.22673257270542013,1.1642445026342865,-0.24673081254817905,0.9290762342772637,0.42227720659626294,传媒,0.7543263495704196
2023-02-28,801770.SI,0.15904536635926347,2.12,0.08588715701409311,0.013253394379367404,2023-03-31,0.09180627083744164,1.2716080565822816,-0.23938340122349727,2.317485327811895,0.10170128191214789,通信,1.1622899691061543
