name,cumulative_return,annualized_return,max_drawdown,sharpe,benchmark_annualized,excess_cumulative,monthly_win_rate_vs_bench,total_turnover,total_cost,target_return_ok,target_dd_ok
composite_score,0.29623730386194036,0.3087539825582264,-0.1627171902278084,1.3451867598206386,0.18374109463903987,0.1196059600620063,0.5,14.2,0.004259999999999999,False,False
lgbm_direct,0.2478473210187646,0.25812266496339165,-0.13412752825865226,1.3580691907267142,0.18374109463903987,0.07121597721883055,0.6666666666666666,17.0,0.0050999999999999995,False,False
