ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000300.SH,20230901,3791.4912,3778.9129,3808.5306,3778.9129,3765.2678,26.2234,0.6965,105319045.0,172219141.586
000300.SH,20230904,3848.9517,3812.9873,3854.2605,3804.5886,3791.4912,57.4605,1.5155,142385201.0,237934727.924
000300.SH,20230905,3820.3174,3839.5779,3839.5779,3814.3338,3848.9517,-28.6343,-0.744,104052333.0,181377877.955
000300.SH,20230906,3812.0283,3808.1,3817.5239,3790.8949,3820.3174,-8.2891,-0.217,93442393.0,166081524.007
000300.SH,20230907,3758.4748,3802.2272,3802.2272,3756.853,3812.0283,-53.5535,-1.4049,95103903.0,164405748.828
000300.SH,20230908,3739.9927,3747.6509,3753.263,3724.987,3758.4748,-18.4821,-0.4917,71638166.0,129197657.303
000300.SH,20230911,3767.537,3740.5846,3788.3219,3734.7228,3739.9927,27.5443,0.7365,105358016.0,186871759.441
000300.SH,20230912,3760.6048,3764.3331,3775.093,3755.4162,3767.537,-6.9322,-0.184,79385378.0,140117510.233
000300.SH,20230913,3736.6513,3759.6091,3768.8162,3719.1114,3760.6048,-23.9535,-0.637,81576901.0,138238089.913
000300.SH,20230914,3733.5077,3736.9355,3748.8177,3717.3107,3736.6513,-3.1436,-0.0841,100386075.0,151578100.464
000300.SH,20230915,3708.7766,3740.7853,3749.0247,3699.3806,3733.5077,-24.7311,-0.6624,109395689.0,180398970.938
000300.SH,20230918,3727.711,3698.9344,3737.5306,3691.1107,3708.7766,18.9344,0.5105,86727741.0,156966973.911
000300.SH,20230919,3720.5021,3723.4244,3724.0717,3702.6934,3727.711,-7.2089,-0.1934,83199038.0,135216895.229
000300.SH,20230920,3705.6898,3715.9578,3718.5207,3705.1274,3720.5021,-14.8123,-0.3981,75448209.0,117691805.957
000300.SH,20230921,3672.4448,3698.313,3708.4557,3672.4448,3705.6898,-33.245,-0.8971,83031005.0,135011796.555
000300.SH,20230922,3738.9327,3672.6402,3740.4183,3664.7661,3672.4448,66.4879,1.8105,110231166.0,192236467.363
000300.SH,20230925,3714.6037,3738.0622,3738.0622,3711.2049,3738.9327,-24.329,-0.6507,92596479.0,155793827.362
000300.SH,20230926,3692.8928,3711.7106,3723.8481,3692.6172,3714.6037,-21.7109,-0.5845,78044525.0,137808437.775
000300.SH,20230927,3700.495,3694.9607,3731.1405,3694.3938,3692.8928,7.6022,0.2059,91629210.0,164790435.266
000300.SH,20230928,3689.5172,3711.2117,3716.0569,3685.3001,3700.495,-10.9778,-0.2967,85221719.0,153500421.344
000300.SH,20231009,3684.7272,3678.929,3694.1713,3641.9966,3689.5172,-4.79,-0.1298,102148058.0,178072374.748
000300.SH,20231010,3657.1259,3696.2542,3701.2562,3655.589,3684.7272,-27.6013,-0.7491,99163730.0,161938958.925
000300.SH,20231011,3667.5483,3674.7514,3689.5347,3658.355,3657.1259,10.4224,0.285,102091587.0,187667554.127
000300.SH,20231012,3702.3824,3697.9337,3711.4985,3682.8418,3667.5483,34.8341,0.9498,114363225.0,194598219.817
000300.SH,20231013,3663.4104,3677.9585,3678.1913,3652.3094,3702.3824,-38.972,-1.0526,98287987.0,170152309.003
000300.SH,20231016,3626.5972,3664.039,3664.039,3615.7686,3663.4104,-36.8132,-1.0049,91853118.0,159537973.598
000300.SH,20231017,3639.4018,3635.2994,3645.5654,3619.1277,3626.5972,12.8046,0.3531,90745188.0,147056233.347
000300.SH,20231018,3610.5767,3631.0671,3632.0579,3608.9768,3639.4018,-28.8251,-0.792,94545879.0,158982356.667
000300.SH,20231019,3533.5445,3588.5154,3588.5154,3532.3059,3610.5767,-77.0322,-2.1335,111737520.0,189194781.844
000300.SH,20231020,3510.5889,3518.3464,3535.6623,3501.725,3533.5445,-22.9556,-0.6496,98518605.0,169591289.145
000300.SH,20231023,3474.2438,3500.199,3505.3468,3450.6456,3510.5889,-36.3451,-1.0353,96561652.0,152054894.179
000300.SH,20231024,3487.1302,3481.7644,3495.0039,3453.1016,3474.2438,12.8864,0.3709,115547289.0,186529203.442
000300.SH,20231025,3504.4576,3524.2965,3531.8314,3500.9154,3487.1302,17.3274,0.4969,128009617.0,203691741.119
000300.SH,20231026,3514.1448,3484.7807,3515.5716,3478.0503,3504.4576,9.6872,0.2764,105143566.0,176088467.226
000300.SH,20231027,3562.3851,3501.171,3576.5861,3494.5488,3514.1448,48.2403,1.3727,120225108.0,224301960.437
000300.SH,20231030,3583.7718,3554.1055,3592.7188,3554.0238,3562.3851,21.3867,0.6003,144010426.0,242973328.094
000300.SH,20231031,3572.5056,3581.6759,3581.6759,3554.5822,3583.7718,-11.2662,-0.3144,112587267.0,196317658.324
000300.SH,20231101,3571.0268,3605.7576,3606.4126,3564.6421,3572.5056,-1.4788,-0.0414,97645538.0,182943566.435
000300.SH,20231102,3554.1889,3580.0672,3597.1699,3553.7406,3571.0268,-16.8379,-0.4715,90359643.0,149465055.434
000300.SH,20231103,3584.1364,3558.5303,3596.101,3558.5303,3554.1889,29.9475,0.8426,97542101.0,165865989.2
000300.SH,20231106,3632.6084,3608.3187,3635.7897,3600.6304,3584.1364,48.472,1.3524,152982463.0,254465948.11
000300.SH,20231107,3619.7593,3623.7849,3628.4615,3606.2975,3632.6084,-12.8491,-0.3537,110288591.0,190433605.311
000300.SH,20231108,3611.0723,3610.6434,3627.0479,3591.8248,3619.7593,-8.687,-0.24,110594230.0,192594372.353
000300.SH,20231109,3612.8263,3603.1082,3624.4141,3601.3744,3611.0723,1.754,0.0486,111872057.0,189355228.592
000300.SH,20231110,3586.4893,3596.0688,3599.4519,3576.1011,3612.8263,-26.337,-0.729,102107034.0,166924677.328
000300.SH,20231113,3579.4141,3593.9109,3599.3897,3562.7682,3586.4893,-7.0752,-0.1973,96707649.0,164821249.625
000300.SH,20231114,3582.0584,3581.1034,3600.1483,3568.882,3579.4141,2.6443,0.0739,100884158.0,165935163.426
000300.SH,20231115,3607.2454,3616.8765,3620.6007,3596.9158,3582.0584,25.187,0.7031,104929218.0,188932150.501
000300.SH,20231116,3572.3641,3600.9813,3605.2898,3572.3636,3607.2454,-34.8813,-0.967,87464780.0,146629217.158
000300.SH,20231117,3568.0685,3561.3112,3573.6819,3547.0287,3572.3641,-4.2956,-0.1202,87319207.0,139621898.705
000300.SH,20231120,3576.3233,3569.7314,3586.9731,3545.1038,3568.0685,8.2548,0.2314,91080445.0,157449634.694
000300.SH,20231121,3581.0674,3587.8779,3615.0569,3575.682,3576.3233,4.7441,0.1327,108594314.0,175922105.93
000300.SH,20231122,3544.4162,3569.4389,3574.3782,3544.4162,3581.0674,-36.6512,-1.0235,84784381.0,136041195.539
000300.SH,20231123,3561.5204,3541.4416,3562.0675,3529.939,3544.4162,17.1042,0.4826,84800167.0,141499811.491
000300.SH,20231124,3538.0087,3560.6462,3560.6462,3533.9955,3561.5204,-23.5117,-0.6602,85018403.0,140101998.555
000300.SH,20231127,3511.9424,3534.4445,3534.4445,3492.8623,3538.0087,-26.0663,-0.7368,99102314.0,155975437.036
000300.SH,20231128,3518.5232,3510.6554,3521.0463,3501.1093,3511.9424,6.5808,0.1874,89335789.0,147740535.862
000300.SH,20231129,3488.3073,3518.8836,3519.198,3482.2444,3518.5232,-30.2159,-0.8588,98841412.0,155948235.976
000300.SH,20231130,3496.2028,3485.5171,3505.1273,3481.4515,3488.3073,7.8955,0.2263,101350820.0,153790180.653
000300.SH,20231201,3482.8813,3494.2234,3494.2234,3452.1728,3496.2028,-13.3215,-0.381,108530941.0,176078323.469
000300.SH,20231204,3460.138,3481.0449,3488.133,3459.611,3482.8813,-22.7433,-0.653,97156826.0,164664395.293
000300.SH,20231205,3394.2571,3450.0898,3450.0898,3393.8139,3460.138,-65.8809,-1.904,100472007.0,164840691.112
000300.SH,20231206,3399.598,3387.8798,3420.2773,3382.9457,3394.2571,5.3409,0.1574,105805519.0,172142987.725
000300.SH,20231207,3391.2823,3394.3064,3404.4074,3369.7675,3399.598,-8.3157,-0.2446,97713248.0,160949948.197
000300.SH,20231208,3399.4618,3391.8585,3409.3845,3383.4479,3391.2823,8.1795,0.2412,129522054.0,203034222.561
000300.SH,20231211,3419.4548,3378.0517,3426.6106,3346.8902,3399.4618,19.993,0.5881,139626249.0,219761181.423
000300.SH,20231212,3426.803,3409.9976,3427.5456,3406.1013,3419.4548,7.3482,0.2149,105590013.0,166979964.78
000300.SH,20231213,3369.605,3418.6413,3418.6413,3369.605,3426.803,-57.198,-1.6691,95285367.0,165455928.376
000300.SH,20231214,3351.9639,3387.3847,3399.1394,3350.7648,3369.605,-17.6411,-0.5235,83655135.0,150245775.736
000300.SH,20231215,3341.5517,3365.9388,3388.5047,3339.519,3351.9639,-10.4122,-0.3106,97787783.0,164907019.372
000300.SH,20231218,3329.3657,3329.191,3352.3458,3314.9095,3341.5517,-12.186,-0.3647,90526826.0,142303319.419
000300.SH,20231219,3334.0412,3325.6596,3345.7795,3313.1874,3329.3657,4.6755,0.1404,83808118.0,135293655.396
000300.SH,20231220,3297.5022,3334.332,3338.5434,3297.3652,3334.0412,-36.539,-1.0959,92412868.0,141290542.802
000300.SH,20231221,3330.8698,3285.6049,3339.3552,3283.9883,3297.5022,33.3676,1.0119,102546198.0,171120780.58
000300.SH,20231222,3337.2281,3329.4668,3359.0601,3315.8976,3330.8698,6.3583,0.1909,105220133.0,167336342.309
000300.SH,20231225,3347.4508,3330.3333,3348.882,3330.3333,3337.2281,10.2227,0.3063,74542693.0,121838327.071
000300.SH,20231226,3324.7902,3345.3952,3345.4171,3315.937,3347.4508,-22.6606,-0.677,74732935.0,121689997.435
000300.SH,20231227,3336.3572,3326.9267,3341.2659,3309.6731,3324.7902,11.567,0.3479,94403928.0,140924923.675
000300.SH,20231228,3414.5403,3335.5572,3423.4018,3331.2082,3336.3572,78.1831,2.3434,148064851.0,245855634.464
000300.SH,20231229,3431.1099,3411.1094,3432.5412,3409.5795,3414.5403,16.5696,0.4853,114928932.0,193573180.515
000300.SH,20240102,3386.3522,3426.2684,3426.2684,3386.3522,3431.1099,-44.7577,-1.3045,116180726.0,184096097.449
000300.SH,20240103,3378.2971,3379.7501,3392.8504,3362.6617,3386.3522,-8.0551,-0.2379,105613851.0,165099018.643
000300.SH,20240104,3347.0519,3375.0207,3375.0207,3323.8647,3378.2971,-31.2452,-0.9249,106721013.0,165512262.699
000300.SH,20240105,3329.1114,3341.3061,3372.5444,3313.5542,3347.0519,-17.9405,-0.536,126400574.0,182251664.948
000300.SH,20240108,3286.0564,3322.6051,3333.516,3283.3421,3329.1114,-43.055,-1.2933,117429485.0,170761644.873
000300.SH,20240109,3292.4994,3286.7083,3304.6008,3273.8431,3286.0564,6.443,0.1961,109330465.0,172276323.045
000300.SH,20240110,3277.129,3281.6692,3312.9161,3268.2471,3292.4994,-15.3704,-0.4668,94199366.0,159777649.838
000300.SH,20240111,3295.6717,3275.3086,3311.1137,3266.7911,3277.129,18.5427,0.5658,108789735.0,180978533.6
000300.SH,20240112,3284.1667,3284.358,3310.4704,3279.6987,3295.6717,-11.505,-0.3491,96853555.0,156536022.3
000300.SH,20240115,3280.9195,3270.1029,3306.9217,3261.2687,3284.1667,-3.2472,-0.0989,88851530.0,144331722.4
000300.SH,20240116,3300.8762,3272.571,3300.8762,3260.4362,3280.9195,19.9567,0.6083,113276665.0,175650587.5
000300.SH,20240117,3229.082,3291.1392,3291.1392,3229.082,3300.8762,-71.7942,-2.175,108769728.0,173516385.2
000300.SH,20240118,3274.7286,3214.2844,3279.2538,3171.6329,3229.082,45.6466,1.4136,174909168.0,256784536.8
000300.SH,20240119,3269.7763,3261.2393,3286.9415,3251.8136,3274.7286,-4.9523,-0.1512,118501408.0,191261807.1
000300.SH,20240122,3218.9016,3262.4685,3281.4205,3193.1776,3269.7763,-50.8747,-1.5559,148705628.0,225510031.8
000300.SH,20240123,3231.9329,3208.4316,3249.5306,3188.1259,3218.9016,13.0313,0.4048,122012000.0,193791168.6
000300.SH,20240124,3277.1089,3245.9592,3281.4892,3190.4674,3231.9329,45.176,1.3978,154371954.0,219036341.6
000300.SH,20240125,3342.9189,3274.3391,3344.2426,3269.7943,3277.1089,65.81,2.0082,196833614.0,265521115.0
000300.SH,20240126,3333.8213,3326.6465,3351.9692,3315.1265,3342.9189,-9.0976,-0.2721,180664005.0,238144899.5
000300.SH,20240129,3303.9604,3335.3936,3351.3715,3303.9604,3333.8213,-29.8609,-0.8957,184164795.0,244698013.6
000300.SH,20240130,3245.0387,3283.8977,3300.204,3244.9719,3303.9604,-58.9217,-1.7834,143649350.0,199592929.912
000300.SH,20240131,3215.3518,3231.5425,3252.1475,3201.9264,3245.0387,-29.6869,-0.9148,153143469.0,215333349.921
000300.SH,20240201,3217.7109,3202.2564,3251.7582,3191.8968,3215.3518,2.3591,0.0734,145516792.0,203815063.233
000300.SH,20240202,3179.6276,3219.8734,3235.4079,3108.3515,3217.7109,-38.0833,-1.1836,173758089.0,234495151.557
000300.SH,20240205,3200.4218,3164.25,3233.8485,3111.5184,3179.6276,20.7942,0.654,203042970.0,279713141.507
000300.SH,20240206,3311.6922,3185.2498,3314.512,3182.8216,3200.4218,111.2704,3.4767,202713099.0,285042020.946
000300.SH,20240207,3343.6303,3314.0306,3343.6303,3289.6704,3311.6922,31.9381,0.9644,216647933.0,297997664.575
000300.SH,20240208,3364.9297,3351.4052,3367.2101,3336.9779,3343.6303,21.2994,0.637,189977578.0,270239765.211
000300.SH,20240219,3403.8078,3393.1916,3403.8078,3364.1418,3364.9297,38.8781,1.1554,183319800.0,267674145.147
000300.SH,20240220,3410.8542,3395.1916,3415.8943,3380.103,3403.8078,7.0464,0.207,140734581.0,218459281.946
000300.SH,20240221,3456.8713,3390.3619,3500.1338,3383.6911,3410.8542,46.0171,1.3491,188879362.0,291823544.608
000300.SH,20240222,3486.6747,3450.3518,3486.6826,3448.4135,3456.8713,29.8034,0.8621,141020784.0,225098128.873
000300.SH,20240223,3489.7416,3491.3367,3507.5592,3472.968,3486.6747,3.0669,0.088,144821273.0,232926057.114
000300.SH,20240226,3453.3585,3485.5427,3492.6061,3445.3889,3489.7416,-36.3831,-1.0426,151248331.0,238951637.715
000300.SH,20240227,3494.7874,3440.0516,3494.7874,3437.4422,3453.3585,41.4289,1.1997,139528246.0,244488721.251
000300.SH,20240228,3450.2598,3499.8257,3521.6574,3450.2598,3494.7874,-44.5276,-1.2741,189837548.0,328300591.256
000300.SH,20240229,3516.0826,3437.8984,3516.0826,3437.8984,3450.2598,65.8228,1.9078,155944532.0,281971899.288
000300.SH,20240301,3537.8038,3515.0587,3544.3595,3503.459,3516.0826,21.7212,0.6178,162709570.0,288575619.225
000300.SH,20240304,3540.8686,3538.366,3548.6901,3519.7599,3537.8038,3.0648,0.0866,163244613.0,297719931.809
000300.SH,20240305,3565.5143,3524.9644,3570.6935,3519.0816,3540.8686,24.6457,0.696,166422389.0,299895929.709
000300.SH,20240306,3551.0481,3556.5323,3577.3883,3545.1013,3565.5143,-14.4662,-0.4057,143076613.0,248294165.707
000300.SH,20240307,3529.7195,3548.1007,3569.9185,3522.8964,3551.0481,-21.3286,-0.6006,148110510.0,251839533.036
000300.SH,20240308,3544.9099,3529.5509,3548.5055,3511.577,3529.7195,15.1904,0.4304,125792664.0,225379101.014
000300.SH,20240311,3589.2635,3545.9427,3589.2635,3542.2789,3544.9099,44.3536,1.2512,148202825.0,286418582.155
000300.SH,20240312,3597.4939,3592.5826,3605.6976,3574.2117,3589.2635,8.2304,0.2293,180685560.0,339997042.337
000300.SH,20240313,3572.361,3594.4211,3594.4211,3563.3685,3597.4939,-25.1329,-0.6986,144590590.0,266898756.38
000300.SH,20240314,3562.2229,3571.7885,3597.46,3545.612,3572.361,-10.1381,-0.2838,140962722.0,263803609.335
000300.SH,20240315,3569.993,3554.9068,3572.8091,3533.6798,3562.2229,7.7701,0.2181,138316044.0,243991558.366
000300.SH,20240318,3603.528,3577.0564,3604.0519,3573.404,3569.993,33.535,0.9394,160379438.0,295314840.611
000300.SH,20240319,3577.6303,3593.3396,3610.7389,3577.188,3603.528,-25.8977,-0.7187,145571786.0,259553448.413
000300.SH,20240320,3585.3838,3568.7158,3589.5456,3568.4341,3577.6303,7.7535,0.2167,129528966.0,223752103.886
000300.SH,20240321,3581.0902,3593.07,3601.1145,3575.0331,3585.3838,-4.2936,-0.1198,130743377.0,233162492.63
000300.SH,20240322,3545.0023,3571.2736,3575.7171,3522.8404,3581.0902,-36.0879,-1.0077,139227358.0,248850931.022
000300.SH,20240325,3525.7634,3536.7136,3564.9604,3525.7634,3545.0023,-19.2389,-0.5427,137015724.0,233747256.235
000300.SH,20240326,3543.7467,3526.6818,3547.6461,3518.6018,3525.7634,17.9833,0.5101,126209535.0,226730734.844
000300.SH,20240327,3502.7866,3538.7244,3542.9624,3502.7866,3543.7467,-40.9601,-1.1558,128626763.0,216404726.566
000300.SH,20240328,3520.9648,3498.482,3551.2143,3489.3861,3502.7866,18.1782,0.519,143334717.0,232530806.335
000300.SH,20240329,3537.4843,3516.883,3538.2378,3516.883,3520.9648,16.5195,0.4692,128643290.0,201749384.357
000300.SH,20240401,3595.6466,3551.5815,3600.9193,3551.5815,3537.4843,58.1623,1.6442,162776561.0,251637272.845
000300.SH,20240402,3580.6759,3593.2206,3596.1903,3568.7539,3595.6466,-14.9707,-0.4164,141272972.0,220207515.543
000300.SH,20240403,3567.8031,3578.6835,3582.4324,3558.874,3580.6759,-12.8728,-0.3595,135592331.0,214222897.58
000300.SH,20240408,3536.4077,3553.5554,3567.82,3535.7688,3567.8031,-31.3954,-0.88,155304283.0,243249251.687
000300.SH,20240409,3533.4871,3533.3849,3543.7141,3518.8601,3536.4077,-2.9206,-0.0826,129670942.0,195893525.575
000300.SH,20240410,3504.7086,3528.9679,3531.2295,3490.0525,3533.4871,-28.7785,-0.8145,128790274.0,199754768.626
000300.SH,20240411,3504.2447,3485.0294,3520.5893,3484.9252,3504.7086,-0.4639,-0.0132,126534395.0,200293481.886
000300.SH,20240412,3475.8389,3505.7499,3516.6988,3470.0611,3504.2447,-28.4058,-0.8106,128921116.0,208566204.703
000300.SH,20240415,3549.0759,3473.5047,3552.4125,3473.5047,3475.8389,73.237,2.107,183941250.0,267472484.531
000300.SH,20240416,3511.1146,3533.3636,3545.5034,3503.6158,3549.0759,-37.9613,-1.0696,176153065.0,253315972.272
000300.SH,20240417,3565.403,3509.1318,3565.9389,3498.0324,3511.1146,54.2884,1.5462,168466398.0,244987812.753
000300.SH,20240418,3569.8018,3550.5562,3602.7902,3547.5996,3565.403,4.3988,0.1234,178574105.0,261329927.268
000300.SH,20240419,3541.6619,3550.6087,3560.9492,3529.3237,3569.8018,-28.1399,-0.7883,147281505.0,226229520.121
000300.SH,20240422,3530.9045,3536.1844,3558.1642,3528.0186,3541.6619,-10.7574,-0.3037,150579042.0,229511183.118
000300.SH,20240423,3506.2249,3525.6681,3533.7584,3499.9838,3530.9045,-24.6796,-0.699,143113504.0,213257232.211
000300.SH,20240424,3521.6219,3514.0108,3524.537,3495.6494,3506.2249,15.397,0.4391,121739851.0,195299919.746
000300.SH,20240425,3530.2813,3510.6396,3543.9699,3505.1999,3521.6219,8.6594,0.2459,115187722.0,184524622.001
000300.SH,20240426,3584.2686,3531.9647,3588.4003,3531.9647,3530.2813,53.9873,1.5293,197216133.0,308045062.251
000300.SH,20240429,3623.9124,3584.5427,3645.8229,3578.7597,3584.2686,39.6438,1.106,222721381.0,358709708.838
000300.SH,20240430,3604.3943,3619.2586,3630.7092,3604.3943,3623.9124,-19.5181,-0.5386,191296899.0,286674161.758
000300.SH,20240506,3657.8767,3654.0485,3668.2565,3645.738,3604.3943,53.4824,1.4838,208018007.0,333270472.13
000300.SH,20240507,3659.0076,3657.0007,3665.684,3648.376,3657.8767,1.1309,0.0309,164834286.0,247368347.983
000300.SH,20240508,3630.2233,3650.7484,3650.9355,3628.6984,3659.0076,-28.7843,-0.7867,130035336.0,199923460.35
000300.SH,20240509,3664.561,3630.4142,3669.7593,3630.4142,3630.2233,34.3377,0.9459,146559017.0,232694927.941
000300.SH,20240510,3666.2771,3669.0869,3674.6088,3641.7639,3664.561,1.7161,0.0468,150720536.0,233730562.075
000300.SH,20240513,3664.6907,3646.3491,3673.6211,3634.6049,3666.2771,-1.5864,-0.0433,157267455.0,249688465.073
000300.SH,20240514,3657.0454,3668.2254,3675.776,3646.7092,3664.6907,-7.6453,-0.2086,133406490.0,214643548.214
000300.SH,20240515,3626.0559,3651.0536,3656.5277,3624.002,3657.0454,-30.9895,-0.8474,123522764.0,191480969.435
000300.SH,20240516,3640.3592,3636.6007,3657.4831,3626.334,3626.0559,14.3033,0.3945,154630503.0,240288953.464
000300.SH,20240517,3677.9696,3638.5613,3677.9696,3627.447,3640.3592,37.6104,1.0332,164570417.0,247729525.192
000300.SH,20240520,3690.9623,3682.0615,3703.0287,3677.4426,3677.9696,12.9927,0.3533,184609423.0,279971341.52
000300.SH,20240521,3676.1611,3682.2868,3684.6106,3665.1524,3690.9623,-14.8012,-0.401,130678283.0,196575354.878
000300.SH,20240522,3684.451,3675.6471,3691.8804,3667.0885,3676.1611,8.2899,0.2255,151914605.0,230839373.505
000300.SH,20240523,3641.7917,3672.8403,3674.3654,3633.5051,3684.451,-42.6593,-1.1578,142572990.0,214205039.031
000300.SH,20240524,3601.4754,3630.827,3650.8734,3599.6678,3641.7917,-40.3163,-1.107,124791177.0,195344742.156
000300.SH,20240527,3635.7079,3606.645,3638.1514,3603.7131,3601.4754,34.2325,0.9505,131272644.0,206143742.536
000300.SH,20240528,3609.1724,3633.2535,3638.9703,3605.9213,3635.7079,-26.5355,-0.7299,123532238.0,184381267.979
000300.SH,20240529,3613.5223,3609.0708,3633.1971,3602.8198,3609.1724,4.3499,0.1205,115906321.0,179072813.278
000300.SH,20240530,3594.3121,3607.0522,3624.0352,3586.7543,3613.5223,-19.2102,-0.5316,122602995.0,193069647.051
000300.SH,20240531,3579.9247,3599.8196,3614.6439,3579.9247,3594.3121,-14.3874,-0.4003,112462019.0,180707602.932
000300.SH,20240603,3588.7483,3577.3798,3600.6044,3567.8713,3579.9247,8.8236,0.2465,141054591.0,222756928.174
000300.SH,20240604,3615.6714,3583.8104,3622.5012,3580.2771,3588.7483,26.9231,0.7502,124545096.0,195790966.234
000300.SH,20240605,3594.7936,3610.3601,3623.3232,3594.1056,3615.6714,-20.8778,-0.5774,110906766.0,182639598.875
000300.SH,20240606,3592.2454,3602.1554,3625.0109,3584.171,3594.7936,-2.5482,-0.0709,137893517.0,226764072.639
000300.SH,20240607,3574.1143,3594.6335,3603.0698,3552.0853,3592.2454,-18.1311,-0.5047,131103026.0,213001530.098
000300.SH,20240611,3542.8771,3555.8186,3565.3113,3525.8945,3574.1143,-31.2372,-0.874,134522306.0,219282337.214
000300.SH,20240612,3544.1225,3539.0947,3551.1706,3531.5657,3542.8771,1.2454,0.0352,122813729.0,200722600.631
000300.SH,20240613,3526.1306,3548.2162,3551.0771,3520.1802,3544.1225,-17.9919,-0.5077,123245462.0,214792338.449
000300.SH,20240614,3541.5331,3514.7998,3547.1473,3503.5233,3526.1306,15.4025,0.4368,171516942.0,283768816.845
000300.SH,20240617,3536.1986,3521.4365,3540.7932,3520.7381,3541.5331,-5.3345,-0.1506,137433438.0,232293851.894
000300.SH,20240618,3545.5902,3533.4875,3551.7085,3532.7845,3536.1986,9.3916,0.2656,123671838.0,208824124.156
000300.SH,20240619,3528.749,3543.3599,3543.3599,3524.8449,3545.5902,-16.8412,-0.475,106642797.0,184790298.729
000300.SH,20240620,3503.2817,3525.1687,3533.9865,3500.131,3528.749,-25.4673,-0.7217,111617396.0,186515776.575
000300.SH,20240621,3495.6198,3496.3428,3505.5123,3473.8283,3503.2817,-7.6619,-0.2187,109186615.0,182736735.067
000300.SH,20240624,3476.8102,3473.6392,3505.7752,3471.2164,3495.6198,-18.8096,-0.5381,117990184.0,195787549.314
000300.SH,20240625,3457.9023,3475.1648,3483.2189,3440.6464,3476.8102,-18.9079,-0.5438,118448118.0,190886336.762
000300.SH,20240626,3480.2648,3451.5389,3487.3964,3442.2982,3457.9023,22.3625,0.6467,105898861.0,171538111.702
000300.SH,20240627,3454.1175,3467.2888,3471.1423,3452.5775,3480.2648,-26.1473,-0.7513,114918101.0,174112508.796
000300.SH,20240628,3461.657,3443.6744,3484.678,3443.6744,3454.1175,7.5395,0.2183,135409153.0,205118806.812
000300.SH,20240701,3478.1827,3458.2636,3479.9548,3443.8086,3461.657,16.5257,0.4774,121829770.0,188018227.775
000300.SH,20240702,3471.7857,3472.4527,3488.3189,3464.5237,3478.1827,-6.397,-0.1839,121650121.0,186104752.422
000300.SH,20240703,3463.4141,3471.5556,3478.7047,3454.9942,3471.7857,-8.3716,-0.2411,103857108.0,163035359.363
000300.SH,20240704,3445.8128,3468.2958,3483.3098,3444.928,3463.4141,-17.6013,-0.5082,104429909.0,159477153.57
000300.SH,20240705,3431.0605,3443.3588,3451.0386,3399.6693,3445.8128,-14.7523,-0.4281,116609659.0,181416567.403
000300.SH,20240708,3401.7604,3420.8033,3428.0418,3395.9123,3431.0605,-29.3001,-0.854,115528218.0,177559765.828
000300.SH,20240709,3439.8111,3396.8044,3448.9279,3384.8086,3401.7604,38.0507,1.1186,131629443.0,215048837.82
000300.SH,20240710,3428.9657,3425.8818,3447.505,3423.6483,3439.8111,-10.8454,-0.3153,127203456.0,198149476.849
000300.SH,20240711,3468.169,3451.0442,3473.9837,3438.118,3428.9657,39.2033,1.1433,145892466.0,237551298.482
000300.SH,20240712,3472.4014,3459.9564,3479.0958,3457.3633,3468.169,4.2324,0.122,130874589.0,205055553.856
000300.SH,20240715,3476.2467,3462.6113,3481.4613,3460.7915,3472.4014,3.8453,0.1107,118517083.0,171584915.38
000300.SH,20240716,3498.2827,3466.8523,3500.2943,3464.3655,3476.2467,22.036,0.6339,120659017.0,200456285.078
000300.SH,20240717,3501.5836,3494.209,3514.4753,3486.2229,3498.2827,3.3009,0.0944,131802062.0,222830802.528
000300.SH,20240718,3520.931,3483.2975,3522.7995,3475.7236,3501.5836,19.3474,0.5525,123768199.0,215783795.703
000300.SH,20240719,3539.0156,3500.8052,3545.3383,3493.0734,3520.931,18.0846,0.5136,132447975.0,228065104.129
000300.SH,20240722,3514.9249,3538.4012,3540.1874,3494.0143,3539.0156,-24.0907,-0.6807,132126337.0,217457320.404
000300.SH,20240723,3439.8779,3509.7887,3509.7887,3439.8779,3514.9249,-75.047,-2.1351,128897660.0,202857560.169
000300.SH,20240724,3418.1663,3432.3459,3451.4196,3408.4129,3439.8779,-21.7116,-0.6312,127036263.0,184884499.787
000300.SH,20240725,3399.2716,3404.611,3415.8557,3383.7991,3418.1663,-18.8947,-0.5528,131022242.0,190131464.835
000300.SH,20240726,3409.2931,3403.7084,3420.8201,3388.6601,3399.2716,10.0215,0.2948,124195558.0,187853329.5
000300.SH,20240729,3390.742,3404.3663,3408.5024,3388.8444,3409.2931,-18.5511,-0.5441,109787786.0,166697103.823
000300.SH,20240730,3369.3821,3380.6893,3380.6893,3352.8043,3390.742,-21.3599,-0.6299,104952164.0,165442824.49
000300.SH,20240731,3442.0844,3364.0268,3445.0042,3364.0268,3369.3821,72.7023,2.1577,171959177.0,258249147.336
000300.SH,20240801,3419.2666,3443.1397,3448.3361,3419.1872,3442.0844,-22.8178,-0.6629,136323464.0,206038002.518
000300.SH,20240802,3384.3919,3393.9167,3419.1023,3380.9645,3419.2666,-34.8747,-1.0199,116615255.0,179671192.428
000300.SH,20240805,3343.3205,3362.1117,3409.0314,3343.3205,3384.3919,-41.0714,-1.2136,142812516.0,223631266.563
