股票,CAPM_α,CAPM_β(mkt),CAPM_α_p值,CAPM_R²,二因子_α,二因子_β(mkt),二因子_β(pe),二因子_α_p值,二因子_β(pe)_p值,二因子_R²,α变化,R²提升,_alpha_2f,alpha_rank
贵州茅台,0.000990353619884973,1.1114911163772523,0.030628350335926924,0.35607848660084374,0.000666440320546133,1.1110017186460848,0.0007162852446654071,0.48715769578742363,0.7007105747003024,0.35615706826628724,-0.00032391329933884007,7.858166544350009e-05,0.000666440320546133,1
中国石油,-0.00029692212870529504,0.6533654480387003,0.41205925898404727,0.23402681273229897,-0.0015028272627135586,0.6532663399328638,0.0018181529500058472,0.290218121329613,0.3801017392677015,0.23451412965963092,-0.0012059051340082634,0.00048731692733194887,-0.0015028272627135586,5
五粮液,0.0009997647889417275,1.4266786018507078,0.07596710013052611,0.375781046974879,0.0005609615459071799,1.4257262655425114,0.0011452854469544338,0.5996848332379641,0.6290383918758433,0.375901375818674,-0.00043880324303454754,0.00012032884379498121,0.0005609615459071799,2
泸州老窖,0.001334910104371555,1.4539790483870711,0.04254660149756972,0.31425918495475613,-0.00025327228857208254,1.4524607759513717,0.0043946133635279225,0.8372212165383541,0.12798632080836142,0.31557036024368035,-0.0015881823929436375,0.0013111752889242156,-0.00025327228857208254,3
招商银行,0.0002898563607962127,1.1026285070308806,0.4944448892157509,0.3878078709286027,-0.0021032280094440904,1.0994563620312683,0.004493793579471779,0.06423920468019186,0.023307359926383876,0.39040458163730696,-0.002393084370240303,0.002596710708704264,-0.0021032280094440904,6
美的集团,0.00019406958737912424,1.1133793606230178,0.692042060598097,0.3262046737686338,-0.0014029897100760768,1.1104833726611552,0.003953878803348675,0.17184185869506977,0.07688793192034388,0.32794437635569496,-0.0015970592974552012,0.0017397025870611316,-0.0014029897100760768,4
