date,portfolio_value,action,holding,cash,market_value,cum_return,market_cum_return,peak,drawdown
2023-11-15,860040.8364740001,hold,招商银行,6.676474000097869,983774.184761764,-0.1399591635259999,-0.016225815238235963,1001508.5964740001,-0.14125466371238743
2023-11-16,857233.9364740001,hold,招商银行,6.676474000097869,976759.9427363339,-0.14276606352599985,-0.02324005726366607,1001508.5964740001,-0.14405733561144277
2023-11-17,851339.446474,hold,招商银行,6.676474000097869,977861.2015611635,-0.14866055352600005,-0.022138798438836482,1001508.5964740001,-0.149942946599459
2023-11-20,858356.696474,hold,招商银行,6.676474000097869,982328.4744078822,-0.14164330352599996,-0.01767152559211782,1001508.5964740001,-0.14293626685182073
2023-11-21,854146.3464740001,hold,招商银行,6.676474000097869,982204.799693064,-0.14585365352599988,-0.017795200306936043,1001508.5964740001,-0.14714027470040356
2023-11-22,846567.7164740001,hold,招商银行,6.676474000097869,974418.1269546079,-0.1534322835259999,-0.025581873045392056,1001508.5964740001,-0.1547074888278529
2023-11-23,846006.3364740001,hold,招商银行,6.676474000097869,980259.3640936222,-0.15399366352599986,-0.019740635906377757,1001508.5964740001,-0.15526802320766395
2023-11-24,842076.6764740001,hold,招商银行,6.676474000097869,973573.1498000139,-0.15792332352599991,-0.02642685019998614,1001508.5964740001,-0.15919176386634143
2023-11-27,825235.2764740001,hold,招商银行,6.676474000097869,970604.860598779,-0.17476472352599992,-0.02939513940122096,1001508.5964740001,-0.17600779526067328
2023-11-28,818498.7164740001,hold,招商银行,6.676474000097869,972799.2784030205,-0.18150128352599992,-0.027200721596979505,1001508.5964740001,-0.18273420781840594
2023-11-29,808393.8764740002,hold,招商银行,6.676474000097869,967399.2427252822,-0.19160612352599982,-0.032600757274717784,1001508.5964740001,-0.19282382665500503
2023-11-30,808113.1864740001,hold,招商银行,6.676474000097869,969955.7524333793,-0.1918868135259999,-0.03004424756662072,1001508.5964740001,-0.19310409384491062
2023-12-01,793236.6164740002,hold,招商银行,6.676474000097869,970584.2428104428,-0.20676338352599988,-0.029415757189557135,1001508.5964740001,-0.2079582549099037
2023-12-04,788184.196474,hold,招商银行,6.676474000097869,967791.8771292509,-0.21181580352600005,-0.032208122870749145,1001508.5964740001,-0.2130030643282034
2023-12-05,772184.8664740002,hold,招商银行,6.676474000097869,951586.4555729561,-0.2278151335259998,-0.04841354442704382,1001508.5964740001,-0.22897829415281848
2023-12-06,779202.1164740002,hold,招商银行,6.676474000097869,950509.9444971698,-0.22079788352599983,-0.049490055502830144,1001508.5964740001,-0.2219716144051802
2023-12-07,780605.5664740001,hold,招商银行,6.676474000097869,949636.7939672094,-0.21939443352599985,-0.05036320603279054,1001508.5964740001,-0.2205702784556526
2023-12-08,771904.1764740001,hold,招商银行,6.676474000097869,950710.3596446621,-0.22809582352599989,-0.049289640355337894,1001508.5964740001,-0.22925856134272407
2023-12-11,779202.1164740002,hold,招商银行,6.676474000097869,957714.9971103081,-0.22079788352599983,-0.042285002889691836,1001508.5964740001,-0.2219716144051802
2023-12-12,787342.1264740002,hold,招商银行,6.676474000097869,961556.5969174998,-0.21265787352599985,-0.03844340308250016,1001508.5964740001,-0.21384386589791982
2023-12-13,764044.856474,hold,招商银行,6.676474000097869,950454.6222328143,-0.235955143526,-0.049545377767185705,1001508.5964740001,-0.23710604266007898
2023-12-14,758711.7464740002,hold,招商银行,6.676474000097869,947325.1365032052,-0.2412882535259998,-0.052674863496794844,1001508.5964740001,-0.24243111926828392
2023-12-15,764325.5464740001,hold,招商银行,6.676474000097869,942065.4234439108,-0.23567445352599992,-0.057934576556089246,1001508.5964740001,-0.2368257754701734
2023-12-18,765728.9964740002,hold,招商银行,6.676474000097869,938302.613042147,-0.23427100352599983,-0.061697386957852984,1001508.5964740001,-0.23542443952064568
2023-12-19,766009.6864740001,hold,招商银行,6.676474000097869,938810.7582851175,-0.23399031352599986,-0.0611892417148826,1001508.5964740001,-0.2351441723307402
2023-12-20,759553.8164740001,hold,招商银行,6.676474000097869,929116.1717607756,-0.2404461835259999,-0.07088382823922434,1001508.5964740001,-0.2415903176985674
2023-12-21,777798.6664740001,hold,招商银行,6.676474000097869,934432.3916467992,-0.2222013335259999,-0.06556760835320086,1001508.5964740001,-0.22337295035470794
2023-12-22,774991.7664740001,hold,招商银行,6.676474000097869,933171.0888407694,-0.22500823352599997,-0.06682891115923062,1001508.5964740001,-0.22617562225376325
2023-12-25,772746.2464740002,hold,招商银行,6.676474000097869,934463.6704964956,-0.22725375352599986,-0.06553632950350441,1001508.5964740001,-0.2284177597730074
