stock_name,code,start_date,end_date,price_obs,return_obs,price_mean,price_variance,price_adf_stat,price_p_value,price_critical_5pct,price_stationarity,return_mean,return_variance,return_adf_stat,return_p_value,return_critical_5pct,return_stationarity
兴蓉环境,000598.SZ,2024-01-02,2024-12-31,242,241,7.033966942148759,0.49360411508521645,-1.9688894460798303,0.3003783289444527,-2.873608704758507,非平稳,0.0010733692440606526,0.0004316523557331567,-16.40872933459766,2.595982922863351e-29,-2.8736593200231484,平稳
招商银行,600036.SH,2024-01-02,2024-12-31,242,241,34.01615702479339,8.919249485614348,-1.8949133018176472,0.3344578249688638,-2.8738137461081323,非平稳,0.0014694342178840653,0.0002551203691479055,-6.146056998414948,7.762427554708287e-08,-2.8738137461081323,平稳
贵州茅台,600519.SH,2024-01-02,2024-12-31,242,241,1569.6014462809917,13490.326865534445,-2.336782751499412,0.1603790099020433,-2.8737103617125186,非平稳,-0.0004167346109558516,0.0002965615530925848,-7.278896708246078,1.5186291530066362e-10,-2.873972159235721,平稳
工商银行,601398.SH,2024-01-02,2024-12-31,242,241,5.72409090909091,0.23572634854771785,-1.2701139264659793,0.6427319380018259,-2.873972159235721,非平稳,0.0015264952622686908,0.0001756807096757653,-5.07126683761058,1.6008990654785784e-05,-2.8741347158661448,平稳
中国石油,601857.SH,2024-01-02,2024-12-31,242,241,8.986570247933884,0.9125827937999383,-2.175482868791801,0.2152637728888523,-2.873608704758507,非平稳,0.0009328747420495013,0.00045978372381650647,-14.978628373345153,1.1710739508221227e-27,-2.8736593200231484,平稳
