date,code,close,volume,amount,name,display_code,log_return
2024-07-25,sz.000598,8.41,66578800,555411668.3,兴蓉环境,000598.SZ,0.03140354673208501
2024-07-26,sz.000598,8.21,28970260,239217821.52,兴蓉环境,000598.SZ,-0.024068550520519594
2024-07-29,sz.000598,8.1,23224863,187838469.19,兴蓉环境,000598.SZ,-0.013488861785943662
2024-07-30,sz.000598,8.17,24499196,198691893.05,兴蓉环境,000598.SZ,0.008604847193518061
2024-07-31,sz.000598,8.0,30508686,244735808.21,兴蓉环境,000598.SZ,-0.02102736719207554
2024-08-01,sz.000598,8.02,23325147,187550742.41,兴蓉环境,000598.SZ,0.0024968801985871814
2024-08-02,sz.000598,8.12,25964514,209325331.94,兴蓉环境,000598.SZ,0.01239173229516366
2024-08-05,sz.000598,8.0,24789657,198994955.94,兴蓉环境,000598.SZ,-0.014888612493750841
2024-08-06,sz.000598,7.84,40667587,318646541.98,兴蓉环境,000598.SZ,-0.020202707317519497
2024-08-07,sz.000598,7.81,21079051,165067060.35,兴蓉环境,000598.SZ,-0.003833870510721482
2024-08-08,sz.000598,8.03,23999401,191534239.32,兴蓉环境,000598.SZ,0.027779564107075494
2024-08-09,sz.000598,7.88,13434500,106401922.0,兴蓉环境,000598.SZ,-0.018856624088882334
2024-08-12,sz.000598,7.93,13961619,110480627.66,兴蓉环境,000598.SZ,0.0063251317769688065
2024-08-13,sz.000598,7.9,10644450,84102913.5,兴蓉环境,000598.SZ,-0.0037902761737806934
2024-08-14,sz.000598,7.97,19002053,151981269.41,兴蓉环境,000598.SZ,0.008821733329147818
2024-08-15,sz.000598,8.02,15964800,127538582.0,兴蓉环境,000598.SZ,0.00625392907629907
2024-08-16,sz.000598,7.91,23749381,187310367.57,兴蓉环境,000598.SZ,-0.01381064009886046
2024-08-19,sz.000598,7.97,11868209,94140207.36,兴蓉环境,000598.SZ,0.007556711022561391
2024-08-20,sz.000598,7.89,18612330,146390231.54,兴蓉环境,000598.SZ,-0.010088357944340931
2024-08-21,sz.000598,7.89,13303677,104568510.15,兴蓉环境,000598.SZ,0.0
2024-08-22,sz.000598,8.02,15236370,121762937.32,兴蓉环境,000598.SZ,0.01634228702064
2024-08-23,sz.000598,7.76,23596146,184386981.83,兴蓉环境,000598.SZ,-0.03295608768329572
2024-08-26,sz.000598,7.4,50329840,374899760.35,兴蓉环境,000598.SZ,-0.04750233398500292
2024-08-27,sz.000598,7.36,25463028,187743472.86,兴蓉环境,000598.SZ,-0.005420067469339429
2024-08-28,sz.000598,6.71,80250218,544339224.49,兴蓉环境,000598.SZ,-0.09246098175719442
2024-08-29,sz.000598,6.7,37370424,248958770.28,兴蓉环境,000598.SZ,-0.0014914245866699538
2024-08-30,sz.000598,6.7,36286540,244181402.35,兴蓉环境,000598.SZ,0.0
2024-09-02,sz.000598,6.6,36525506,242438081.7,兴蓉环境,000598.SZ,-0.015037877364540764
2024-09-03,sz.000598,6.49,36037836,233192342.17,兴蓉环境,000598.SZ,-0.016807118316381153
2024-09-04,sz.000598,6.45,19799322,127353874.7,兴蓉环境,000598.SZ,-0.006182399908317482
2024-09-05,sz.000598,6.47,14542700,93837890.0,兴蓉环境,000598.SZ,0.003095977705128039
2024-09-06,sz.000598,6.51,24703499,160661133.66,兴蓉环境,000598.SZ,0.006163347707668798
2024-09-09,sz.000598,6.36,24401891,156688289.79,兴蓉环境,000598.SZ,-0.023311078868447188
2024-09-10,sz.000598,6.32,16685155,105334255.7,兴蓉环境,000598.SZ,-0.00630916919326463
2024-09-11,sz.000598,6.24,23280132,145182487.98,兴蓉环境,000598.SZ,-0.012739025777429802
2024-09-12,sz.000598,6.31,14370089,90451063.06,兴蓉环境,000598.SZ,0.011155494171785518
2024-09-13,sz.000598,6.36,15473049,98772122.26,兴蓉环境,000598.SZ,0.007892700798908914
2024-09-18,sz.000598,6.4,15303740,97195778.29,兴蓉环境,000598.SZ,0.006269613013595521
2024-09-19,sz.000598,6.37,18525719,117860248.12,兴蓉环境,000598.SZ,-0.004698520781554194
2024-09-20,sz.000598,6.07,55206523,338275621.23,兴蓉环境,000598.SZ,-0.04824086451266507
2024-09-23,sz.000598,6.22,34483970,211903175.16,兴蓉环境,000598.SZ,0.024411301679680975
2024-09-24,sz.000598,6.57,37893894,244841705.88,兴蓉环境,000598.SZ,0.05474392574543119
2024-09-25,sz.000598,6.79,43903147,297889957.3,兴蓉环境,000598.SZ,0.032937109074085535
2024-09-26,sz.000598,6.7,44564256,295276963.73,兴蓉环境,000598.SZ,-0.013343415173684203
2024-09-27,sz.000598,6.7,91347580,605993343.62,兴蓉环境,000598.SZ,0.0
2024-09-30,sz.000598,7.26,101287458,709260216.54,兴蓉环境,000598.SZ,0.08027230243978423
2024-10-08,sz.000598,7.4,109000824,826711299.11,兴蓉环境,000598.SZ,0.019100171373419572
2024-10-09,sz.000598,7.15,62098063,455744966.84,兴蓉环境,000598.SZ,-0.034367643504207956
2024-10-10,sz.000598,7.48,75965565,570284998.13,兴蓉环境,000598.SZ,0.045120435280469495
2024-10-11,sz.000598,7.26,29656738,217851026.53,兴蓉环境,000598.SZ,-0.02985296314968111
2024-10-14,sz.000598,7.57,41246496,311434489.66,兴蓉环境,000598.SZ,0.04181323861265285
2024-10-15,sz.000598,7.29,28521328,211729264.89,兴蓉环境,000598.SZ,-0.03768952142879067
2024-10-16,sz.000598,7.68,57803765,439387663.28,兴蓉环境,000598.SZ,0.052116001139014045
2024-10-17,sz.000598,7.2,79370070,580694045.09,兴蓉环境,000598.SZ,-0.0645385211375713
2024-10-18,sz.000598,7.2,53437723,380389759.52,兴蓉环境,000598.SZ,0.0
2024-10-21,sz.000598,7.3,44390361,320617231.96,兴蓉环境,000598.SZ,0.013793322132335861
2024-10-22,sz.000598,7.49,44723716,334860916.28,兴蓉环境,000598.SZ,0.025694449374782824
2024-10-23,sz.000598,7.55,26698839,200855252.77,兴蓉环境,000598.SZ,0.007978765731805115
2024-10-24,sz.000598,7.55,18664090,140840097.62,兴蓉环境,000598.SZ,0.0
2024-10-25,sz.000598,7.64,38151858,290472858.66,兴蓉环境,000598.SZ,0.011850039917495447
2024-10-28,sz.000598,7.71,31602388,239820517.11,兴蓉环境,000598.SZ,0.009120584396809406
2024-10-29,sz.000598,7.46,29660845,223732948.91,兴蓉环境,000598.SZ,-0.032962773359568764
2024-10-30,sz.000598,7.35,26107968,192352748.21,兴蓉环境,000598.SZ,-0.014855100990924353
2024-10-31,sz.000598,7.38,22898591,168917242.43,兴蓉环境,000598.SZ,0.00407332538763594
2024-11-01,sz.000598,7.25,27933573,204322333.72,兴蓉环境,000598.SZ,-0.01777216974579776
2024-11-04,sz.000598,7.28,19220108,138939803.12,兴蓉环境,000598.SZ,0.004129393342011234
2024-11-05,sz.000598,7.36,27351322,200688745.93,兴蓉环境,000598.SZ,0.010929070532190277
2024-11-06,sz.000598,7.38,31933264,239229095.46,兴蓉环境,000598.SZ,0.0027137058715962503
2024-11-07,sz.000598,7.57,28715622,216396853.3,兴蓉环境,000598.SZ,0.025419428836976454
2024-11-08,sz.000598,7.4,35285467,262471059.45,兴蓉环境,000598.SZ,-0.022713067239233276
2024-11-11,sz.000598,7.7,49243994,373504956.75,兴蓉环境,000598.SZ,0.039740328649513934
2024-11-12,sz.000598,7.5,27101969,205019112.12,兴蓉环境,000598.SZ,-0.026317308317373556
2024-11-13,sz.000598,7.53,18535506,138307904.45,兴蓉环境,000598.SZ,0.00399202126953746
2024-11-14,sz.000598,7.3,21729790,160527716.1,兴蓉环境,000598.SZ,-0.031020693657456633
2024-11-15,sz.000598,7.23,20085360,146822661.6,兴蓉环境,000598.SZ,-0.009635311983672068
2024-11-18,sz.000598,7.35,28384157,209263875.19,兴蓉环境,000598.SZ,0.016461277054071743
2024-11-19,sz.000598,7.41,22240978,163988762.0,兴蓉环境,000598.SZ,0.008130126083250477
2024-11-20,sz.000598,7.52,18159852,135530646.92,兴蓉环境,000598.SZ,0.014735698653752571
2024-11-21,sz.000598,7.43,15919830,118614035.06,兴蓉环境,000598.SZ,-0.012040279232080398
2024-11-22,sz.000598,7.16,25128261,182683487.32,兴蓉环境,000598.SZ,-0.03701587775711346
2024-11-25,sz.000598,7.15,18276458,130807645.56,兴蓉环境,000598.SZ,-0.0013976242666380312
2024-11-26,sz.000598,7.1,12996160,92167647.2,兴蓉环境,000598.SZ,-0.007017572658646554
2024-11-27,sz.000598,7.17,23458862,165853769.38,兴蓉环境,000598.SZ,0.009810870564259222
2024-11-28,sz.000598,7.09,24883623,175973164.96,兴蓉环境,000598.SZ,-0.01122031406749291
2024-11-29,sz.000598,7.05,22440037,158911698.86,兴蓉环境,000598.SZ,-0.005657723719858732
2024-12-02,sz.000598,7.04,18453764,130011898.92,兴蓉环境,000598.SZ,-0.0014194466542263307
2024-12-03,sz.000598,7.14,24510216,173247663.92,兴蓉环境,000598.SZ,0.014104606181541968
2024-12-04,sz.000598,7.11,16673074,118725011.91,兴蓉环境,000598.SZ,-0.004210532536343514
2024-12-05,sz.000598,7.1,11763473,83486751.58,兴蓉环境,000598.SZ,-0.001407459767879704
2024-12-06,sz.000598,7.23,23712868,170716225.97,兴蓉环境,000598.SZ,0.018144252123403648
2024-12-09,sz.000598,7.2,12226928,88088300.12,兴蓉环境,000598.SZ,-0.004158010148663793
2024-12-10,sz.000598,7.13,24115451,173508378.06,兴蓉环境,000598.SZ,-0.009769791595805044
2024-12-11,sz.000598,7.14,12408944,88702635.5,兴蓉环境,000598.SZ,0.0014015419252884076
2024-12-12,sz.000598,7.24,18059995,130003514.95,兴蓉环境,000598.SZ,0.01390843004613207
2024-12-13,sz.000598,7.08,20607050,146889048.98,兴蓉环境,000598.SZ,-0.022347298691996587
2024-12-16,sz.000598,7.21,18032483,129803191.95,兴蓉环境,000598.SZ,0.018195043591229254
2024-12-17,sz.000598,7.16,14908494,107280608.53,兴蓉环境,000598.SZ,-0.006958970324303371
2024-12-18,sz.000598,7.21,20160866,146565323.01,兴蓉环境,000598.SZ,0.006958970324303371
2024-12-19,sz.000598,7.25,18392078,132379200.94,兴蓉环境,000598.SZ,0.005532517569725615
2024-12-20,sz.000598,7.25,24474463,178141600.69,兴蓉环境,000598.SZ,0.0
2024-12-23,sz.000598,7.38,30233250,224078733.16,兴蓉环境,000598.SZ,0.01777216974579776
2024-12-24,sz.000598,7.55,27222746,204345662.93,兴蓉环境,000598.SZ,0.022773924648552324
2024-12-25,sz.000598,7.63,25943200,195592002.96,兴蓉环境,000598.SZ,0.010540282035432114
2024-12-26,sz.000598,7.49,20368008,153328259.6,兴蓉环境,000598.SZ,-0.01851904776723723
2024-12-27,sz.000598,7.66,24624725,186795845.37,兴蓉环境,000598.SZ,0.022443186223371825
2024-12-30,sz.000598,7.65,15437365,118265575.6,兴蓉环境,000598.SZ,-0.0013063359140557118
2024-12-31,sz.000598,7.59,18340302,140377310.2,兴蓉环境,000598.SZ,-0.007874056430905885
2024-01-02,sh.600036,27.58,54219480,1500865547.87,招商银行,600036.SH,
2024-01-03,sh.600036,27.77,43395588,1200383623.7,招商银行,600036.SH,0.006865428953552577
2024-01-04,sh.600036,27.81,63710249,1759101592.9,招商银行,600036.SH,0.0014393669271655085
2024-01-05,sh.600036,28.29,119063315,3376466446.93,招商银行,600036.SH,0.0171127170676022
2024-01-08,sh.600036,28.13,81682070,2305065735.92,招商银行,600036.SH,-0.005671762811710224
2024-01-09,sh.600036,28.17,55866306,1569684230.02,招商银行,600036.SH,0.0014209593865155412
2024-01-10,sh.600036,28.05,45364048,1277638873.09,招商银行,600036.SH,-0.004268949919575604
2024-01-11,sh.600036,28.38,73531826,2082611271.53,招商银行,600036.SH,0.011696039763191113
2024-01-12,sh.600036,28.54,57783201,1652242625.55,招商银行,600036.SH,0.005621940316793861
2024-01-15,sh.600036,28.77,48245229,1383953760.36,招商银行,600036.SH,0.008026565514766215
2024-01-16,sh.600036,29.13,85344024,2469511282.13,招商银行,600036.SH,0.012435393407886686
2024-01-17,sh.600036,29.19,130860146,3843478823.44,招商银行,600036.SH,0.002057613894680177
2024-01-18,sh.600036,29.58,129512645,3762050845.84,招商银行,600036.SH,0.013272272416629871
2024-01-19,sh.600036,29.73,96861623,2865398411.83,招商银行,600036.SH,0.005058179727353007
2024-01-22,sh.600036,30.25,154970267,4691297099.7,招商银行,600036.SH,0.017339547466844074
2024-01-23,sh.600036,29.99,88605552,2661547376.09,招商银行,600036.SH,-0.00863219171593288
2024-01-24,sh.600036,30.09,97489239,2904947629.04,招商银行,600036.SH,0.0033288978810359637
2024-01-25,sh.600036,30.9,123450922,3791899866.25,招商银行,600036.SH,0.02656329326174589
2024-01-26,sh.600036,31.12,100991578,3132788305.06,招商银行,600036.SH,0.0070945154064911975
2024-01-29,sh.600036,31.35,83882433,2632393040.21,招商银行,600036.SH,0.007363567768738921
2024-01-30,sh.600036,31.0,74399913,2316762500.3,招商银行,600036.SH,-0.011227062593783366
2024-01-31,sh.600036,30.71,80894928,2494516011.28,招商银行,600036.SH,-0.009398870032415463
2024-02-01,sh.600036,30.42,85970009,2621519217.61,招商银行,600036.SH,-0.009488047621584172
2024-02-02,sh.600036,30.23,98729165,2986530107.58,招商银行,600036.SH,-0.006265478039779726
2024-02-05,sh.600036,30.71,106397881,3246673368.04,招商银行,600036.SH,0.0157535256613639
2024-02-06,sh.600036,31.33,106215843,3296036540.08,招商银行,600036.SH,0.01998777051136935
2024-02-07,sh.600036,31.31,111051058,3458135329.46,招商银行,600036.SH,-0.0006385696257860118
2024-02-08,sh.600036,31.4,87300436,2728137528.15,招商银行,600036.SH,0.0028703575758934896
2024-02-19,sh.600036,31.62,87549010,2770406837.29,招商银行,600036.SH,0.006981938867118398
2024-02-20,sh.600036,31.4,60640469,1907541533.18,招商银行,600036.SH,-0.006981938867118398
2024-02-21,sh.600036,33.0,152865612,5003152628.47,招商银行,600036.SH,0.04969966855227259
2024-02-22,sh.600036,32.8,75276038,2461009464.75,招商银行,600036.SH,-0.006079046076382433
2024-02-23,sh.600036,32.95,63984872,2118316306.69,招商银行,600036.SH,0.004562745558418513
2024-02-26,sh.600036,32.25,66639018,2163023086.86,招商银行,600036.SH,-0.021473217706734715
2024-02-27,sh.600036,32.18,54349154,1746108592.02,招商银行,600036.SH,-0.00217290167754447
2024-02-28,sh.600036,32.02,68370752,2186677932.37,招商银行,600036.SH,-0.0049844339956686134
2024-02-29,sh.600036,32.04,49892829,1595634178.35,招商银行,600036.SH,0.0006244146315901311
2024-03-01,sh.600036,31.94,42717392,1361853700.99,招商银行,600036.SH,-0.003125979413292068
2024-03-04,sh.600036,31.52,59135015,1868022543.59,招商银行,600036.SH,-0.013236877797188296
2024-03-05,sh.600036,32.18,89402867,2850224114.41,招商银行,600036.SH,0.020722876574558846
2024-03-06,sh.600036,31.87,51610177,1655425115.47,招商银行,600036.SH,-0.009680013134992116
2024-03-07,sh.600036,32.0,51949197,1659111448.5,招商银行,600036.SH,0.0040707743704815336
2024-03-08,sh.600036,31.67,44107117,1399732268.57,招商银行,600036.SH,-0.010366042249178253
2024-03-11,sh.600036,31.48,73853794,2318402185.33,招商银行,600036.SH,-0.006017437001345716
2024-03-12,sh.600036,31.95,76925375,2447163517.3,招商银行,600036.SH,0.01481975727434115
2024-03-13,sh.600036,31.52,46938714,1482651383.69,招商银行,600036.SH,-0.013549915833865445
2024-03-14,sh.600036,31.25,50817498,1595073269.33,招商银行,600036.SH,-0.008602888807267561
2024-03-15,sh.600036,31.18,52078063,1621589212.64,招商银行,600036.SH,-0.0022425125527800738
2024-03-18,sh.600036,31.13,46189770,1436837360.47,招商银行,600036.SH,-0.0016048791761140713
2024-03-19,sh.600036,30.8,54702530,1688506946.37,招商银行,600036.SH,-0.010657294473987555
2024-03-20,sh.600036,31.18,49827225,1544956630.54,招商银行,600036.SH,0.012262173650101627
2024-03-21,sh.600036,31.55,64676108,2040298376.25,招商银行,600036.SH,0.011796725357591686
2024-03-22,sh.600036,31.2,55287852,1722145155.51,招商银行,600036.SH,-0.01115549417178574
2024-03-25,sh.600036,31.35,48375902,1514858504.95,招商银行,600036.SH,0.004796172263493048
2024-03-26,sh.600036,32.4,124430791,4014510510.12,招商银行,600036.SH,0.03294415571935394
2024-03-27,sh.600036,32.3,78208488,2539984050.45,招商银行,600036.SH,-0.0030911925696726072
2024-03-28,sh.600036,32.18,69474492,2242513221.65,招商银行,600036.SH,-0.003722088664373846
2024-03-29,sh.600036,32.2,51400131,1663236764.05,招商银行,600036.SH,0.0006213109861255006
2024-04-01,sh.600036,32.64,57015232,1861582315.82,招商银行,600036.SH,0.013572077545543682
2024-04-02,sh.600036,32.55,53661899,1753251096.99,招商银行,600036.SH,-0.002761161441328319
2024-04-03,sh.600036,32.23,49808163,1612691615.96,招商银行,600036.SH,-0.009879672827231456
2024-04-08,sh.600036,32.4,47729123,1544564957.26,招商银行,600036.SH,0.005260726970937046
2024-04-09,sh.600036,32.31,38477207,1248965234.89,招商银行,600036.SH,-0.0027816429618767735
2024-04-10,sh.600036,32.49,50401372,1638691786.16,招商银行,600036.SH,0.0055555698446023705
2024-04-11,sh.600036,32.3,44374773,1432073800.53,招商银行,600036.SH,-0.005865119452398204
2024-04-12,sh.600036,32.12,47820414,1540845216.23,招商银行,600036.SH,-0.005588341150049914
2024-04-15,sh.600036,32.83,76464473,2503221028.7,招商银行,600036.SH,0.021863842434940217
2024-04-16,sh.600036,32.75,74155610,2429469044.53,招商银行,600036.SH,-0.002439769432240446
2024-04-17,sh.600036,33.3,94821196,3131202073.92,招商银行,600036.SH,0.016654434905137183
2024-04-18,sh.600036,33.65,100657401,3393695785.4,招商银行,600036.SH,0.010455659104338544
2024-04-19,sh.600036,33.62,54038350,1818443520.53,招商银行,600036.SH,-0.0008919281102670595
2024-04-22,sh.600036,33.34,60753507,2034006573.12,招商银行,600036.SH,-0.008363250657821286
2024-04-23,sh.600036,33.38,51245244,1717681681.77,招商银行,600036.SH,0.0011990409110409495
2024-04-24,sh.600036,33.46,44338353,1480785928.64,招商银行,600036.SH,0.0023937773249889105
2024-04-25,sh.600036,34.4,91948180,3136628386.34,招商银行,600036.SH,0.027705868820674606
2024-04-26,sh.600036,34.48,95489883,3292052901.6,招商银行,600036.SH,0.002322881416139566
2024-04-29,sh.600036,34.88,81806412,2854804596.43,招商银行,600036.SH,0.011534153245286838
2024-04-30,sh.600036,34.31,86804180,2982962843.76,招商银行,600036.SH,-0.01647674217042061
2024-05-06,sh.600036,34.88,100070494,3501168455.64,招商银行,600036.SH,0.01647674217042061
2024-05-07,sh.600036,34.87,47384857,1649813220.86,招商银行,600036.SH,-0.0002867383532194623
2024-05-08,sh.600036,34.57,41286158,1434042864.93,招商银行,600036.SH,-0.008640606754026336
2024-05-09,sh.600036,34.84,51239131,1782846432.26,招商银行,600036.SH,0.007779898050769063
2024-05-10,sh.600036,35.62,94036570,3331360840.49,招商银行,600036.SH,0.022141125877213064
2024-05-13,sh.600036,35.91,74780026,2674602937.54,招商银行,600036.SH,0.008108530376476075
2024-05-14,sh.600036,35.34,68777884,2440460308.85,招商银行,600036.SH,-0.016000341346440905
2024-05-15,sh.600036,35.05,67494406,2361226414.76,招商银行,600036.SH,-0.008239853410951348
2024-05-16,sh.600036,36.25,129147553,4659047071.04,招商银行,600036.SH,0.03366376782008462
2024-05-17,sh.600036,36.85,91687944,3342837157.86,招商银行,600036.SH,0.016416237334661687
2024-05-20,sh.600036,36.38,91425000,3337501051.05,招商银行,600036.SH,-0.012836445545369113
2024-05-21,sh.600036,36.24,44599944,1620630879.86,招商银行,600036.SH,-0.0038556919151977453
2024-05-22,sh.600036,36.06,66447739,2398900244.02,招商银行,600036.SH,-0.004979263399607525
2024-05-23,sh.600036,35.5,92458495,3284073836.58,招商银行,600036.SH,-0.015651521293801096
2024-05-24,sh.600036,34.74,87044000,3051224758.14,招商银行,600036.SH,-0.0216409356684113
2024-05-27,sh.600036,35.14,57093814,1997775668.57,招商银行,600036.SH,0.011448321945992213
2024-05-28,sh.600036,34.83,47619058,1660811058.17,招商银行,600036.SH,-0.008860998381041263
2024-05-29,sh.600036,34.57,49104118,1703567317.85,招商银行,600036.SH,-0.00749283044437643
2024-05-30,sh.600036,34.34,55924484,1928489153.71,招商银行,600036.SH,-0.006675398464203841
2024-05-31,sh.600036,34.28,50893248,1752657846.26,招商银行,600036.SH,-0.0017487617397504707
2024-06-03,sh.600036,34.15,60811135,2071791244.88,招商银行,600036.SH,-0.003799507712780148
2024-06-04,sh.600036,34.54,53378842,1840296168.75,招商银行,600036.SH,0.011355486701733586
2024-06-05,sh.600036,33.99,69104122,2359792656.0,招商银行,600036.SH,-0.016051709010507675
2024-06-06,sh.600036,34.0,67724066,2302856624.4,招商银行,600036.SH,0.00029416090813683127
2024-06-07,sh.600036,33.99,67826559,2298090329.67,招商银行,600036.SH,-0.00029416090813683127
2024-06-11,sh.600036,33.36,69044831,2309722312.79,招商银行,600036.SH,-0.018708786217478846
2024-06-12,sh.600036,33.09,51138059,1693037687.68,招商银行,600036.SH,-0.008126455557024848
2024-06-13,sh.600036,32.82,55018421,1808251998.1,招商银行,600036.SH,-0.008193036271576304
2024-06-14,sh.600036,33.81,99167429,3324856784.77,招商银行,600036.SH,0.02971853105785005
2024-06-17,sh.600036,33.73,45768248,1539063151.58,招商银行,600036.SH,-0.0023689676462361753
2024-06-18,sh.600036,33.71,45367539,1538144777.4,招商银行,600036.SH,-0.0005931198275890281
2024-06-19,sh.600036,34.15,58593722,1997678159.05,招商银行,600036.SH,0.01296805677082924
2024-06-20,sh.600036,34.01,39246667,1336247231.5,招商银行,600036.SH,-0.00410798699769499
2024-06-21,sh.600036,33.7,52396280,1765822361.76,招商银行,600036.SH,-0.009156761660787716
2024-06-24,sh.600036,34.07,69258954,2350203463.61,招商银行,600036.SH,0.010919394314559128
2024-06-25,sh.600036,34.3,63816020,2187945493.81,招商银行,600036.SH,0.006728122499018774
2024-06-26,sh.600036,34.06,45263801,1545807548.45,招商银行,600036.SH,-0.007021678937351616
2024-06-27,sh.600036,34.26,55517260,1894891373.41,招商银行,600036.SH,0.005854817661431255
2024-06-28,sh.600036,34.19,52574940,1799951938.95,招商银行,600036.SH,-0.0020452892447639925
2024-07-01,sh.600036,34.36,47223865,1616131282.62,招商银行,600036.SH,0.004959893464845155
2024-07-02,sh.600036,35.08,86877071,3041833255.02,招商银行,600036.SH,0.020738070387927632
2024-07-03,sh.600036,34.46,69137270,2388331234.26,招商银行,600036.SH,-0.017831936404198778
2024-07-04,sh.600036,34.71,69691892,2424281265.78,招商银行,600036.SH,0.007228598773911354
2024-07-05,sh.600036,33.88,96778276,3295568198.62,招商银行,600036.SH,-0.02420296008984124
2024-07-08,sh.600036,33.99,54573002,1855611836.27,招商银行,600036.SH,0.003241493924170946
2024-07-09,sh.600036,34.47,62103701,2124005154.21,招商银行,600036.SH,0.014023016820749135
2024-07-10,sh.600036,34.68,72631424,2524474646.1,招商银行,600036.SH,0.006073771383567017
2024-07-11,sh.600036,32.9,73238896,2411951386.31,招商银行,600036.SH,-0.0526904941410149
2024-07-12,sh.600036,34.0,94490425,3199683546.91,招商银行,600036.SH,0.03288786684483558
2024-07-15,sh.600036,33.78,47460366,1605883747.16,招商银行,600036.SH,-0.006491613236507376
2024-07-16,sh.600036,33.79,45579255,1535668998.29,招商银行,600036.SH,0.00029598934654417874
2024-07-17,sh.600036,34.07,57795422,1964635267.03,招商银行,600036.SH,0.008252330946676878
2024-07-18,sh.600036,34.09,59862717,2036474279.69,招商银行,600036.SH,0.0005868544769365158
2024-07-19,sh.600036,34.25,81007218,2749172009.52,招商银行,600036.SH,0.00468247855842252
2024-07-22,sh.600036,33.34,80820577,2694241974.74,招商银行,600036.SH,-0.02692868738558607
2024-07-23,sh.600036,33.34,53875468,1803269600.31,招商银行,600036.SH,0.0
2024-07-24,sh.600036,33.18,48245294,1604648703.16,招商银行,600036.SH,-0.004810592560349658
2024-07-25,sh.600036,32.83,76207854,2496804672.67,招商银行,600036.SH,-0.010604553248797277
2024-07-26,sh.600036,32.37,60146167,1952156131.98,招商银行,600036.SH,-0.014110663575348514
2024-07-29,sh.600036,32.45,41347533,1343740115.07,招商银行,600036.SH,0.0024683752119463165
2024-07-30,sh.600036,32.42,39078161,1264925928.51,招商银行,600036.SH,-0.0009249268425688406
2024-07-31,sh.600036,32.73,59536965,1948675368.13,招商银行,600036.SH,0.009516572205559015
2024-08-01,sh.600036,32.71,40913881,1332771462.55,招商银行,600036.SH,-0.0006112469627965744
2024-08-02,sh.600036,32.28,38613024,1250037016.64,招商银行,600036.SH,-0.013232998148544617
2024-08-05,sh.600036,32.1,58441984,1884940814.96,招商银行,600036.SH,-0.005591813265777734
2024-08-06,sh.600036,31.7,51438864,1637765271.69,招商银行,600036.SH,-0.012539349252735477
2024-08-07,sh.600036,31.58,39073173,1238023516.35,招商银行,600036.SH,-0.003792672055738855
2024-08-08,sh.600036,31.93,39459978,1252394781.52,招商银行,600036.SH,0.01102199789919478
2024-08-09,sh.600036,32.33,48274847,1561254687.45,招商银行,600036.SH,0.012449585010650743
2024-08-12,sh.600036,32.12,31894321,1023447631.78,招商银行,600036.SH,-0.00651670265878046
2024-08-13,sh.600036,31.94,28237769,902009895.51,招商银行,600036.SH,-0.005619746291694483
2024-08-14,sh.600036,31.86,28244610,901196910.6,招商银行,600036.SH,-0.0025078383049641495
2024-08-15,sh.600036,32.76,73978983,2409557382.79,招商银行,600036.SH,0.027856954502966325
2024-08-16,sh.600036,33.15,41850302,1383877362.28,招商银行,600036.SH,0.01183445764700286
2024-08-19,sh.600036,33.42,42284342,1409948503.16,招商银行,600036.SH,0.008111806535376243
2024-08-20,sh.600036,33.48,42372873,1415473210.51,招商银行,600036.SH,0.0017937224540265362
2024-08-21,sh.600036,33.24,37810105,1254587420.89,招商银行,600036.SH,-0.007194275634026859
2024-08-22,sh.600036,33.3,38286399,1276718683.47,招商银行,600036.SH,0.0018034269991504814
2024-08-23,sh.600036,33.7,46558726,1561509818.1,招商银行,600036.SH,0.011940440371918104
2024-08-26,sh.600036,33.77,35117460,1182990039.64,招商银行,600036.SH,0.0020749970391604755
2024-08-27,sh.600036,33.7,38720857,1308314397.43,招商银行,600036.SH,-0.0020749970391604755
2024-08-28,sh.600036,33.68,41523208,1398682394.05,招商银行,600036.SH,-0.0005936479841901487
2024-08-29,sh.600036,32.93,51638782,1712021359.38,招商银行,600036.SH,-0.02252009298585289
2024-08-30,sh.600036,32.15,111222983,3618077500.26,招商银行,600036.SH,-0.02397164570464483
2024-09-02,sh.600036,31.93,55802065,1787602792.39,招商银行,600036.SH,-0.0068664439569374736
2024-09-03,sh.600036,31.62,50575188,1596269779.96,招商银行,600036.SH,-0.009756174945364737
2024-09-04,sh.600036,31.36,38052590,1198859445.94,招商银行,600036.SH,-0.008256636299118991
2024-09-05,sh.600036,31.2,54206345,1687017960.44,招商银行,600036.SH,-0.005115100666770456
2024-09-06,sh.600036,31.25,38318214,1206615762.41,招商银行,600036.SH,0.0016012813669741277
2024-09-09,sh.600036,30.24,87107347,2641195520.95,招商银行,600036.SH,-0.03285382487107835
2024-09-10,sh.600036,30.19,47602357,1435849554.54,招商银行,600036.SH,-0.0016548075925850725
2024-09-11,sh.600036,30.08,41579376,1249059023.11,招商银行,600036.SH,-0.0036502446371082797
2024-09-12,sh.600036,30.23,41026697,1242374644.99,招商银行,600036.SH,0.004974309709727898
2024-09-13,sh.600036,30.6,49597443,1520857906.32,招商银行,600036.SH,0.012165200166968315
2024-09-18,sh.600036,31.11,41854027,1295345114.35,招商银行,600036.SH,0.016529301951210496
2024-09-19,sh.600036,30.82,45119126,1393040941.69,招商银行,600036.SH,-0.009365481017575839
