date,贵州茅台,泸州老窖,log_maotai,log_laojiao,spread,maotai_return,laojiao_return,pair_return_raw_200pct_gross,pair_return,strategy_return,nav,target_position,executed_position,signal,strategy,trade_flag
2018-02-28,725.62,58.41,6.5870264618168735,4.067487108052218,2.5195393537646558,-0.01674842136643273,-0.027958062905641623,0.011209641539208892,0.005604820769604446,-0.027958062905641623,0.8879598662207357,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-01,741.97,59.46,6.609308811083168,4.085303817569952,2.5240049935132163,0.0225324550039967,0.017976373908577425,0.004556081095419273,0.0022780405477096366,0.017976373908577425,0.90392216479173,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-02,736.41,59.69,6.601787028843038,4.089164502180559,2.5126225266624793,-0.007493564429828736,0.0038681466532122233,-0.01136171108304096,-0.00568085554152048,0.0038681466532122233,0.9074186682882335,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-05,720.11,57.7,6.579403978118543,4.055257173514054,2.524146804604489,-0.022134408821172902,-0.0333389177416652,0.011204508920492295,0.005602254460246148,-0.0333389177416652,0.8771663119489207,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-06,718.26,57.88,6.576831620491333,4.058371901763283,2.5184597187280504,-0.0025690519503964726,0.0031195840554592014,-0.005688636005855674,-0.002844318002927837,0.0031195840554592014,0.8799027059896625,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-07,710.04,58.0,6.565321306476603,4.060443010546419,2.504878295930184,-0.011444323782474397,0.0020732550103661485,-0.013517578792840546,-0.006758789396420273,0.0020732550103661485,0.8817269686834903,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-08,722.76,59.34,6.58307721684363,4.083283614862676,2.4997936019809535,0.017914483691059635,0.023103448275862082,-0.005188964584802447,-0.0025944822924012234,0.023103448275862082,0.902097902097902,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-09,728.2,59.82,6.590575735741333,4.091340053201802,2.499235682539531,0.00752670319331461,0.008088978766430666,-0.0005622755731160556,-0.0002811377865580278,0.008088978766430666,0.9093949528732136,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-12,723.95,59.06,6.58472232922743,4.078553876315777,2.5061684529116537,-0.005836308706399396,-0.012704781009695743,0.006868472303296347,0.0034342361516481734,-0.012704781009695743,0.8978412891456369,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-13,710.35,58.04,6.565757806318086,4.061132428015987,2.504625378302099,-0.018785827750535278,-0.01727057229935669,-0.0015152554511785876,-0.0007576277255892938,-0.01727057229935669,0.8823350562480995,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-14,726.88,60.25,6.588761402011093,4.098502572370764,2.4902588296403287,0.023270218906172868,0.03807718814610617,-0.014806969239933299,-0.007403484619966649,0.03807718814610617,0.9159318941927636,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-15,746.47,61.8,6.615355428629842,4.123903364463645,2.4914520641661966,0.026950803433854364,0.025726141078838083,0.0012246623550162816,0.0006123311775081408,0.025726141078838083,0.939495287321374,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-16,739.85,60.78,6.606447462948544,4.107260787488647,2.499186675459897,-0.008868407303709414,-0.01650485436893201,0.007636447065222596,0.003818223532611298,-0.01650485436893201,0.9239890544238368,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-19,753.48,60.96,6.624702474914018,4.110217911378391,2.5144845635356274,0.018422653240521614,0.0029615004935834577,0.015461152746938156,0.007730576373469078,0.0029615004935834577,0.9267254484645787,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-20,747.73,59.92,6.617041950244964,4.0930103392089645,2.5240316110359995,-0.007631257631257604,-0.017060367454068248,0.009429109822810644,0.004714554911405322,-0.017060367454068248,0.9109151717847368,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-21,742.0,59.7,6.60934924316738,4.089332020398556,2.520017222768824,-0.007663193933639123,-0.003671562082776969,-0.003991631850862154,-0.001995815925431077,-0.003671562082776969,0.9075706901793857,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-22,726.08,57.26,6.587660201591477,4.047602299669969,2.540057901921508,-0.021455525606468906,-0.04087102177554447,0.019415496169075563,0.009707748084537782,-0.04087102177554447,0.8704773487382181,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-23,711.06,56.95,6.5667568144284125,4.0421736898931915,2.524583124535221,-0.02068642573821078,-0.0054139015019210035,-0.015272524236289775,-0.0076362621181448875,-0.0054139015019210035,0.8657646701124961,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-26,713.49,56.63,6.570168421401716,4.036538880125714,2.533629541276002,0.003417433128006131,-0.005618964003511806,0.009036397131517937,0.0045181985657589685,-0.005618964003511806,0.8608999695956218,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-27,714.74,55.75,6.571918840198636,4.020877410340228,2.551041429858408,0.0017519516741650865,-0.015539466713756056,0.017291418387921142,0.008645709193960571,-0.015539466713756056,0.847522043174217,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-28,682.05,52.81,6.525102968939129,3.966700566718842,2.5584024022202874,-0.04573691132439772,-0.05273542600896852,0.0069985146845708,0.0034992573422854,-0.05273542600896852,0.8028276071754332,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-29,689.1,56.69,6.535386398363162,4.037597828336212,2.49778857002695,0.010336485594897749,0.0734709335353152,-0.06313444794041745,-0.031567223970208724,0.0734709335353152,0.8618121009425356,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-03-30,683.62,56.75,6.527402207688827,4.038655656361512,2.4887465513273153,-0.007952401683355093,0.001058387722702392,-0.009010789406057484,-0.004505394703028742,0.001058387722702392,0.8627242322894495,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-04-02,680.06,57.97,6.522181029571765,4.059925635351641,2.462255394220124,-0.005207571457827576,0.02149779735682822,-0.026705368814655794,-0.013352684407327897,0.02149779735682822,0.8812709030100333,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-04-03,677.91,59.63,6.519014535766384,4.0881588031350145,2.430855732631369,-0.003161485751257187,0.02863550112126978,-0.03179698687252697,-0.015898493436263483,0.02863550112126978,0.9065065369413196,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-04-04,694.01,60.71,6.5424863696248945,4.106108429142343,2.4363779404825516,0.023749465268251058,0.018111688747274757,0.005637776520976301,0.0028188882604881504,0.018111688747274757,0.9229249011857706,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-04-09,698.3,61.34,6.54864880985199,4.116432158686106,2.4322166511658843,0.006181467125833784,0.010377203096689325,-0.004195735970855541,-0.0020978679854277704,0.010377203096689325,0.9325022803283674,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-04-10,708.02,61.56,6.562472341882306,4.120012308970678,2.4424600329116277,0.013919518831447819,0.003586566677534986,0.010332952153912833,0.005166476076956417,0.003586566677534986,0.9358467619337184,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-04-11,705.36,61.16,6.558708310778772,4.113493381060861,2.4452149297179107,-0.003756956018191482,-0.006497725795971521,0.002740769777780039,0.0013703848888900194,-0.006497725795971521,0.9297658862876252,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-04-12,694.2,61.89,6.542760103427686,4.12535861575127,2.4174014876764165,-0.01582170806396732,0.011935905820797954,-0.027757613884765275,-0.013878806942382638,0.011935905820797954,0.940863484341745,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-04-13,686.86,60.41,6.5321304868848555,4.101154654150649,2.430975832734206,-0.010573321809276948,-0.023913394732590132,0.013340072923313184,0.006670036461656592,-0.023913394732590132,0.9183642444512008,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-04-16,681.38,61.37,6.524120153460622,4.116921116401006,2.407199037059616,-0.007978336196604818,0.015891408707167765,-0.023869744903772583,-0.011934872451886291,0.015891408707167765,0.9329583460018241,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-04-17,666.2,59.77,6.501589925759579,4.0905038628361625,2.4110860629234168,-0.022278317532067216,-0.02607137037640528,0.003793052844338063,0.0018965264221690314,-0.02607137037640528,0.9086348434174522,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-04-18,655.64,58.44,6.4856118578211595,4.068000586882499,2.417611270938661,-0.015851095767037027,-0.022251965869165224,0.006400870102128198,0.003200435051064099,-0.022251965869165224,0.8884159318941928,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-04-19,679.96,60.68,6.522033972910569,4.105614154480332,2.4164198184302377,0.03709352693551349,0.038329911019849394,-0.0012363840843359064,-0.0006181920421679532,0.038329911019849394,0.9224688355123137,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-04-20,670.26,60.49,6.507665696810812,4.102478062118823,2.4051876346919894,-0.014265545032060789,-0.003131179960448205,-0.011134365071612584,-0.005567182535806292,-0.003131179960448205,0.9195804195804196,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-04-23,674.01,59.35,6.513244947597495,4.083452121055677,2.429792826541818,0.00559484379196129,-0.018846090262853332,0.024440934054814623,0.012220467027407311,-0.018846090262853332,0.9022499239890545,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-04-24,689.88,62.67,6.5365176694231995,4.137882864236584,2.3986348051866155,0.023545644723372172,0.05593934288121316,-0.03239369815784099,-0.016196849078920494,0.05593934288121316,0.9527211918516267,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-04-25,690.97,62.79,6.53809640748511,4.139795825126018,2.3983005823590924,0.0015799849249145126,0.0019147917663953073,-0.00033480684148079476,-0.00016740342074039738,0.0019147917663953073,0.9545454545454546,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-04-26,678.23,60.13,6.5194864634522265,4.0965088850514775,2.422977578400749,-0.01843784824232597,-0.04236343366778139,0.02392558542545542,0.01196279271272771,-0.04236343366778139,0.914107631498936,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-04-27,662.53,60.23,6.496065839854,4.09817056705563,2.3978952727983707,-0.023148489450481424,0.0016630633627139346,-0.02481155281319536,-0.01240577640659768,0.0016630633627139346,0.9156278504104591,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-02,667.83,59.51,6.5040336501303475,4.086144365656761,2.4178892844735866,0.007999637752252875,-0.011954175659970145,0.01995381341222302,0.00997690670611151,-0.011954175659970145,0.9046822742474916,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-03,670.88,60.45,6.5085902834224525,4.101816577060802,2.4067737063616503,0.004567030531722027,0.01579566459418591,-0.011228634062463883,-0.005614317031231941,0.01579566459418591,0.9189723320158103,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-04,662.87,60.62,6.496578892528601,4.104624871629657,2.391954020898944,-0.011939542093966082,0.0028122415219189456,-0.014751783615885028,-0.007375891807942514,0.0028122415219189456,0.9215567041653998,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-07,698.17,64.3,6.548462626116749,4.163559631243574,2.3849029948731753,0.05325327741487773,0.060706037611349295,-0.007452760196471564,-0.003726380098235782,0.060706037611349295,0.9775007601094556,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-08,708.83,64.51,6.563615723451624,4.16682025054415,2.396795472907474,0.015268487617629,0.0032659409020219243,0.012002546715607076,0.006001273357803538,0.0032659409020219243,0.9806932198236546,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-09,701.95,65.45,6.55386217641796,4.181286492355909,2.372575684062051,-0.009706135462663856,0.014571384281506727,-0.024277519744170584,-0.012138759872085292,0.014571384281506727,0.9949832775919732,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-10,714.19,66.05,6.571149033382122,4.190412030968334,2.380737002413788,0.017437139397392887,0.00916730328495019,0.008269836112442697,0.004134918056221348,0.00916730328495019,1.0041045910611126,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-11,718.02,64.9,6.57649742381348,4.1728476237100445,2.4036498001034357,0.0053627186042928265,-0.017411052233156532,0.02277377083744936,0.01138688541872468,-0.017411052233156532,0.9866220735785953,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-14,742.41,66.98,6.60990165120886,4.204394067366058,2.4055075838428017,0.03396841313612442,0.03204930662557781,0.0019191065105466087,0.0009595532552733044,0.03204930662557781,1.0182426269382792,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-15,743.06,66.5,6.610776795158566,4.197201947661808,2.4135748474967578,0.0008755269999056736,-0.0071663183039714085,0.008041845303877082,0.004020922651938541,-0.0071663183039714085,1.0109455761629675,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-16,734.52,66.9,6.599217224650979,4.203198967134183,2.396018257516796,-0.011493015368880033,0.00601503759398514,-0.017508052962865173,-0.008754026481432586,0.00601503759398514,1.0170264518090608,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-17,727.38,64.94,6.589449036986547,4.1734637666747,2.4159852703118476,-0.009720633883352425,-0.029297458893871586,0.01957682501051916,0.00978841250525958,-0.029297458893871586,0.9872301611432048,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-18,739.32,65.95,6.60573084481448,4.188896879163323,2.416833965651157,0.016415078775880554,0.015552817985833078,0.0008622607900474755,0.00043113039502373773,0.015552817985833078,1.0025843721495897,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-21,734.82,65.87,6.599625571261251,4.187683102652602,2.4119424686086495,-0.0060866742411945784,-0.0012130401819560044,-0.004873634059238574,-0.002436817029619287,-0.0012130401819560044,1.0013681970203712,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-22,739.57,66.86,6.6060689362240925,4.202600880991953,2.40346805523214,0.006464168095588141,0.015029603764991517,-0.008565435669403376,-0.004282717834701688,0.015029603764991517,1.0164183642444513,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-23,723.78,64.93,6.584487478805348,4.173309766520395,2.4111777122849523,-0.021350244060738155,-0.028866287765479948,0.007516043704741793,0.0037580218523708964,-0.028866287765479948,0.9870781392520526,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-24,715.4,64.65,6.572841826824917,4.168988105217867,2.4038537216070504,-0.011578103843709386,-0.004312336362236269,-0.007265767481473118,-0.003632883740736559,-0.004312336362236269,0.9828215262997875,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-25,716.86,66.05,6.574880563514766,4.190412030968334,2.384468532546432,0.0020408163265306367,0.021655065738592327,-0.01961424941206169,-0.009807124706030845,0.021655065738592327,1.004104591061113,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-28,740.4,68.45,6.607190580699342,4.226103551734458,2.381087028964884,0.03283765309823394,0.03633610900832718,-0.0034984559100932344,-0.0017492279550466172,0.03633610900832718,1.0405898449376714,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-29,731.43,67.46,6.595001522101333,4.2115348296335045,2.3834666924678283,-0.01211507293354952,-0.014463111760409153,0.002348038826859633,0.0011740194134298165,-0.014463111760409153,1.025539677713591,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-30,725.87,67.22,6.587370935430157,4.20797082229696,2.3794001131331974,-0.007601547653227181,-0.003557663800770716,-0.004043883852456465,-0.0020219419262282323,-0.003557663800770716,1.0218911523259353,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-05-31,751.13,69.1,6.6215787393135805,4.235554730773624,2.386024008539956,0.034799619766624934,0.02796786670633744,0.006831753060287493,0.0034158765301437466,0.02796786670633744,1.0504712678625727,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-06-01,745.11,67.68,6.613531858486934,4.214790715297968,2.398741143188966,-0.00801459134903415,-0.02054992764109964,0.012535336292065491,0.0062676681460327455,-0.02054992764109964,1.0288841593189426,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-06-04,781.97,69.54,6.66181637663807,4.241902126579715,2.419914250058355,0.04946920588906334,0.027482269503546153,0.021986936385517186,0.010993468192758593,0.027482269503546153,1.0571602310732753,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-06-05,788.05,69.81,6.66956153962155,4.24577726598231,2.4237842736392397,0.007775234344028492,0.0038826574633303856,0.0038925768806981065,0.0019462884403490532,0.0038826574633303856,1.061264822134388,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-06-06,785.75,69.28,6.666638675677677,4.2381562642541795,2.4284824114234977,-0.002918596535752771,-0.007592035524996432,0.004673438989243661,0.0023367194946218306,-0.007592035524996432,1.0532076619033148,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-06-07,780.97,68.1,6.6605367368099815,4.220977213155467,2.4395595236545145,-0.00608335984727959,-0.017032332563510444,0.010948972716230854,0.005474486358115427,-0.017032332563510444,1.0352690787473402,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-06-08,777.95,68.29,6.656662254760972,4.223763342972998,2.432898911787974,-0.003866985927756472,0.002790014684288078,-0.00665700061204455,-0.003328500306022275,0.002790014684288078,1.0381574946792347,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
2018-06-11,775.73,68.12,6.653804521494369,4.221270855794487,2.4325336656998813,-0.00285365383379399,-0.00248938351149508,-0.00036427032229890965,-0.00018213516114945483,-0.00248938351149508,1.0355731225296452,1,1,长期持有泸州老窖,方案C2：泸州老窖长期持有,False
